RUN	AdvancedSimulation	advancedsimulation	1710034889873	 	3.2.1
USER	Buscar produtos	60	START	1710034896222	1710034896222
USER	Buscar usuários	55	START	1710034896223	1710034896223
REQUEST	60		GET_produtos	1710034896224	1710034896230	OK	 
REQUEST	55		GET_usuarios	1710034896224	1710034896230	OK	 
USER	Buscar usuários	35	END	1710034894222	1710034896242
USER	Buscar produtos	30	END	1710034893222	1710034896242
USER	Buscar usuários	56	START	1710034896392	1710034896392
REQUEST	56		GET_usuarios	1710034896394	1710034896399	OK	 
USER	Buscar usuários	36	END	1710034894392	1710034896413
USER	Buscar usuários	57	START	1710034896552	1710034896552
USER	Buscar produtos	61	START	1710034896552	1710034896552
REQUEST	57		GET_usuarios	1710034896553	1710034896558	OK	 
REQUEST	61		GET_produtos	1710034896553	1710034896559	OK	 
USER	Buscar produtos	31	END	1710034893552	1710034896572
USER	Buscar usuários	37	END	1710034894552	1710034896572
USER	Buscar usuários	58	START	1710034896721	1710034896721
REQUEST	58		GET_usuarios	1710034896722	1710034896727	OK	 
USER	Buscar usuários	38	END	1710034894723	1710034896742
USER	Buscar produtos	62	START	1710034896892	1710034896892
USER	Buscar carrinhos	63	START	1710034896893	1710034896893
USER	Buscar usuários	59	START	1710034896892	1710034896892
REQUEST	59		GET_usuarios	1710034896894	1710034896899	OK	 
REQUEST	62		GET_produtos	1710034896894	1710034896899	OK	 
REQUEST	63		GET_carrinhos	1710034896894	1710034896900	OK	 
USER	Buscar usuários	39	END	1710034894893	1710034896912
USER	Buscar carrinhos	23	END	1710034892892	1710034896912
USER	Buscar produtos	32	END	1710034893893	1710034896912
USER	Buscar usuários	64	START	1710034897052	1710034897052
REQUEST	64		GET_usuarios	1710034897054	1710034897059	OK	 
USER	Buscar usuários	44	END	1710034895052	1710034897072
USER	Buscar produtos	70	START	1710034897222	1710034897222
USER	Buscar usuários	65	START	1710034897222	1710034897222
REQUEST	70		GET_produtos	1710034897223	1710034897228	OK	 
REQUEST	65		GET_usuarios	1710034897223	1710034897228	OK	 
USER	Buscar produtos	40	END	1710034894222	1710034897242
USER	Buscar usuários	45	END	1710034895222	1710034897243
USER	Buscar usuários	66	START	1710034897392	1710034897392
REQUEST	66		GET_usuarios	1710034897394	1710034897399	OK	 
USER	Buscar usuários	46	END	1710034895392	1710034897413
USER	Buscar usuários	67	START	1710034897552	1710034897552
USER	Buscar produtos	71	START	1710034897552	1710034897552
REQUEST	67		GET_usuarios	1710034897553	1710034897558	OK	 
REQUEST	71		GET_produtos	1710034897553	1710034897558	OK	 
USER	Buscar usuários	47	END	1710034895553	1710034897572
USER	Buscar produtos	41	END	1710034894552	1710034897582
USER	Buscar usuários	68	START	1710034897722	1710034897722
REQUEST	68		GET_usuarios	1710034897723	1710034897728	OK	 
USER	Buscar usuários	48	END	1710034895722	1710034897742
USER	Buscar produtos	72	START	1710034897892	1710034897892
USER	Buscar usuários	69	START	1710034897892	1710034897892
USER	Buscar carrinhos	73	START	1710034897892	1710034897892
REQUEST	73		GET_carrinhos	1710034897893	1710034897899	OK	 
REQUEST	72		GET_produtos	1710034897893	1710034897899	OK	 
REQUEST	69		GET_usuarios	1710034897893	1710034897899	OK	 
USER	Buscar carrinhos	33	END	1710034893893	1710034897912
USER	Buscar usuários	49	END	1710034895892	1710034897912
USER	Buscar produtos	42	END	1710034894893	1710034897912
USER	Buscar usuários	74	START	1710034898053	1710034898053
REQUEST	74		GET_usuarios	1710034898054	1710034898057	OK	 
USER	Buscar usuários	54	END	1710034896052	1710034898072
USER	Buscar usuários	75	START	1710034898222	1710034898222
USER	Buscar produtos	80	START	1710034898222	1710034898222
REQUEST	75		GET_usuarios	1710034898223	1710034898228	OK	 
REQUEST	80		GET_produtos	1710034898223	1710034898228	OK	 
USER	Buscar usuários	55	END	1710034896223	1710034898241
USER	Buscar produtos	50	END	1710034895222	1710034898241
USER	Buscar usuários	76	START	1710034898392	1710034898392
REQUEST	76		GET_usuarios	1710034898394	1710034898399	OK	 
USER	Buscar usuários	56	END	1710034896392	1710034898412
USER	Buscar produtos	81	START	1710034898552	1710034898552
USER	Buscar usuários	77	START	1710034898552	1710034898552
REQUEST	77		GET_usuarios	1710034898553	1710034898559	OK	 
REQUEST	81		GET_produtos	1710034898553	1710034898559	OK	 
USER	Buscar produtos	51	END	1710034895553	1710034898572
USER	Buscar usuários	57	END	1710034896552	1710034898572
USER	Buscar usuários	78	START	1710034898723	1710034898723
REQUEST	78		GET_usuarios	1710034898724	1710034898729	OK	 
USER	Buscar usuários	58	END	1710034896721	1710034898743
USER	Buscar usuários	79	START	1710034898892	1710034898892
USER	Buscar produtos	82	START	1710034898892	1710034898892
USER	Buscar carrinhos	83	START	1710034898892	1710034898892
REQUEST	83		GET_carrinhos	1710034898892	1710034898896	OK	 
REQUEST	82		GET_produtos	1710034898892	1710034898896	OK	 
REQUEST	79		GET_usuarios	1710034898892	1710034898897	OK	 
USER	Buscar produtos	52	END	1710034895892	1710034898912
USER	Buscar usuários	59	END	1710034896892	1710034898912
USER	Buscar carrinhos	43	END	1710034894893	1710034898922
USER	Buscar usuários	84	START	1710034899053	1710034899053
REQUEST	84		GET_usuarios	1710034899054	1710034899060	OK	 
USER	Buscar usuários	64	END	1710034897052	1710034899072
USER	Buscar produtos	90	START	1710034899222	1710034899222
USER	Buscar usuários	85	START	1710034899222	1710034899222
REQUEST	90		GET_produtos	1710034899223	1710034899227	OK	 
REQUEST	85		GET_usuarios	1710034899223	1710034899228	OK	 
USER	Buscar produtos	60	END	1710034896222	1710034899242
USER	Buscar usuários	65	END	1710034897222	1710034899242
USER	Buscar usuários	86	START	1710034899392	1710034899392
REQUEST	86		GET_usuarios	1710034899393	1710034899398	OK	 
USER	Buscar usuários	66	END	1710034897392	1710034899412
USER	Buscar usuários	87	START	1710034899552	1710034899552
USER	Buscar produtos	91	START	1710034899552	1710034899552
REQUEST	91		GET_produtos	1710034899554	1710034899558	OK	 
REQUEST	87		GET_usuarios	1710034899553	1710034899558	OK	 
USER	Buscar usuários	67	END	1710034897552	1710034899572
USER	Buscar produtos	61	END	1710034896552	1710034899572
USER	Buscar usuários	88	START	1710034899722	1710034899722
REQUEST	88		GET_usuarios	1710034899723	1710034899727	OK	 
USER	Buscar usuários	68	END	1710034897722	1710034899742
USER	Buscar usuários	89	START	1710034899892	1710034899892
USER	Buscar produtos	92	START	1710034899892	1710034899892
USER	Buscar carrinhos	93	START	1710034899892	1710034899892
REQUEST	93		GET_carrinhos	1710034899893	1710034899897	OK	 
REQUEST	92		GET_produtos	1710034899893	1710034899897	OK	 
REQUEST	89		GET_usuarios	1710034899893	1710034899897	OK	 
USER	Buscar carrinhos	53	END	1710034895892	1710034899912
USER	Buscar produtos	62	END	1710034896892	1710034899912
USER	Buscar usuários	69	END	1710034897892	1710034899912
USER	Buscar usuários	94	START	1710034900052	1710034900052
REQUEST	94		GET_usuarios	1710034900053	1710034900060	OK	 
USER	Buscar usuários	74	END	1710034898053	1710034900072
USER	Buscar produtos	99	START	1710034900223	1710034900223
USER	Buscar usuários	95	START	1710034900223	1710034900223
REQUEST	99		GET_produtos	1710034900224	1710034900232	OK	 
REQUEST	95		GET_usuarios	1710034900224	1710034900233	OK	 
USER	Buscar produtos	70	END	1710034897222	1710034900242
USER	Buscar usuários	75	END	1710034898222	1710034900242
USER	Buscar usuários	96	START	1710034900392	1710034900392
REQUEST	96		GET_usuarios	1710034900392	1710034900397	OK	 
USER	Buscar usuários	76	END	1710034898392	1710034900412
USER	Buscar usuários	97	START	1710034900552	1710034900552
USER	Buscar produtos	100	START	1710034900552	1710034900552
REQUEST	100		GET_produtos	1710034900553	1710034900559	OK	 
REQUEST	97		GET_usuarios	1710034900553	1710034900560	OK	 
USER	Buscar produtos	71	END	1710034897552	1710034900572
USER	Buscar usuários	77	END	1710034898552	1710034900572
USER	Buscar usuários	98	START	1710034900722	1710034900722
REQUEST	98		GET_usuarios	1710034900723	1710034900728	OK	 
USER	Buscar usuários	78	END	1710034898723	1710034900743
USER	Buscar carrinhos	63	END	1710034896893	1710034900912
USER	Buscar produtos	72	END	1710034897892	1710034900912
USER	Buscar usuários	79	END	1710034898892	1710034900912
USER	Buscar usuários	84	END	1710034899053	1710034901073
USER	Buscar produtos	80	END	1710034898222	1710034901242
USER	Buscar usuários	85	END	1710034899222	1710034901242
USER	Buscar usuários	86	END	1710034899392	1710034901412
USER	Buscar produtos	81	END	1710034898552	1710034901572
USER	Buscar usuários	87	END	1710034899552	1710034901572
USER	Buscar usuários	88	END	1710034899722	1710034901742
USER	Buscar carrinhos	73	END	1710034897892	1710034901913
USER	Buscar usuários	89	END	1710034899892	1710034901913
USER	Buscar produtos	82	END	1710034898892	1710034901913
USER	Buscar usuários	94	END	1710034900052	1710034902073
USER	Buscar produtos	90	END	1710034899222	1710034902242
USER	Buscar usuários	95	END	1710034900223	1710034902252
USER	Buscar usuários	96	END	1710034900392	1710034902412
USER	Buscar produtos	91	END	1710034899552	1710034902572
USER	Buscar usuários	97	END	1710034900552	1710034902573
USER	Buscar usuários	98	END	1710034900722	1710034902742
USER	Buscar carrinhos	83	END	1710034898892	1710034902913
USER	Buscar produtos	92	END	1710034899892	1710034902913
USER	Buscar produtos	99	END	1710034900223	1710034903253
USER	Buscar produtos	100	END	1710034900552	1710034903573
USER	Buscar carrinhos	93	END	1710034899892	1710034903912
