RUN	AdvancedSimulation	advancedsimulation	1710034130939	 	3.2.1
USER	Buscar produtos	41	START	1710034135419	1710034135419
REQUEST	37		GET_usuarios	1710034135420	1710034135426	OK	 
REQUEST	41		GET_produtos	1710034135420	1710034135426	OK	 
USER	Buscar produtos	16	END	1710034132409	1710034135430
USER	Buscar usuários	11	END	1710034133420	1710034135470
USER	Buscar usuários	38	START	1710034135590	1710034135590
REQUEST	38		GET_usuarios	1710034135591	1710034135597	OK	 
USER	Buscar usuários	12	END	1710034133590	1710034135610
USER	Buscar produtos	42	START	1710034135750	1710034135750
USER	Buscar carrinhos	43	START	1710034135750	1710034135750
USER	Buscar usuários	39	START	1710034135750	1710034135750
REQUEST	39		GET_usuarios	1710034135752	1710034135757	OK	 
REQUEST	43		GET_carrinhos	1710034135752	1710034135758	OK	 
REQUEST	42		GET_produtos	1710034135752	1710034135758	OK	 
USER	Buscar usuários	13	END	1710034133750	1710034135770
USER	Buscar produtos	17	END	1710034132750	1710034135779
USER	Buscar carrinhos	21	END	1710034131750	1710034135800
USER	Buscar usuários	44	START	1710034135920	1710034135920
REQUEST	44		GET_usuarios	1710034135921	1710034135926	OK	 
USER	Buscar usuários	24	END	1710034133919	1710034135939
USER	Buscar produtos	50	START	1710034136080	1710034136080
REQUEST	50		GET_produtos	1710034136082	1710034136087	OK	 
USER	Buscar usuários	45	START	1710034136089	1710034136089
REQUEST	45		GET_usuarios	1710034136090	1710034136092	OK	 
USER	Buscar usuários	25	END	1710034134089	1710034136109
USER	Buscar produtos	18	END	1710034133089	1710034136120
USER	Buscar usuários	46	START	1710034136249	1710034136249
REQUEST	46		GET_usuarios	1710034136251	1710034136255	OK	 
USER	Buscar usuários	26	END	1710034134250	1710034136269
USER	Buscar usuários	47	START	1710034136419	1710034136419
USER	Buscar produtos	51	START	1710034136420	1710034136420
REQUEST	47		GET_usuarios	1710034136421	1710034136427	OK	 
REQUEST	51		GET_produtos	1710034136421	1710034136427	OK	 
USER	Buscar usuários	27	END	1710034134420	1710034136439
USER	Buscar produtos	19	END	1710034133420	1710034136470
USER	Buscar usuários	48	START	1710034136589	1710034136589
REQUEST	48		GET_usuarios	1710034136590	1710034136595	OK	 
USER	Buscar usuários	28	END	1710034134590	1710034136609
USER	Buscar usuários	49	START	1710034136750	1710034136750
USER	Buscar carrinhos	53	START	1710034136750	1710034136750
USER	Buscar produtos	52	START	1710034136750	1710034136750
REQUEST	52		GET_produtos	1710034136750	1710034136753	OK	 
REQUEST	49		GET_usuarios	1710034136750	1710034136754	OK	 
REQUEST	53		GET_carrinhos	1710034136750	1710034136754	OK	 
USER	Buscar usuários	29	END	1710034134750	1710034136769
USER	Buscar carrinhos	22	END	1710034132751	1710034136779
USER	Buscar produtos	20	END	1710034133759	1710034136779
USER	Buscar usuários	54	START	1710034136919	1710034136919
REQUEST	54		GET_usuarios	1710034136921	1710034136926	OK	 
USER	Buscar usuários	34	END	1710034134920	1710034136940
USER	Buscar usuários	55	START	1710034137089	1710034137089
USER	Buscar produtos	60	START	1710034137089	1710034137089
REQUEST	55		GET_usuarios	1710034137090	1710034137097	OK	 
REQUEST	60		GET_produtos	1710034137091	1710034137098	OK	 
USER	Buscar produtos	30	END	1710034134080	1710034137100
USER	Buscar usuários	35	END	1710034135090	1710034137109
USER	Buscar usuários	56	START	1710034137250	1710034137250
REQUEST	56		GET_usuarios	1710034137251	1710034137257	OK	 
USER	Buscar usuários	36	END	1710034135250	1710034137270
USER	Buscar produtos	61	START	1710034137420	1710034137420
USER	Buscar usuários	57	START	1710034137419	1710034137419
REQUEST	57		GET_usuarios	1710034137421	1710034137426	OK	 
REQUEST	61		GET_produtos	1710034137421	1710034137427	OK	 
USER	Buscar produtos	31	END	1710034134420	1710034137439
USER	Buscar usuários	37	END	1710034135419	1710034137439
USER	Buscar usuários	58	START	1710034137590	1710034137590
REQUEST	58		GET_usuarios	1710034137591	1710034137596	OK	 
USER	Buscar usuários	38	END	1710034135590	1710034137610
USER	Buscar usuários	59	START	1710034137750	1710034137750
USER	Buscar carrinhos	63	START	1710034137750	1710034137750
USER	Buscar produtos	62	START	1710034137750	1710034137750
REQUEST	63		GET_carrinhos	1710034137751	1710034137757	OK	 
REQUEST	59		GET_usuarios	1710034137751	1710034137757	OK	 
REQUEST	62		GET_produtos	1710034137752	1710034137757	OK	 
USER	Buscar carrinhos	23	END	1710034133750	1710034137770
USER	Buscar usuários	39	END	1710034135750	1710034137770
USER	Buscar produtos	32	END	1710034134751	1710034137779
USER	Buscar usuários	64	START	1710034137920	1710034137920
REQUEST	64		GET_usuarios	1710034137921	1710034137927	OK	 
USER	Buscar usuários	44	END	1710034135920	1710034137940
USER	Buscar produtos	70	START	1710034138079	1710034138079
REQUEST	70		GET_produtos	1710034138081	1710034138086	OK	 
USER	Buscar usuários	65	START	1710034138090	1710034138090
REQUEST	65		GET_usuarios	1710034138090	1710034138093	OK	 
USER	Buscar usuários	45	END	1710034136089	1710034138109
USER	Buscar produtos	40	END	1710034135090	1710034138109
USER	Buscar usuários	66	START	1710034138250	1710034138250
REQUEST	66		GET_usuarios	1710034138250	1710034138254	OK	 
USER	Buscar usuários	46	END	1710034136249	1710034138269
USER	Buscar produtos	71	START	1710034138420	1710034138420
USER	Buscar usuários	67	START	1710034138420	1710034138420
REQUEST	71		GET_produtos	1710034138420	1710034138424	OK	 
REQUEST	67		GET_usuarios	1710034138420	1710034138424	OK	 
USER	Buscar produtos	41	END	1710034135419	1710034138439
USER	Buscar usuários	47	END	1710034136419	1710034138440
USER	Buscar usuários	68	START	1710034138590	1710034138590
REQUEST	68		GET_usuarios	1710034138591	1710034138596	OK	 
USER	Buscar usuários	48	END	1710034136589	1710034138610
USER	Buscar usuários	69	START	1710034138750	1710034138750
USER	Buscar carrinhos	73	START	1710034138750	1710034138750
USER	Buscar produtos	72	START	1710034138750	1710034138750
REQUEST	69		GET_usuarios	1710034138751	1710034138757	OK	 
REQUEST	73		GET_carrinhos	1710034138751	1710034138757	OK	 
REQUEST	72		GET_produtos	1710034138752	1710034138757	OK	 
USER	Buscar produtos	42	END	1710034135750	1710034138770
USER	Buscar usuários	49	END	1710034136750	1710034138770
USER	Buscar carrinhos	33	END	1710034134750	1710034138780
USER	Buscar usuários	74	START	1710034138920	1710034138920
REQUEST	74		GET_usuarios	1710034138921	1710034138925	OK	 
USER	Buscar usuários	54	END	1710034136919	1710034138939
USER	Buscar produtos	80	START	1710034139079	1710034139079
REQUEST	80		GET_produtos	1710034139081	1710034139087	OK	 
USER	Buscar usuários	75	START	1710034139090	1710034139090
REQUEST	75		GET_usuarios	1710034139090	1710034139093	OK	 
USER	Buscar produtos	50	END	1710034136080	1710034139099
USER	Buscar usuários	55	END	1710034137089	1710034139110
USER	Buscar usuários	76	START	1710034139251	1710034139251
REQUEST	76		GET_usuarios	1710034139252	1710034139258	OK	 
USER	Buscar usuários	56	END	1710034137250	1710034139269
USER	Buscar usuários	77	START	1710034139420	1710034139420
USER	Buscar produtos	81	START	1710034139420	1710034139420
REQUEST	81		GET_produtos	1710034139421	1710034139426	OK	 
REQUEST	77		GET_usuarios	1710034139421	1710034139427	OK	 
USER	Buscar produtos	51	END	1710034136420	1710034139440
USER	Buscar usuários	57	END	1710034137419	1710034139440
USER	Buscar usuários	78	START	1710034139590	1710034139590
REQUEST	78		GET_usuarios	1710034139591	1710034139596	OK	 
USER	Buscar usuários	58	END	1710034137590	1710034139609
USER	Buscar produtos	82	START	1710034139751	1710034139751
USER	Buscar usuários	79	START	1710034139751	1710034139751
USER	Buscar carrinhos	83	START	1710034139751	1710034139751
REQUEST	79		GET_usuarios	1710034139752	1710034139757	OK	 
REQUEST	83		GET_carrinhos	1710034139752	1710034139758	OK	 
REQUEST	82		GET_produtos	1710034139752	1710034139758	OK	 
USER	Buscar carrinhos	43	END	1710034135750	1710034139769
USER	Buscar usuários	59	END	1710034137750	1710034139769
USER	Buscar produtos	52	END	1710034136750	1710034139769
USER	Buscar usuários	84	START	1710034139920	1710034139920
REQUEST	84		GET_usuarios	1710034139921	1710034139926	OK	 
USER	Buscar usuários	64	END	1710034137920	1710034139939
USER	Buscar produtos	90	START	1710034140079	1710034140079
REQUEST	90		GET_produtos	1710034140081	1710034140086	OK	 
USER	Buscar usuários	85	START	1710034140089	1710034140089
REQUEST	85		GET_usuarios	1710034140090	1710034140092	OK	 
USER	Buscar produtos	60	END	1710034137089	1710034140109
USER	Buscar usuários	65	END	1710034138090	1710034140109
USER	Buscar usuários	86	START	1710034140249	1710034140249
REQUEST	86		GET_usuarios	1710034140251	1710034140255	OK	 
USER	Buscar usuários	66	END	1710034138250	1710034140269
USER	Buscar usuários	87	START	1710034140419	1710034140419
USER	Buscar produtos	91	START	1710034140419	1710034140419
REQUEST	87		GET_usuarios	1710034140420	1710034140423	OK	 
REQUEST	91		GET_produtos	1710034140420	1710034140424	OK	 
USER	Buscar produtos	61	END	1710034137420	1710034140439
USER	Buscar usuários	67	END	1710034138420	1710034140440
USER	Buscar usuários	88	START	1710034140589	1710034140589
REQUEST	88		GET_usuarios	1710034140589	1710034140595	OK	 
USER	Buscar usuários	68	END	1710034138590	1710034140610
USER	Buscar carrinhos	93	START	1710034140749	1710034140749
USER	Buscar produtos	92	START	1710034140749	1710034140749
USER	Buscar usuários	89	START	1710034140749	1710034140749
REQUEST	93		GET_carrinhos	1710034140751	1710034140756	OK	 
REQUEST	89		GET_usuarios	1710034140751	1710034140756	OK	 
REQUEST	92		GET_produtos	1710034140751	1710034140757	OK	 
USER	Buscar produtos	62	END	1710034137750	1710034140770
USER	Buscar carrinhos	53	END	1710034136750	1710034140770
USER	Buscar usuários	69	END	1710034138750	1710034140770
USER	Buscar usuários	94	START	1710034140919	1710034140919
REQUEST	94		GET_usuarios	1710034140920	1710034140924	OK	 
USER	Buscar usuários	74	END	1710034138920	1710034140940
USER	Buscar usuários	95	START	1710034141089	1710034141089
USER	Buscar produtos	99	START	1710034141089	1710034141089
REQUEST	95		GET_usuarios	1710034141090	1710034141094	OK	 
REQUEST	99		GET_produtos	1710034141090	1710034141094	OK	 
USER	Buscar produtos	70	END	1710034138079	1710034141099
USER	Buscar usuários	75	END	1710034139090	1710034141110
USER	Buscar usuários	96	START	1710034141250	1710034141250
REQUEST	96		GET_usuarios	1710034141251	1710034141254	OK	 
USER	Buscar usuários	76	END	1710034139251	1710034141270
USER	Buscar usuários	97	START	1710034141419	1710034141419
USER	Buscar produtos	100	START	1710034141419	1710034141419
REQUEST	100		GET_produtos	1710034141420	1710034141424	OK	 
REQUEST	97		GET_usuarios	1710034141420	1710034141424	OK	 
USER	Buscar produtos	71	END	1710034138420	1710034141439
USER	Buscar usuários	77	END	1710034139420	1710034141439
USER	Buscar usuários	98	START	1710034141589	1710034141589
REQUEST	98		GET_usuarios	1710034141589	1710034141591	OK	 
USER	Buscar usuários	78	END	1710034139590	1710034141609
USER	Buscar carrinhos	63	END	1710034137750	1710034141770
USER	Buscar usuários	79	END	1710034139751	1710034141770
USER	Buscar produtos	72	END	1710034138750	1710034141770
USER	Buscar usuários	84	END	1710034139920	1710034141939
USER	Buscar produtos	80	END	1710034139079	1710034142100
USER	Buscar usuários	85	END	1710034140089	1710034142110
USER	Buscar usuários	86	END	1710034140249	1710034142270
USER	Buscar produtos	81	END	1710034139420	1710034142439
USER	Buscar usuários	87	END	1710034140419	1710034142439
USER	Buscar usuários	88	END	1710034140589	1710034142610
USER	Buscar carrinhos	73	END	1710034138750	1710034142770
USER	Buscar produtos	82	END	1710034139751	1710034142770
USER	Buscar usuários	89	END	1710034140749	1710034142770
USER	Buscar usuários	94	END	1710034140919	1710034142940
USER	Buscar produtos	90	END	1710034140079	1710034143100
USER	Buscar usuários	95	END	1710034141089	1710034143109
USER	Buscar usuários	96	END	1710034141250	1710034143270
USER	Buscar produtos	91	END	1710034140419	1710034143440
USER	Buscar usuários	97	END	1710034141419	1710034143440
USER	Buscar usuários	98	END	1710034141589	1710034143610
USER	Buscar carrinhos	83	END	1710034139751	1710034143770
USER	Buscar produtos	92	END	1710034140749	1710034143770
USER	Buscar produtos	99	END	1710034141089	1710034144110
USER	Buscar produtos	100	END	1710034141419	1710034144440
USER	Buscar carrinhos	93	END	1710034140749	1710034144771
