ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710036550220	 	3.2.1
REQUEST	25		GET_usuarios	1710036554051	1710036554054	OK	 
REQUEST	28		GET_produtos	1710036554051	1710036554055	OK	 
REQUEST	29		GET_carrinhos	1710036554051	1710036554054	OK	 
USER	Buscar usuários	30	START	1710036554251	1710036554251
REQUEST	30		GET_usuarios	1710036554251	1710036554256	OK	 
USER	Buscar usuários	1	END	1710036551036	1710036554411
USER	Buscar usuários	31	START	1710036554450	1710036554450
REQUEST	31		GET_usuarios	1710036554451	1710036554454	OK	 
USER	Buscar usuários	2	END	1710036551250	1710036554511
USER	Buscar usuários	7	END	1710036552260	1710036554530
USER	Buscar produtos	35	START	1710036554551	1710036554551
REQUEST	35		GET_produtos	1710036554551	1710036554554	OK	 
USER	Buscar usuários	32	START	1710036554650	1710036554650
REQUEST	32		GET_usuarios	1710036554651	1710036554653	OK	 
USER	Buscar usuários	33	START	1710036554851	1710036554851
REQUEST	33		GET_usuarios	1710036554852	1710036554854	OK	 
USER	Buscar produtos	14	END	1710036551710	1710036554901
USER	Buscar usuários	34	START	1710036555051	1710036555051
USER	Buscar carrinhos	37	START	1710036555051	1710036555051
USER	Buscar produtos	36	START	1710036555051	1710036555051
REQUEST	36		GET_produtos	1710036555051	1710036555055	OK	 
REQUEST	34		GET_usuarios	1710036555051	1710036555055	OK	 
REQUEST	37		GET_carrinhos	1710036555051	1710036555057	OK	 
USER	Buscar usuários	5	END	1710036551850	1710036555070
USER	Buscar usuários	6	END	1710036552060	1710036555201
USER	Buscar usuários	38	START	1710036555251	1710036555251
REQUEST	38		GET_usuarios	1710036555251	1710036555254	OK	 
USER	Buscar produtos	43	START	1710036555381	1710036555381
REQUEST	43		GET_produtos	1710036555381	1710036555384	OK	 
USER	Buscar usuários	39	START	1710036555451	1710036555451
REQUEST	39		GET_usuarios	1710036555451	1710036555454	OK	 
USER	Buscar produtos	12	END	1710036551042	1710036555550
USER	Buscar usuários	40	START	1710036555650	1710036555650
REQUEST	40		GET_usuarios	1710036555651	1710036555654	OK	 
USER	Buscar produtos	44	START	1710036555711	1710036555711
REQUEST	44		GET_produtos	1710036555712	1710036555714	OK	 
USER	Buscar usuários	9	END	1710036552661	1710036555720
USER	Buscar usuários	11	END	1710036553061	1710036555731
USER	Buscar usuários	10	END	1710036552861	1710036555850
USER	Buscar usuários	41	START	1710036555850	1710036555850
REQUEST	41		GET_usuarios	1710036555851	1710036555853	OK	 
USER	Buscar carrinhos	18	END	1710036551043	1710036555941
USER	Buscar usuários	42	START	1710036556051	1710036556051
USER	Buscar produtos	45	START	1710036556051	1710036556051
USER	Buscar carrinhos	46	START	1710036556051	1710036556051
REQUEST	42		GET_usuarios	1710036556051	1710036556054	OK	 
REQUEST	45		GET_produtos	1710036556051	1710036556054	OK	 
REQUEST	46		GET_carrinhos	1710036556051	1710036556055	OK	 
USER	Buscar usuários	47	START	1710036556251	1710036556251
REQUEST	47		GET_usuarios	1710036556251	1710036556254	OK	 
USER	Buscar usuários	4	END	1710036551650	1710036556351
USER	Buscar usuários	48	START	1710036556450	1710036556450
REQUEST	48		GET_usuarios	1710036556451	1710036556455	OK	 
USER	Buscar produtos	52	START	1710036556551	1710036556551
REQUEST	52		GET_produtos	1710036556551	1710036556554	OK	 
USER	Buscar carrinhos	19	END	1710036552050	1710036556570
USER	Buscar usuários	49	START	1710036556650	1710036556650
REQUEST	49		GET_usuarios	1710036556651	1710036556654	OK	 
USER	Buscar usuários	31	END	1710036554450	1710036556821
USER	Buscar usuários	50	START	1710036556850	1710036556850
REQUEST	50		GET_usuarios	1710036556851	1710036556854	OK	 
USER	Buscar produtos	15	END	1710036552050	1710036556861
USER	Buscar produtos	53	START	1710036557051	1710036557051
USER	Buscar usuários	51	START	1710036557050	1710036557050
USER	Buscar carrinhos	54	START	1710036557051	1710036557051
USER	Buscar usuários	8	END	1710036552461	1710036557051
REQUEST	53		GET_produtos	1710036557051	1710036557053	OK	 
REQUEST	54		GET_carrinhos	1710036557051	1710036557054	OK	 
REQUEST	51		GET_usuarios	1710036557051	1710036557054	OK	 
USER	Buscar usuários	32	END	1710036554650	1710036557081
USER	Buscar produtos	13	END	1710036551380	1710036557220
USER	Buscar usuários	55	START	1710036557251	1710036557251
REQUEST	55		GET_usuarios	1710036557251	1710036557254	OK	 
USER	Buscar produtos	60	START	1710036557380	1710036557380
REQUEST	60		GET_produtos	1710036557380	1710036557383	OK	 
USER	Buscar usuários	56	START	1710036557450	1710036557450
REQUEST	56		GET_usuarios	1710036557450	1710036557453	OK	 
USER	Buscar produtos	17	END	1710036553050	1710036557601
USER	Buscar usuários	25	END	1710036554050	1710036557620
USER	Buscar usuários	22	END	1710036553451	1710036557650
USER	Buscar usuários	57	START	1710036557650	1710036557650
REQUEST	57		GET_usuarios	1710036557651	1710036557653	OK	 
USER	Buscar produtos	61	START	1710036557711	1710036557711
REQUEST	61		GET_produtos	1710036557711	1710036557714	OK	 
USER	Buscar usuários	58	START	1710036557850	1710036557850
REQUEST	58		GET_usuarios	1710036557851	1710036557853	OK	 
USER	Buscar usuários	21	END	1710036553250	1710036557941
USER	Buscar produtos	16	END	1710036552551	1710036557961
USER	Buscar usuários	59	START	1710036558051	1710036558051
USER	Buscar carrinhos	63	START	1710036558051	1710036558051
USER	Buscar produtos	62	START	1710036558051	1710036558051
REQUEST	62		GET_produtos	1710036558051	1710036558056	OK	 
REQUEST	59		GET_usuarios	1710036558051	1710036558056	OK	 
REQUEST	63		GET_carrinhos	1710036558051	1710036558057	OK	 
USER	Buscar carrinhos	20	END	1710036553050	1710036558060
USER	Buscar usuários	38	END	1710036555251	1710036558111
USER	Buscar usuários	42	END	1710036556051	1710036558140
USER	Buscar usuários	40	END	1710036555650	1710036558220
USER	Buscar usuários	64	START	1710036558251	1710036558251
REQUEST	64		GET_usuarios	1710036558252	1710036558255	OK	 
USER	Buscar usuários	23	END	1710036553650	1710036558320
USER	Buscar usuários	24	END	1710036553850	1710036558351
USER	Buscar usuários	30	END	1710036554251	1710036558421
USER	Buscar usuários	65	START	1710036558450	1710036558450
REQUEST	65		GET_usuarios	1710036558451	1710036558453	OK	 
USER	Buscar produtos	26	END	1710036553380	1710036558480
USER	Buscar produtos	69	START	1710036558550	1710036558550
REQUEST	69		GET_produtos	1710036558551	1710036558553	OK	 
USER	Buscar produtos	27	END	1710036553711	1710036558580
USER	Buscar usuários	66	START	1710036558650	1710036558650
REQUEST	66		GET_usuarios	1710036558650	1710036558652	OK	 
USER	Buscar usuários	47	END	1710036556251	1710036558731
USER	Buscar usuários	34	END	1710036555051	1710036558801
USER	Buscar usuários	67	START	1710036558850	1710036558850
REQUEST	67		GET_usuarios	1710036558851	1710036558853	OK	 
USER	Buscar carrinhos	71	START	1710036559051	1710036559051
USER	Buscar usuários	68	START	1710036559051	1710036559051
USER	Buscar produtos	70	START	1710036559051	1710036559051
REQUEST	71		GET_carrinhos	1710036559051	1710036559055	OK	 
REQUEST	68		GET_usuarios	1710036559051	1710036559055	OK	 
REQUEST	70		GET_produtos	1710036559051	1710036559055	OK	 
USER	Buscar usuários	33	END	1710036554851	1710036559070
USER	Buscar usuários	72	START	1710036559250	1710036559250
REQUEST	72		GET_usuarios	1710036559251	1710036559255	OK	 
USER	Buscar produtos	77	START	1710036559380	1710036559380
REQUEST	77		GET_produtos	1710036559381	1710036559384	OK	 
USER	Buscar usuários	73	START	1710036559450	1710036559450
REQUEST	73		GET_usuarios	1710036559451	1710036559453	OK	 
USER	Buscar usuários	41	END	1710036555850	1710036559481
USER	Buscar usuários	48	END	1710036556450	1710036559561
USER	Buscar usuários	56	END	1710036557450	1710036559620
USER	Buscar usuários	74	START	1710036559650	1710036559650
REQUEST	74		GET_usuarios	1710036559651	1710036559653	OK	 
USER	Buscar produtos	78	START	1710036559711	1710036559711
REQUEST	78		GET_produtos	1710036559711	1710036559714	OK	 
USER	Buscar produtos	28	END	1710036554050	1710036559721
USER	Buscar usuários	51	END	1710036557050	1710036559740
USER	Buscar usuários	39	END	1710036555451	1710036559841
USER	Buscar usuários	75	START	1710036559850	1710036559850
REQUEST	75		GET_usuarios	1710036559850	1710036559852	OK	 
USER	Buscar usuários	50	END	1710036556850	1710036559911
USER	Buscar produtos	52	END	1710036556551	1710036559970
USER	Buscar produtos	44	END	1710036555711	1710036560040
USER	Buscar produtos	79	START	1710036560050	1710036560050
USER	Buscar usuários	76	START	1710036560050	1710036560050
USER	Buscar carrinhos	80	START	1710036560050	1710036560050
REQUEST	76		GET_usuarios	1710036560051	1710036560053	OK	 
REQUEST	80		GET_carrinhos	1710036560051	1710036560054	OK	 
REQUEST	79		GET_produtos	1710036560051	1710036560054	OK	 
USER	Buscar produtos	36	END	1710036555051	1710036560090
USER	Buscar usuários	81	START	1710036560250	1710036560250
REQUEST	81		GET_usuarios	1710036560251	1710036560254	OK	 
USER	Buscar carrinhos	29	END	1710036554050	1710036560380
USER	Buscar usuários	82	START	1710036560451	1710036560451
REQUEST	82		GET_usuarios	1710036560452	1710036560454	OK	 
USER	Buscar produtos	35	END	1710036554551	1710036560490
USER	Buscar produtos	86	START	1710036560551	1710036560551
REQUEST	86		GET_produtos	1710036560551	1710036560554	OK	 
USER	Buscar usuários	83	START	1710036560651	1710036560651
REQUEST	83		GET_usuarios	1710036560651	1710036560654	OK	 
USER	Buscar usuários	49	END	1710036556650	1710036560781
USER	Buscar usuários	84	START	1710036560851	1710036560851
REQUEST	84		GET_usuarios	1710036560852	1710036560854	OK	 
USER	Buscar produtos	43	END	1710036555381	1710036560900
USER	Buscar produtos	61	END	1710036557711	1710036560941
USER	Buscar produtos	53	END	1710036557051	1710036560951
USER	Buscar usuários	58	END	1710036557850	1710036560991
USER	Buscar usuários	59	END	1710036558051	1710036561020
USER	Buscar carrinhos	88	START	1710036561050	1710036561050
USER	Buscar produtos	87	START	1710036561050	1710036561050
USER	Buscar usuários	85	START	1710036561050	1710036561050
REQUEST	88		GET_carrinhos	1710036561051	1710036561055	OK	 
REQUEST	87		GET_produtos	1710036561051	1710036561055	OK	 
REQUEST	85		GET_usuarios	1710036561051	1710036561056	OK	 
USER	Buscar carrinhos	46	END	1710036556051	1710036561091
USER	Buscar usuários	55	END	1710036557251	1710036561171
USER	Buscar carrinhos	37	END	1710036555051	1710036561221
USER	Buscar usuários	89	START	1710036561250	1710036561250
REQUEST	89		GET_usuarios	1710036561251	1710036561255	OK	 
USER	Buscar usuários	64	END	1710036558251	1710036561261
USER	Buscar produtos	94	START	1710036561381	1710036561381
REQUEST	94		GET_produtos	1710036561381	1710036561384	OK	 
USER	Buscar usuários	90	START	1710036561450	1710036561450
REQUEST	90		GET_usuarios	1710036561451	1710036561454	OK	 
USER	Buscar usuários	91	START	1710036561650	1710036561650
REQUEST	91		GET_usuarios	1710036561651	1710036561653	OK	 
USER	Buscar produtos	95	START	1710036561711	1710036561711
REQUEST	95		GET_produtos	1710036561711	1710036561714	OK	 
USER	Buscar usuários	57	END	1710036557650	1710036561821
USER	Buscar usuários	92	START	1710036561851	1710036561851
REQUEST	92		GET_usuarios	1710036561851	1710036561854	OK	 
USER	Buscar produtos	45	END	1710036556051	1710036561920
USER	Buscar usuários	67	END	1710036558850	1710036561990
USER	Buscar carrinhos	97	START	1710036562051	1710036562051
USER	Buscar produtos	96	START	1710036562051	1710036562051
USER	Buscar usuários	93	START	1710036562051	1710036562051
REQUEST	96		GET_produtos	1710036562051	1710036562054	OK	 
REQUEST	97		GET_carrinhos	1710036562051	1710036562055	OK	 
REQUEST	93		GET_usuarios	1710036562051	1710036562056	OK	 
USER	Buscar usuários	73	END	1710036559450	1710036562060
USER	Buscar usuários	72	END	1710036559250	1710036562220
USER	Buscar usuários	98	START	1710036562251	1710036562251
REQUEST	98		GET_usuarios	1710036562252	1710036562254	OK	 
USER	Buscar produtos	60	END	1710036557380	1710036562411
USER	Buscar carrinhos	54	END	1710036557051	1710036562430
USER	Buscar usuários	99	START	1710036562450	1710036562450
REQUEST	99		GET_usuarios	1710036562451	1710036562455	OK	 
USER	Buscar usuários	74	END	1710036559650	1710036562510
USER	Buscar produtos	70	END	1710036559051	1710036562521
USER	Buscar produtos	103	START	1710036562550	1710036562550
REQUEST	103		GET_produtos	1710036562551	1710036562555	OK	 
USER	Buscar usuários	100	START	1710036562651	1710036562651
REQUEST	100		GET_usuarios	1710036562651	1710036562654	OK	 
USER	Buscar usuários	101	START	1710036562850	1710036562850
REQUEST	101		GET_usuarios	1710036562851	1710036562853	OK	 
USER	Buscar usuários	81	END	1710036560250	1710036562871
USER	Buscar produtos	77	END	1710036559380	1710036562930
USER	Buscar usuários	68	END	1710036559051	1710036562951
USER	Buscar produtos	69	END	1710036558550	1710036563040
USER	Buscar carrinhos	105	START	1710036563050	1710036563050
USER	Buscar produtos	104	START	1710036563050	1710036563050
USER	Buscar usuários	102	START	1710036563050	1710036563050
REQUEST	102		GET_usuarios	1710036563051	1710036563053	OK	 
REQUEST	105		GET_carrinhos	1710036563051	1710036563054	OK	 
REQUEST	104		GET_produtos	1710036563051	1710036563054	OK	 
USER	Buscar carrinhos	63	END	1710036558051	1710036563151
USER	Buscar usuários	65	END	1710036558450	1710036563251
USER	Buscar usuários	106	START	1710036563251	1710036563251
REQUEST	106		GET_usuarios	1710036563252	1710036563254	OK	 
USER	Buscar usuários	66	END	1710036558650	1710036563301
USER	Buscar produtos	62	END	1710036558051	1710036563340
USER	Buscar produtos	111	START	1710036563380	1710036563380
REQUEST	111		GET_produtos	1710036563380	1710036563383	OK	 
USER	Buscar usuários	107	START	1710036563450	1710036563450
REQUEST	107		GET_usuarios	1710036563451	1710036563454	OK	 
USER	Buscar usuários	108	START	1710036563651	1710036563651
REQUEST	108		GET_usuarios	1710036563652	1710036563654	OK	 
USER	Buscar produtos	112	START	1710036563711	1710036563711
REQUEST	112		GET_produtos	1710036563711	1710036563713	OK	 
USER	Buscar usuários	109	START	1710036563851	1710036563851
REQUEST	109		GET_usuarios	1710036563851	1710036563854	OK	 
USER	Buscar usuários	75	END	1710036559850	1710036563910
USER	Buscar usuários	110	START	1710036564050	1710036564050
USER	Buscar produtos	113	START	1710036564050	1710036564050
USER	Buscar carrinhos	114	START	1710036564050	1710036564050
REQUEST	113		GET_produtos	1710036564051	1710036564055	OK	 
REQUEST	114		GET_carrinhos	1710036564051	1710036564055	OK	 
REQUEST	110		GET_usuarios	1710036564051	1710036564055	OK	 
USER	Buscar usuários	82	END	1710036560451	1710036564060
USER	Buscar usuários	84	END	1710036560851	1710036564081
USER	Buscar usuários	85	END	1710036561050	1710036564090
USER	Buscar produtos	87	END	1710036561050	1710036564140
USER	Buscar usuários	90	END	1710036561450	1710036564140
USER	Buscar usuários	115	START	1710036564251	1710036564251
REQUEST	115		GET_usuarios	1710036564252	1710036564254	OK	 
USER	Buscar usuários	93	END	1710036562051	1710036564350
USER	Buscar usuários	116	START	1710036564451	1710036564451
REQUEST	116		GET_usuarios	1710036564451	1710036564454	OK	 
USER	Buscar produtos	79	END	1710036560050	1710036564521
USER	Buscar produtos	120	START	1710036564550	1710036564550
REQUEST	120		GET_produtos	1710036564551	1710036564554	OK	 
USER	Buscar usuários	117	START	1710036564650	1710036564650
REQUEST	117		GET_usuarios	1710036564651	1710036564654	OK	 
USER	Buscar usuários	118	START	1710036564850	1710036564850
REQUEST	118		GET_usuarios	1710036564850	1710036564856	OK	 
USER	Buscar usuários	76	END	1710036560050	1710036564971
USER	Buscar produtos	94	END	1710036561381	1710036565041
USER	Buscar usuários	119	START	1710036565051	1710036565051
USER	Buscar carrinhos	122	START	1710036565051	1710036565051
USER	Buscar produtos	121	START	1710036565051	1710036565051
REQUEST	121		GET_produtos	1710036565052	1710036565055	OK	 
REQUEST	119		GET_usuarios	1710036565052	1710036565055	OK	 
REQUEST	122		GET_carrinhos	1710036565052	1710036565056	OK	 
USER	Buscar usuários	83	END	1710036560651	1710036565230
USER	Buscar usuários	123	START	1710036565251	1710036565251
REQUEST	123		GET_usuarios	1710036565251	1710036565255	OK	 
USER	Buscar carrinhos	80	END	1710036560050	1710036565281
USER	Buscar usuários	92	END	1710036561851	1710036565292
USER	Buscar usuários	89	END	1710036561250	1710036565381
USER	Buscar carrinhos	71	END	1710036559051	1710036565381
USER	Buscar produtos	128	START	1710036565381	1710036565381
REQUEST	128		GET_produtos	1710036565382	1710036565384	OK	 
USER	Buscar usuários	124	START	1710036565451	1710036565451
REQUEST	124		GET_usuarios	1710036565451	1710036565454	OK	 
USER	Buscar produtos	78	END	1710036559711	1710036565571
USER	Buscar usuários	125	START	1710036565650	1710036565650
REQUEST	125		GET_usuarios	1710036565651	1710036565654	OK	 
USER	Buscar produtos	129	START	1710036565711	1710036565711
REQUEST	129		GET_produtos	1710036565712	1710036565714	OK	 
USER	Buscar produtos	95	END	1710036561711	1710036565761
USER	Buscar usuários	126	START	1710036565851	1710036565851
REQUEST	126		GET_usuarios	1710036565852	1710036565854	OK	 
USER	Buscar carrinhos	88	END	1710036561050	1710036565900
USER	Buscar usuários	91	END	1710036561650	1710036565940
USER	Buscar produtos	103	END	1710036562550	1710036565961
USER	Buscar produtos	130	START	1710036566050	1710036566050
USER	Buscar carrinhos	131	START	1710036566050	1710036566050
USER	Buscar usuários	127	START	1710036566050	1710036566050
REQUEST	127		GET_usuarios	1710036566050	1710036566055	OK	 
REQUEST	130		GET_produtos	1710036566050	1710036566055	OK	 
REQUEST	131		GET_carrinhos	1710036566050	1710036566056	OK	 
USER	Buscar usuários	132	START	1710036566251	1710036566251
REQUEST	132		GET_usuarios	1710036566251	1710036566254	OK	 
USER	Buscar produtos	86	END	1710036560551	1710036566360
USER	Buscar carrinhos	97	END	1710036562051	1710036566440
USER	Buscar usuários	133	START	1710036566450	1710036566450
REQUEST	133		GET_usuarios	1710036566451	1710036566453	OK	 
USER	Buscar produtos	137	START	1710036566551	1710036566551
REQUEST	137		GET_produtos	1710036566551	1710036566553	OK	 
USER	Buscar usuários	99	END	1710036562450	1710036566650
USER	Buscar usuários	134	START	1710036566650	1710036566650
REQUEST	134		GET_usuarios	1710036566651	1710036566653	OK	 
USER	Buscar usuários	98	END	1710036562251	1710036566690
USER	Buscar usuários	100	END	1710036562651	1710036566750
USER	Buscar usuários	115	END	1710036564251	1710036566830
USER	Buscar usuários	135	START	1710036566850	1710036566850
REQUEST	135		GET_usuarios	1710036566851	1710036566853	OK	 
USER	Buscar usuários	136	START	1710036567050	1710036567050
USER	Buscar carrinhos	139	START	1710036567050	1710036567050
USER	Buscar produtos	138	START	1710036567050	1710036567050
REQUEST	139		GET_carrinhos	1710036567051	1710036567053	OK	 
REQUEST	136		GET_usuarios	1710036567050	1710036567053	OK	 
REQUEST	138		GET_produtos	1710036567051	1710036567054	OK	 
USER	Buscar usuários	109	END	1710036563851	1710036567110
USER	Buscar produtos	111	END	1710036563380	1710036567221
USER	Buscar usuários	140	START	1710036567251	1710036567251
REQUEST	140		GET_usuarios	1710036567251	1710036567253	OK	 
USER	Buscar usuários	107	END	1710036563450	1710036567281
USER	Buscar usuários	110	END	1710036564050	1710036567331
USER	Buscar produtos	145	START	1710036567381	1710036567381
REQUEST	145		GET_produtos	1710036567381	1710036567384	OK	 
USER	Buscar usuários	101	END	1710036562850	1710036567430
USER	Buscar usuários	141	START	1710036567451	1710036567451
REQUEST	141		GET_usuarios	1710036567451	1710036567453	OK	 
USER	Buscar usuários	106	END	1710036563251	1710036567470
USER	Buscar usuários	119	END	1710036565051	1710036567621
USER	Buscar usuários	142	START	1710036567650	1710036567650
REQUEST	142		GET_usuarios	1710036567651	1710036567654	OK	 
USER	Buscar produtos	146	START	1710036567710	1710036567710
REQUEST	146		GET_produtos	1710036567711	1710036567713	OK	 
USER	Buscar usuários	143	START	1710036567851	1710036567851
REQUEST	143		GET_usuarios	1710036567851	1710036567853	OK	 
USER	Buscar usuários	124	END	1710036565451	1710036567970
USER	Buscar produtos	104	END	1710036563050	1710036567980
USER	Buscar usuários	102	END	1710036563050	1710036567991
USER	Buscar usuários	144	START	1710036568050	1710036568050
USER	Buscar carrinhos	148	START	1710036568050	1710036568050
USER	Buscar produtos	147	START	1710036568050	1710036568050
REQUEST	147		GET_produtos	1710036568051	1710036568054	OK	 
REQUEST	144		GET_usuarios	1710036568051	1710036568054	OK	 
REQUEST	148		GET_carrinhos	1710036568051	1710036568054	OK	 
USER	Buscar produtos	96	END	1710036562051	1710036568061
USER	Buscar usuários	108	END	1710036563651	1710036568071
USER	Buscar usuários	126	END	1710036565851	1710036568200
USER	Buscar usuários	149	START	1710036568250	1710036568250
REQUEST	149		GET_usuarios	1710036568251	1710036568253	OK	 
USER	Buscar carrinhos	114	END	1710036564050	1710036568421
USER	Buscar produtos	121	END	1710036565051	1710036568421
USER	Buscar usuários	150	START	1710036568450	1710036568450
REQUEST	150		GET_usuarios	1710036568450	1710036568453	OK	 
USER	Buscar usuários	123	END	1710036565251	1710036568490
USER	Buscar produtos	154	START	1710036568550	1710036568550
REQUEST	154		GET_produtos	1710036568551	1710036568553	OK	 
USER	Buscar usuários	151	START	1710036568651	1710036568651
REQUEST	151		GET_usuarios	1710036568651	1710036568653	OK	 
USER	Buscar usuários	152	START	1710036568850	1710036568850
REQUEST	152		GET_usuarios	1710036568851	1710036568853	OK	 
USER	Buscar carrinhos	105	END	1710036563050	1710036568890
USER	Buscar usuários	116	END	1710036564451	1710036568961
USER	Buscar produtos	113	END	1710036564050	1710036569020
USER	Buscar carrinhos	156	START	1710036569051	1710036569051
USER	Buscar usuários	153	START	1710036569051	1710036569051
USER	Buscar produtos	155	START	1710036569051	1710036569051
REQUEST	155		GET_produtos	1710036569052	1710036569055	OK	 
REQUEST	156		GET_carrinhos	1710036569052	1710036569055	OK	 
REQUEST	153		GET_usuarios	1710036569052	1710036569056	OK	 
USER	Buscar usuários	118	END	1710036564850	1710036569191
USER	Buscar usuários	157	START	1710036569250	1710036569250
REQUEST	157		GET_usuarios	1710036569251	1710036569253	OK	 
USER	Buscar produtos	112	END	1710036563711	1710036569320
USER	Buscar produtos	120	END	1710036564550	1710036569370
USER	Buscar usuários	117	END	1710036564650	1710036569381
USER	Buscar produtos	162	START	1710036569380	1710036569380
REQUEST	162		GET_produtos	1710036569381	1710036569383	OK	 
USER	Buscar usuários	158	START	1710036569450	1710036569450
REQUEST	158		GET_usuarios	1710036569451	1710036569454	OK	 
USER	Buscar usuários	136	END	1710036567050	1710036569531
USER	Buscar usuários	127	END	1710036566050	1710036569560
USER	Buscar usuários	159	START	1710036569651	1710036569651
REQUEST	159		GET_usuarios	1710036569651	1710036569653	OK	 
USER	Buscar produtos	163	START	1710036569710	1710036569710
REQUEST	163		GET_produtos	1710036569710	1710036569713	OK	 
USER	Buscar produtos	129	END	1710036565711	1710036569731
USER	Buscar usuários	141	END	1710036567451	1710036569740
USER	Buscar produtos	137	END	1710036566551	1710036569800
USER	Buscar usuários	160	START	1710036569851	1710036569851
REQUEST	160		GET_usuarios	1710036569851	1710036569853	OK	 
USER	Buscar usuários	132	END	1710036566251	1710036569870
USER	Buscar usuários	161	START	1710036570051	1710036570051
USER	Buscar produtos	164	START	1710036570051	1710036570051
USER	Buscar carrinhos	165	START	1710036570051	1710036570051
USER	Buscar usuários	143	END	1710036567851	1710036570051
REQUEST	164		GET_produtos	1710036570051	1710036570054	OK	 
REQUEST	165		GET_carrinhos	1710036570051	1710036570054	OK	 
REQUEST	161		GET_usuarios	1710036570051	1710036570055	OK	 
USER	Buscar usuários	166	START	1710036570251	1710036570251
REQUEST	166		GET_usuarios	1710036570251	1710036570253	OK	 
USER	Buscar usuários	125	END	1710036565650	1710036570320
USER	Buscar usuários	167	START	1710036570450	1710036570450
REQUEST	167		GET_usuarios	1710036570451	1710036570453	OK	 
USER	Buscar produtos	170	START	1710036570551	1710036570551
REQUEST	170		GET_produtos	1710036570551	1710036570554	OK	 
USER	Buscar carrinhos	122	END	1710036565051	1710036570591
USER	Buscar produtos	138	END	1710036567050	1710036570610
USER	Buscar usuários	168	START	1710036570650	1710036570650
REQUEST	168		GET_usuarios	1710036570651	1710036570652	OK	 
