ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710118642459	 	3.2.1
REQUEST	52		GET_produtos	1710118646408	1710118646413	OK	 
USER	Buscar produtos	53	START	1710118646507	1710118646507
REQUEST	53		GET_produtos	1710118646508	1710118646513	OK	 
USER	Buscar produtos	3	END	1710118643416	1710118646547
USER	Buscar produtos	54	START	1710118646606	1710118646606
REQUEST	54		GET_produtos	1710118646608	1710118646611	OK	 
USER	Buscar produtos	55	START	1710118646706	1710118646706
REQUEST	55		GET_produtos	1710118646707	1710118646710	OK	 
USER	Buscar produtos	56	START	1710118646805	1710118646805
REQUEST	56		GET_produtos	1710118646806	1710118646808	OK	 
USER	Buscar produtos	1	END	1710118643206	1710118646856
USER	Buscar produtos	57	START	1710118646906	1710118646906
REQUEST	57		GET_produtos	1710118646906	1710118646909	OK	 
USER	Buscar produtos	58	START	1710118647006	1710118647006
REQUEST	58		GET_produtos	1710118647008	1710118647013	OK	 
USER	Buscar produtos	59	START	1710118647106	1710118647106
REQUEST	59		GET_produtos	1710118647107	1710118647109	OK	 
USER	Buscar usuários	42	START	1710118647207	1710118647207
USER	Buscar usuários	41	START	1710118647207	1710118647207
USER	Buscar usuários	43	START	1710118647207	1710118647207
USER	Buscar usuários	45	START	1710118647209	1710118647209
USER	Buscar usuários	44	START	1710118647208	1710118647208
USER	Buscar produtos	60	START	1710118647210	1710118647210
USER	Buscar usuários	49	START	1710118647210	1710118647210
USER	Criar Usuário	62	START	1710118647210	1710118647210
USER	Buscar usuários	50	START	1710118647210	1710118647210
USER	Buscar usuários	48	START	1710118647211	1710118647211
USER	Buscar usuários	47	START	1710118647212	1710118647212
USER	Buscar usuários	46	START	1710118647212	1710118647212
USER	Buscar carrinhos	61	START	1710118647210	1710118647210
USER	Buscar usuários	40	START	1710118647207	1710118647207
REQUEST	42		GET_usuarios	1710118647208	1710118647223	OK	 
REQUEST	60		GET_produtos	1710118647211	1710118647223	OK	 
REQUEST	61		GET_carrinhos	1710118647211	1710118647224	OK	 
REQUEST	41		GET_usuarios	1710118647208	1710118647225	OK	 
REQUEST	40		GET_usuarios	1710118647208	1710118647226	OK	 
REQUEST	43		GET_usuarios	1710118647208	1710118647228	OK	 
REQUEST	44		GET_usuarios	1710118647209	1710118647228	OK	 
REQUEST	49		GET_usuarios	1710118647211	1710118647230	OK	 
REQUEST	45		GET_usuarios	1710118647210	1710118647230	OK	 
REQUEST	50		GET_usuarios	1710118647211	1710118647230	OK	 
REQUEST	47		GET_usuarios	1710118647212	1710118647231	OK	 
REQUEST	48		GET_usuarios	1710118647212	1710118647232	OK	 
REQUEST	46		GET_usuarios	1710118647212	1710118647233	OK	 
REQUEST	62		POST_Usuario	1710118647211	1710118647234	OK	 
USER	Criar Usuário	62	END	1710118647210	1710118647235
USER	Buscar produtos	65	START	1710118647306	1710118647306
REQUEST	65		GET_produtos	1710118647307	1710118647313	OK	 
USER	Buscar produtos	66	START	1710118647407	1710118647407
REQUEST	66		GET_produtos	1710118647408	1710118647412	OK	 
USER	Buscar produtos	67	START	1710118647507	1710118647507
REQUEST	67		GET_produtos	1710118647508	1710118647514	OK	 
USER	Buscar produtos	68	START	1710118647606	1710118647606
REQUEST	68		GET_produtos	1710118647607	1710118647610	OK	 
USER	Buscar produtos	5	END	1710118643616	1710118647636
USER	Buscar produtos	10	END	1710118644117	1710118647666
USER	Buscar usuários	63	START	1710118647706	1710118647706
USER	Buscar produtos	69	START	1710118647706	1710118647706
REQUEST	69		GET_produtos	1710118647707	1710118647712	OK	 
REQUEST	63		GET_usuarios	1710118647707	1710118647713	OK	 
USER	Buscar produtos	6	END	1710118643716	1710118647736
USER	Buscar produtos	70	START	1710118647806	1710118647806
REQUEST	70		GET_produtos	1710118647806	1710118647812	OK	 
USER	Buscar produtos	71	START	1710118647906	1710118647906
REQUEST	71		GET_produtos	1710118647906	1710118647909	OK	 
USER	Buscar produtos	72	START	1710118648006	1710118648006
REQUEST	72		GET_produtos	1710118648006	1710118648011	OK	 
USER	Buscar produtos	73	START	1710118648106	1710118648106
REQUEST	73		GET_produtos	1710118648107	1710118648111	OK	 
USER	Buscar produtos	9	END	1710118644016	1710118648167
USER	Criar Usuário	76	START	1710118648205	1710118648205
USER	Buscar produtos	74	START	1710118648205	1710118648205
USER	Buscar usuários	64	START	1710118648205	1710118648205
USER	Buscar carrinhos	75	START	1710118648205	1710118648205
REQUEST	74		GET_produtos	1710118648206	1710118648213	OK	 
REQUEST	75		GET_carrinhos	1710118648206	1710118648213	OK	 
REQUEST	64		GET_usuarios	1710118648206	1710118648215	OK	 
REQUEST	76		POST_Usuario	1710118648206	1710118648216	OK	 
USER	Criar Usuário	76	END	1710118648205	1710118648218
USER	Buscar produtos	79	START	1710118648306	1710118648306
REQUEST	79		GET_produtos	1710118648307	1710118648310	OK	 
USER	Buscar produtos	13	END	1710118644416	1710118648316
USER	Buscar produtos	80	START	1710118648406	1710118648406
REQUEST	80		GET_produtos	1710118648407	1710118648414	OK	 
USER	Buscar produtos	4	END	1710118643516	1710118648426
USER	Buscar produtos	2	END	1710118643316	1710118648476
USER	Buscar produtos	81	START	1710118648506	1710118648506
REQUEST	81		GET_produtos	1710118648507	1710118648512	OK	 
USER	Buscar produtos	16	END	1710118644716	1710118648567
USER	Buscar produtos	82	START	1710118648607	1710118648607
REQUEST	82		GET_produtos	1710118648608	1710118648613	OK	 
USER	Buscar usuários	77	START	1710118648706	1710118648706
USER	Buscar produtos	83	START	1710118648706	1710118648706
REQUEST	83		GET_produtos	1710118648707	1710118648713	OK	 
REQUEST	77		GET_usuarios	1710118648707	1710118648713	OK	 
USER	Buscar produtos	21	END	1710118645216	1710118648776
USER	Buscar produtos	84	START	1710118648806	1710118648806
REQUEST	84		GET_produtos	1710118648808	1710118648813	OK	 
USER	Buscar produtos	85	START	1710118648906	1710118648906
REQUEST	85		GET_produtos	1710118648906	1710118648909	OK	 
USER	Buscar produtos	86	START	1710118649006	1710118649006
REQUEST	86		GET_produtos	1710118649008	1710118649013	OK	 
USER	Buscar produtos	87	START	1710118649106	1710118649106
REQUEST	87		GET_produtos	1710118649107	1710118649113	OK	 
USER	Buscar carrinhos	23	END	1710118644206	1710118649157
USER	Buscar usuários	78	START	1710118649206	1710118649206
USER	Buscar carrinhos	89	START	1710118649206	1710118649206
USER	Buscar produtos	88	START	1710118649206	1710118649206
USER	Criar Usuário	90	START	1710118649206	1710118649206
REQUEST	89		GET_carrinhos	1710118649207	1710118649212	OK	 
REQUEST	78		GET_usuarios	1710118649207	1710118649213	OK	 
REQUEST	88		GET_produtos	1710118649207	1710118649213	OK	 
REQUEST	90		POST_Usuario	1710118649207	1710118649214	OK	 
USER	Criar Usuário	90	END	1710118649206	1710118649214
USER	Buscar produtos	30	END	1710118645506	1710118649216
USER	Buscar produtos	93	START	1710118649307	1710118649307
REQUEST	93		GET_produtos	1710118649308	1710118649313	OK	 
USER	Buscar produtos	94	START	1710118649405	1710118649405
REQUEST	94		GET_produtos	1710118649406	1710118649408	OK	 
USER	Buscar produtos	18	END	1710118644916	1710118649466
USER	Buscar produtos	7	END	1710118643816	1710118649466
USER	Buscar produtos	95	START	1710118649505	1710118649505
REQUEST	95		GET_produtos	1710118649506	1710118649509	OK	 
USER	Buscar carrinhos	24	END	1710118645207	1710118649516
USER	Buscar produtos	35	END	1710118646006	1710118649597
USER	Buscar produtos	96	START	1710118649606	1710118649606
REQUEST	96		GET_produtos	1710118649606	1710118649609	OK	 
USER	Buscar produtos	11	END	1710118644216	1710118649687
USER	Buscar produtos	29	END	1710118645406	1710118649687
USER	Buscar usuários	91	START	1710118649705	1710118649705
USER	Buscar produtos	97	START	1710118649705	1710118649705
REQUEST	97		GET_produtos	1710118649706	1710118649710	OK	 
REQUEST	91		GET_usuarios	1710118649706	1710118649710	OK	 
USER	Buscar produtos	37	END	1710118646207	1710118649766
USER	Buscar produtos	98	START	1710118649806	1710118649806
REQUEST	98		GET_produtos	1710118649807	1710118649812	OK	 
USER	Buscar usuários	42	END	1710118647207	1710118649837
USER	Buscar produtos	12	END	1710118644316	1710118649876
USER	Buscar produtos	36	END	1710118646106	1710118649886
USER	Buscar produtos	15	END	1710118644616	1710118649907
USER	Buscar produtos	99	START	1710118649906	1710118649906
REQUEST	99		GET_produtos	1710118649907	1710118649910	OK	 
USER	Buscar produtos	8	END	1710118643916	1710118649926
USER	Buscar carrinhos	22	END	1710118643213	1710118649936
USER	Buscar produtos	32	END	1710118645706	1710118649966
USER	Buscar produtos	100	START	1710118650006	1710118650006
REQUEST	100		GET_produtos	1710118650006	1710118650009	OK	 
USER	Buscar usuários	43	END	1710118647207	1710118650086
USER	Buscar produtos	101	START	1710118650106	1710118650106
REQUEST	101		GET_produtos	1710118650107	1710118650110	OK	 
USER	Buscar produtos	34	END	1710118645906	1710118650166
USER	Buscar usuários	92	START	1710118650206	1710118650206
USER	Buscar produtos	102	START	1710118650206	1710118650206
USER	Buscar carrinhos	103	START	1710118650206	1710118650206
USER	Criar Usuário	104	START	1710118650206	1710118650206
REQUEST	102		GET_produtos	1710118650207	1710118650210	OK	 
REQUEST	92		GET_usuarios	1710118650207	1710118650211	OK	 
REQUEST	103		GET_carrinhos	1710118650207	1710118650211	OK	 
REQUEST	104		POST_Usuario	1710118650207	1710118650213	OK	 
USER	Criar Usuário	104	END	1710118650206	1710118650214
USER	Buscar produtos	59	END	1710118647106	1710118650226
USER	Buscar produtos	19	END	1710118645017	1710118650246
USER	Buscar usuários	63	END	1710118647706	1710118650255
USER	Buscar produtos	14	END	1710118644516	1710118650296
USER	Buscar produtos	107	START	1710118650306	1710118650306
REQUEST	107		GET_produtos	1710118650306	1710118650308	OK	 
USER	Buscar usuários	50	END	1710118647210	1710118650386
USER	Buscar produtos	108	START	1710118650406	1710118650406
REQUEST	108		GET_produtos	1710118650407	1710118650410	OK	 
USER	Buscar produtos	20	END	1710118645117	1710118650465
USER	Buscar produtos	57	END	1710118646906	1710118650507
USER	Buscar produtos	109	START	1710118650506	1710118650506
REQUEST	109		GET_produtos	1710118650507	1710118650509	OK	 
USER	Buscar produtos	110	START	1710118650606	1710118650606
REQUEST	110		GET_produtos	1710118650607	1710118650610	OK	 
USER	Buscar produtos	67	END	1710118647507	1710118650666
USER	Buscar produtos	28	END	1710118645306	1710118650685
USER	Buscar produtos	17	END	1710118644816	1710118650696
USER	Buscar produtos	111	START	1710118650706	1710118650706
USER	Buscar usuários	105	START	1710118650706	1710118650706
REQUEST	111		GET_produtos	1710118650706	1710118650709	OK	 
REQUEST	105		GET_usuarios	1710118650706	1710118650709	OK	 
USER	Buscar carrinhos	38	END	1710118646207	1710118650755
USER	Buscar produtos	33	END	1710118645806	1710118650776
USER	Buscar produtos	112	START	1710118650806	1710118650806
REQUEST	112		GET_produtos	1710118650807	1710118650809	OK	 
USER	Buscar produtos	31	END	1710118645607	1710118650867
USER	Buscar produtos	113	START	1710118650907	1710118650907
REQUEST	113		GET_produtos	1710118650908	1710118650913	OK	 
USER	Buscar usuários	64	END	1710118648205	1710118650966
USER	Buscar usuários	44	END	1710118647208	1710118650986
USER	Buscar produtos	114	START	1710118651006	1710118651006
REQUEST	114		GET_produtos	1710118651006	1710118651011	OK	 
USER	Buscar produtos	70	END	1710118647806	1710118651056
USER	Buscar usuários	41	END	1710118647207	1710118651106
USER	Buscar produtos	115	START	1710118651106	1710118651106
REQUEST	115		GET_produtos	1710118651106	1710118651108	OK	 
USER	Buscar produtos	71	END	1710118647906	1710118651146
USER	Buscar usuários	49	END	1710118647210	1710118651206
USER	Buscar produtos	116	START	1710118651206	1710118651206
USER	Buscar usuários	106	START	1710118651206	1710118651206
USER	Buscar carrinhos	117	START	1710118651206	1710118651206
USER	Criar Usuário	118	START	1710118651206	1710118651206
REQUEST	116		GET_produtos	1710118651207	1710118651213	OK	 
REQUEST	106		GET_usuarios	1710118651208	1710118651214	OK	 
REQUEST	117		GET_carrinhos	1710118651208	1710118651214	OK	 
USER	Buscar produtos	65	END	1710118647306	1710118651216
USER	Buscar usuários	47	END	1710118647212	1710118651216
REQUEST	118		POST_Usuario	1710118651208	1710118651217	OK	 
USER	Criar Usuário	118	END	1710118651206	1710118651218
USER	Buscar produtos	72	END	1710118648006	1710118651307
USER	Buscar produtos	121	START	1710118651307	1710118651307
REQUEST	121		GET_produtos	1710118651308	1710118651312	OK	 
USER	Buscar produtos	68	END	1710118647606	1710118651387
USER	Buscar produtos	122	START	1710118651406	1710118651406
REQUEST	122		GET_produtos	1710118651407	1710118651411	OK	 
USER	Buscar usuários	48	END	1710118647211	1710118651466
USER	Buscar produtos	123	START	1710118651506	1710118651506
REQUEST	123		GET_produtos	1710118651507	1710118651512	OK	 
USER	Buscar produtos	58	END	1710118647006	1710118651537
USER	Buscar produtos	124	START	1710118651605	1710118651605
REQUEST	124		GET_produtos	1710118651606	1710118651608	OK	 
USER	Buscar produtos	51	END	1710118646306	1710118651626
USER	Buscar usuários	78	END	1710118649206	1710118651656
USER	Buscar carrinhos	61	END	1710118647210	1710118651696
USER	Buscar usuários	119	START	1710118651706	1710118651706
USER	Buscar produtos	125	START	1710118651706	1710118651706
REQUEST	125		GET_produtos	1710118651706	1710118651709	OK	 
REQUEST	119		GET_usuarios	1710118651706	1710118651710	OK	 
USER	Buscar usuários	46	END	1710118647212	1710118651725
USER	Buscar produtos	79	END	1710118648306	1710118651736
USER	Buscar produtos	126	START	1710118651806	1710118651806
REQUEST	126		GET_produtos	1710118651808	1710118651812	OK	 
USER	Buscar produtos	60	END	1710118647210	1710118651876
USER	Buscar usuários	45	END	1710118647209	1710118651876
USER	Buscar produtos	127	START	1710118651907	1710118651907
REQUEST	127		GET_produtos	1710118651908	1710118651913	OK	 
USER	Buscar produtos	52	END	1710118646406	1710118651916
USER	Buscar produtos	54	END	1710118646606	1710118651956
USER	Buscar produtos	83	END	1710118648706	1710118651996
USER	Buscar produtos	128	START	1710118652006	1710118652006
REQUEST	128		GET_produtos	1710118652006	1710118652009	OK	 
USER	Buscar produtos	56	END	1710118646805	1710118652026
USER	Buscar produtos	55	END	1710118646706	1710118652036
USER	Buscar produtos	53	END	1710118646507	1710118652087
USER	Buscar produtos	129	START	1710118652106	1710118652106
REQUEST	129		GET_produtos	1710118652107	1710118652112	OK	 
USER	Buscar usuários	91	END	1710118649705	1710118652207
USER	Buscar usuários	120	START	1710118652207	1710118652207
USER	Buscar produtos	130	START	1710118652207	1710118652207
USER	Criar Usuário	132	START	1710118652207	1710118652207
USER	Buscar carrinhos	131	START	1710118652208	1710118652208
REQUEST	130		GET_produtos	1710118652208	1710118652213	OK	 
REQUEST	132		POST_Usuario	1710118652209	1710118652213	KO	status.find.is(201), but actually found 400
REQUEST	120		GET_usuarios	1710118652208	1710118652214	OK	 
USER	Criar Usuário	132	END	1710118652207	1710118652214
REQUEST	131		GET_carrinhos	1710118652209	1710118652214	OK	 
USER	Buscar usuários	40	END	1710118647207	1710118652236
USER	Buscar usuários	133	START	1710118652255	1710118652255
REQUEST	133		GET_usuarios	1710118652257	1710118652260	OK	 
USER	Buscar produtos	66	END	1710118647407	1710118652266
USER	Buscar produtos	74	END	1710118648205	1710118652306
USER	Buscar usuários	134	START	1710118652306	1710118652306
USER	Buscar produtos	153	START	1710118652306	1710118652306
REQUEST	153		GET_produtos	1710118652307	1710118652310	OK	 
REQUEST	134		GET_usuarios	1710118652307	1710118652310	OK	 
USER	Buscar usuários	135	START	1710118652356	1710118652356
REQUEST	135		GET_usuarios	1710118652357	1710118652361	OK	 
USER	Buscar produtos	154	START	1710118652407	1710118652407
USER	Buscar usuários	136	START	1710118652407	1710118652407
REQUEST	136		GET_usuarios	1710118652407	1710118652411	OK	 
REQUEST	154		GET_produtos	1710118652407	1710118652412	OK	 
USER	Buscar usuários	137	START	1710118652457	1710118652457
REQUEST	137		GET_usuarios	1710118652458	1710118652463	OK	 
USER	Buscar usuários	138	START	1710118652507	1710118652507
USER	Buscar produtos	155	START	1710118652507	1710118652507
REQUEST	138		GET_usuarios	1710118652508	1710118652513	OK	 
REQUEST	155		GET_produtos	1710118652508	1710118652513	OK	 
USER	Buscar produtos	93	END	1710118649307	1710118652557
USER	Buscar usuários	139	START	1710118652556	1710118652556
REQUEST	139		GET_usuarios	1710118652558	1710118652561	OK	 
USER	Buscar usuários	140	START	1710118652606	1710118652606
USER	Buscar produtos	156	START	1710118652606	1710118652606
REQUEST	156		GET_produtos	1710118652607	1710118652612	OK	 
REQUEST	140		GET_usuarios	1710118652607	1710118652613	OK	 
USER	Buscar usuários	141	START	1710118652656	1710118652656
REQUEST	141		GET_usuarios	1710118652657	1710118652662	OK	 
USER	Buscar usuários	142	START	1710118652706	1710118652706
USER	Buscar produtos	157	START	1710118652706	1710118652706
REQUEST	142		GET_usuarios	1710118652707	1710118652713	OK	 
REQUEST	157		GET_produtos	1710118652708	1710118652713	OK	 
USER	Buscar produtos	96	END	1710118649606	1710118652746
USER	Buscar usuários	143	START	1710118652755	1710118652755
REQUEST	143		GET_usuarios	1710118652756	1710118652759	OK	 
USER	Buscar usuários	144	START	1710118652806	1710118652806
USER	Buscar produtos	158	START	1710118652806	1710118652806
REQUEST	144		GET_usuarios	1710118652807	1710118652810	OK	 
REQUEST	158		GET_produtos	1710118652807	1710118652811	OK	 
USER	Buscar usuários	77	END	1710118648706	1710118652836
USER	Buscar usuários	92	END	1710118650206	1710118652856
USER	Buscar usuários	145	START	1710118652856	1710118652856
REQUEST	145		GET_usuarios	1710118652857	1710118652860	OK	 
USER	Buscar produtos	73	END	1710118648106	1710118652867
USER	Buscar usuários	146	START	1710118652907	1710118652907
USER	Buscar produtos	159	START	1710118652907	1710118652907
REQUEST	146		GET_usuarios	1710118652908	1710118652913	OK	 
REQUEST	159		GET_produtos	1710118652908	1710118652914	OK	 
USER	Buscar usuários	147	START	1710118652956	1710118652956
REQUEST	147		GET_usuarios	1710118652956	1710118652962	OK	 
USER	Buscar usuários	148	START	1710118653007	1710118653007
USER	Buscar produtos	160	START	1710118653007	1710118653007
REQUEST	148		GET_usuarios	1710118653008	1710118653013	OK	 
REQUEST	160		GET_produtos	1710118653008	1710118653014	OK	 
USER	Buscar usuários	149	START	1710118653056	1710118653056
REQUEST	149		GET_usuarios	1710118653057	1710118653059	OK	 
USER	Buscar usuários	150	START	1710118653107	1710118653107
USER	Buscar produtos	161	START	1710118653106	1710118653106
REQUEST	161		GET_produtos	1710118653108	1710118653113	OK	 
REQUEST	150		GET_usuarios	1710118653108	1710118653113	OK	 
USER	Buscar usuários	151	START	1710118653156	1710118653156
REQUEST	151		GET_usuarios	1710118653157	1710118653162	OK	 
USER	Buscar usuários	152	START	1710118653205	1710118653205
USER	Buscar produtos	162	START	1710118653205	1710118653205
USER	Buscar carrinhos	163	START	1710118653206	1710118653206
USER	Criar Usuário	164	START	1710118653206	1710118653206
REQUEST	164		POST_Usuario	1710118653206	1710118653209	KO	status.find.is(201), but actually found 400
REQUEST	162		GET_produtos	1710118653206	1710118653210	OK	 
USER	Criar Usuário	164	END	1710118653206	1710118653210
REQUEST	152		GET_usuarios	1710118653206	1710118653210	OK	 
REQUEST	163		GET_carrinhos	1710118653206	1710118653210	OK	 
USER	Buscar usuários	165	START	1710118653256	1710118653256
REQUEST	165		GET_usuarios	1710118653256	1710118653259	OK	 
USER	Buscar produtos	185	START	1710118653306	1710118653306
USER	Buscar usuários	166	START	1710118653306	1710118653306
REQUEST	166		GET_usuarios	1710118653307	1710118653311	OK	 
REQUEST	185		GET_produtos	1710118653307	1710118653311	OK	 
USER	Buscar usuários	167	START	1710118653356	1710118653356
REQUEST	167		GET_usuarios	1710118653357	1710118653363	OK	 
USER	Buscar produtos	101	END	1710118650106	1710118653366
USER	Buscar usuários	168	START	1710118653406	1710118653406
USER	Buscar produtos	186	START	1710118653406	1710118653406
REQUEST	186		GET_produtos	1710118653407	1710118653412	OK	 
REQUEST	168		GET_usuarios	1710118653407	1710118653412	OK	 
USER	Buscar usuários	169	START	1710118653456	1710118653456
REQUEST	169		GET_usuarios	1710118653457	1710118653462	OK	 
USER	Buscar produtos	97	END	1710118649705	1710118653507
USER	Buscar produtos	187	START	1710118653506	1710118653506
USER	Buscar usuários	170	START	1710118653506	1710118653506
REQUEST	170		GET_usuarios	1710118653508	1710118653513	OK	 
REQUEST	187		GET_produtos	1710118653508	1710118653513	OK	 
USER	Buscar usuários	171	START	1710118653556	1710118653556
REQUEST	171		GET_usuarios	1710118653557	1710118653562	OK	 
USER	Buscar usuários	172	START	1710118653607	1710118653607
USER	Buscar produtos	188	START	1710118653607	1710118653607
REQUEST	188		GET_produtos	1710118653608	1710118653612	OK	 
REQUEST	172		GET_usuarios	1710118653608	1710118653612	OK	 
USER	Buscar produtos	80	END	1710118648406	1710118653616
USER	Buscar produtos	107	END	1710118650306	1710118653656
USER	Buscar usuários	173	START	1710118653656	1710118653656
REQUEST	173		GET_usuarios	1710118653656	1710118653659	OK	 
USER	Buscar produtos	84	END	1710118648806	1710118653676
USER	Buscar produtos	69	END	1710118647706	1710118653695
USER	Buscar produtos	189	START	1710118653706	1710118653706
USER	Buscar usuários	174	START	1710118653706	1710118653706
REQUEST	174		GET_usuarios	1710118653706	1710118653708	OK	 
REQUEST	189		GET_produtos	1710118653706	1710118653709	OK	 
USER	Buscar produtos	85	END	1710118648906	1710118653746
USER	Buscar usuários	175	START	1710118653756	1710118653756
REQUEST	175		GET_usuarios	1710118653757	1710118653761	OK	 
USER	Buscar usuários	176	START	1710118653806	1710118653806
USER	Buscar produtos	190	START	1710118653806	1710118653806
REQUEST	190		GET_produtos	1710118653808	1710118653812	OK	 
REQUEST	176		GET_usuarios	1710118653808	1710118653813	OK	 
USER	Buscar produtos	108	END	1710118650406	1710118653836
USER	Buscar usuários	105	END	1710118650706	1710118653856
USER	Buscar usuários	177	START	1710118653856	1710118653856
REQUEST	177		GET_usuarios	1710118653858	1710118653862	OK	 
USER	Buscar produtos	191	START	1710118653906	1710118653906
USER	Buscar usuários	178	START	1710118653906	1710118653906
REQUEST	191		GET_produtos	1710118653907	1710118653913	OK	 
REQUEST	178		GET_usuarios	1710118653907	1710118653914	OK	 
USER	Buscar usuários	179	START	1710118653956	1710118653956
REQUEST	179		GET_usuarios	1710118653957	1710118653962	OK	 
USER	Buscar usuários	180	START	1710118654006	1710118654006
USER	Buscar produtos	192	START	1710118654006	1710118654006
