ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710039073269	 	3.2.1
USER	Buscar produtos	28	START	1710039076538	1710039076538
REQUEST	28		GET_produtos	1710039076539	1710039076545	OK	 
USER	Buscar produtos	29	START	1710039076639	1710039076639
REQUEST	29		GET_produtos	1710039076640	1710039076645	OK	 
USER	Buscar produtos	30	START	1710039076739	1710039076739
REQUEST	30		GET_produtos	1710039076740	1710039076746	OK	 
USER	Buscar produtos	31	START	1710039076838	1710039076838
REQUEST	31		GET_produtos	1710039076839	1710039076844	OK	 
USER	Buscar produtos	32	START	1710039076938	1710039076938
REQUEST	32		GET_produtos	1710039076940	1710039076945	OK	 
USER	Buscar produtos	33	START	1710039077038	1710039077038
REQUEST	33		GET_produtos	1710039077040	1710039077045	OK	 
USER	Buscar produtos	34	START	1710039077139	1710039077139
USER	Buscar carrinhos	35	START	1710039077139	1710039077139
REQUEST	34		GET_produtos	1710039077140	1710039077146	OK	 
REQUEST	35		GET_carrinhos	1710039077140	1710039077146	OK	 
USER	Buscar produtos	47	START	1710039077238	1710039077238
REQUEST	47		GET_produtos	1710039077240	1710039077245	OK	 
USER	Buscar produtos	48	START	1710039077337	1710039077337
REQUEST	48		GET_produtos	1710039077339	1710039077341	OK	 
USER	Buscar produtos	49	START	1710039077438	1710039077438
REQUEST	49		GET_produtos	1710039077439	1710039077444	OK	 
USER	Buscar produtos	50	START	1710039077537	1710039077537
REQUEST	50		GET_produtos	1710039077538	1710039077541	OK	 
USER	Buscar produtos	51	START	1710039077638	1710039077638
REQUEST	51		GET_produtos	1710039077639	1710039077641	OK	 
USER	Buscar produtos	52	START	1710039077738	1710039077738
REQUEST	52		GET_produtos	1710039077739	1710039077741	OK	 
USER	Buscar produtos	53	START	1710039077838	1710039077838
REQUEST	53		GET_produtos	1710039077839	1710039077841	OK	 
USER	Buscar produtos	54	START	1710039077938	1710039077938
REQUEST	54		GET_produtos	1710039077940	1710039077945	OK	 
USER	Buscar produtos	55	START	1710039078038	1710039078038
REQUEST	55		GET_produtos	1710039078040	1710039078046	OK	 
USER	Buscar usuários	37	START	1710039078139	1710039078139
USER	Buscar usuários	36	START	1710039078139	1710039078139
USER	Buscar usuários	39	START	1710039078140	1710039078140
USER	Buscar usuários	40	START	1710039078141	1710039078141
USER	Buscar usuários	38	START	1710039078142	1710039078142
USER	Buscar usuários	46	START	1710039078142	1710039078142
USER	Buscar usuários	45	START	1710039078142	1710039078142
USER	Buscar carrinhos	57	START	1710039078143	1710039078143
USER	Buscar usuários	42	START	1710039078144	1710039078144
USER	Buscar usuários	43	START	1710039078145	1710039078145
USER	Buscar usuários	44	START	1710039078143	1710039078143
USER	Buscar usuários	41	START	1710039078144	1710039078144
USER	Buscar produtos	56	START	1710039078146	1710039078146
REQUEST	37		GET_usuarios	1710039078140	1710039078151	OK	 
REQUEST	39		GET_usuarios	1710039078141	1710039078152	OK	 
REQUEST	56		GET_produtos	1710039078146	1710039078152	OK	 
REQUEST	57		GET_carrinhos	1710039078143	1710039078152	OK	 
REQUEST	36		GET_usuarios	1710039078141	1710039078153	OK	 
REQUEST	40		GET_usuarios	1710039078141	1710039078153	OK	 
REQUEST	38		GET_usuarios	1710039078142	1710039078153	OK	 
REQUEST	46		GET_usuarios	1710039078143	1710039078154	OK	 
REQUEST	45		GET_usuarios	1710039078143	1710039078154	OK	 
REQUEST	44		GET_usuarios	1710039078144	1710039078154	OK	 
REQUEST	42		GET_usuarios	1710039078145	1710039078154	OK	 
REQUEST	41		GET_usuarios	1710039078145	1710039078154	OK	 
REQUEST	43		GET_usuarios	1710039078145	1710039078154	OK	 
USER	Buscar produtos	3	END	1710039074338	1710039078190
USER	Buscar produtos	60	START	1710039078238	1710039078238
REQUEST	60		GET_produtos	1710039078240	1710039078246	OK	 
USER	Buscar produtos	4	END	1710039074438	1710039078329
USER	Buscar produtos	8	END	1710039074838	1710039078338
USER	Buscar produtos	61	START	1710039078338	1710039078338
REQUEST	61		GET_produtos	1710039078338	1710039078340	OK	 
USER	Buscar produtos	62	START	1710039078438	1710039078438
REQUEST	62		GET_produtos	1710039078439	1710039078444	OK	 
USER	Buscar produtos	63	START	1710039078538	1710039078538
REQUEST	63		GET_produtos	1710039078539	1710039078543	OK	 
USER	Buscar produtos	9	END	1710039074938	1710039078578
USER	Buscar produtos	64	START	1710039078638	1710039078638
USER	Buscar usuários	58	START	1710039078638	1710039078638
REQUEST	58		GET_usuarios	1710039078638	1710039078641	OK	 
REQUEST	64		GET_produtos	1710039078638	1710039078641	OK	 
USER	Buscar produtos	65	START	1710039078738	1710039078738
REQUEST	65		GET_produtos	1710039078739	1710039078742	OK	 
USER	Buscar produtos	66	START	1710039078838	1710039078838
REQUEST	66		GET_produtos	1710039078839	1710039078843	OK	 
USER	Buscar produtos	67	START	1710039078938	1710039078938
REQUEST	67		GET_produtos	1710039078939	1710039078944	OK	 
USER	Buscar produtos	68	START	1710039079038	1710039079038
REQUEST	68		GET_produtos	1710039079039	1710039079044	OK	 
USER	Buscar produtos	20	END	1710039076038	1710039079068
USER	Buscar produtos	16	END	1710039075639	1710039079089
USER	Buscar usuários	59	START	1710039079138	1710039079138
USER	Buscar carrinhos	70	START	1710039079138	1710039079138
USER	Buscar produtos	69	START	1710039079138	1710039079138
REQUEST	59		GET_usuarios	1710039079138	1710039079141	OK	 
REQUEST	69		GET_produtos	1710039079138	1710039079141	OK	 
REQUEST	70		GET_carrinhos	1710039079138	1710039079141	OK	 
USER	Buscar produtos	2	END	1710039074238	1710039079188
USER	Buscar produtos	13	END	1710039075338	1710039079188
USER	Buscar produtos	73	START	1710039079238	1710039079238
REQUEST	73		GET_produtos	1710039079240	1710039079244	OK	 
USER	Buscar produtos	74	START	1710039079338	1710039079338
REQUEST	74		GET_produtos	1710039079339	1710039079341	OK	 
USER	Buscar produtos	75	START	1710039079438	1710039079438
REQUEST	75		GET_produtos	1710039079440	1710039079446	OK	 
USER	Buscar produtos	18	END	1710039075838	1710039079469
USER	Buscar produtos	7	END	1710039074738	1710039079538
USER	Buscar produtos	76	START	1710039079538	1710039079538
REQUEST	76		GET_produtos	1710039079540	1710039079544	OK	 
USER	Buscar usuários	71	START	1710039079639	1710039079639
USER	Buscar produtos	77	START	1710039079639	1710039079639
REQUEST	71		GET_usuarios	1710039079640	1710039079648	OK	 
REQUEST	77		GET_produtos	1710039079641	1710039079648	OK	 
USER	Buscar produtos	78	START	1710039079739	1710039079739
REQUEST	78		GET_produtos	1710039079740	1710039079744	OK	 
USER	Buscar produtos	1	END	1710039074129	1710039079748
USER	Buscar produtos	15	END	1710039075539	1710039079788
USER	Buscar produtos	79	START	1710039079838	1710039079838
REQUEST	79		GET_produtos	1710039079839	1710039079842	OK	 
USER	Buscar produtos	5	END	1710039074538	1710039079929
USER	Buscar carrinhos	23	END	1710039075139	1710039079940
USER	Buscar produtos	80	START	1710039079939	1710039079939
REQUEST	80		GET_produtos	1710039079941	1710039079945	OK	 
USER	Buscar produtos	6	END	1710039074638	1710039079968
USER	Buscar produtos	81	START	1710039080038	1710039080038
REQUEST	81		GET_produtos	1710039080039	1710039080044	OK	 
USER	Buscar usuários	72	START	1710039080139	1710039080139
USER	Buscar produtos	82	START	1710039080139	1710039080139
USER	Buscar carrinhos	83	START	1710039080139	1710039080139
REQUEST	82		GET_produtos	1710039080141	1710039080146	OK	 
REQUEST	72		GET_usuarios	1710039080141	1710039080146	OK	 
REQUEST	83		GET_carrinhos	1710039080141	1710039080148	OK	 
USER	Buscar produtos	31	END	1710039076838	1710039080198
USER	Buscar produtos	30	END	1710039076739	1710039080238
USER	Buscar produtos	86	START	1710039080238	1710039080238
REQUEST	86		GET_produtos	1710039080239	1710039080241	OK	 
USER	Buscar produtos	19	END	1710039075938	1710039080308
USER	Buscar produtos	87	START	1710039080338	1710039080338
REQUEST	87		GET_produtos	1710039080339	1710039080342	OK	 
USER	Buscar produtos	88	START	1710039080438	1710039080438
REQUEST	88		GET_produtos	1710039080439	1710039080445	OK	 
USER	Buscar produtos	11	END	1710039075139	1710039080469
USER	Buscar produtos	12	END	1710039075238	1710039080519
USER	Buscar produtos	89	START	1710039080538	1710039080538
REQUEST	89		GET_produtos	1710039080539	1710039080542	OK	 
USER	Buscar produtos	10	END	1710039075038	1710039080548
USER	Buscar carrinhos	22	END	1710039074135	1710039080578
USER	Buscar produtos	28	END	1710039076538	1710039080578
USER	Buscar usuários	84	START	1710039080639	1710039080639
USER	Buscar produtos	90	START	1710039080639	1710039080639
REQUEST	84		GET_usuarios	1710039080640	1710039080645	OK	 
REQUEST	90		GET_produtos	1710039080641	1710039080646	OK	 
USER	Buscar usuários	46	END	1710039078142	1710039080648
USER	Buscar produtos	91	START	1710039080738	1710039080738
REQUEST	91		GET_produtos	1710039080740	1710039080745	OK	 
USER	Buscar produtos	14	END	1710039075438	1710039080829
USER	Buscar produtos	92	START	1710039080837	1710039080837
REQUEST	92		GET_produtos	1710039080838	1710039080841	OK	 
USER	Buscar produtos	25	END	1710039076239	1710039080878
USER	Buscar carrinhos	24	END	1710039076139	1710039080899
USER	Buscar produtos	29	END	1710039076639	1710039080929
USER	Buscar produtos	93	START	1710039080938	1710039080938
REQUEST	93		GET_produtos	1710039080939	1710039080944	OK	 
USER	Buscar produtos	48	END	1710039077337	1710039080948
USER	Buscar produtos	17	END	1710039075739	1710039081008
USER	Buscar produtos	94	START	1710039081038	1710039081038
REQUEST	94		GET_produtos	1710039081040	1710039081044	OK	 
USER	Buscar usuários	43	END	1710039078145	1710039081078
USER	Buscar produtos	95	START	1710039081138	1710039081138
USER	Buscar carrinhos	96	START	1710039081138	1710039081138
USER	Buscar usuários	85	START	1710039081138	1710039081138
REQUEST	96		GET_carrinhos	1710039081140	1710039081145	OK	 
REQUEST	85		GET_usuarios	1710039081140	1710039081145	OK	 
REQUEST	95		GET_produtos	1710039081140	1710039081145	OK	 
USER	Buscar produtos	27	END	1710039076438	1710039081168
USER	Buscar produtos	99	START	1710039081239	1710039081239
REQUEST	99		GET_produtos	1710039081240	1710039081245	OK	 
USER	Buscar produtos	26	END	1710039076338	1710039081299
USER	Buscar usuários	36	END	1710039078139	1710039081299
USER	Buscar usuários	45	END	1710039078142	1710039081299
USER	Buscar produtos	100	START	1710039081338	1710039081338
REQUEST	100		GET_produtos	1710039081339	1710039081346	OK	 
USER	Buscar produtos	21	END	1710039076139	1710039081399
USER	Buscar usuários	37	END	1710039078139	1710039081408
USER	Buscar produtos	101	START	1710039081438	1710039081438
REQUEST	101		GET_produtos	1710039081439	1710039081444	OK	 
USER	Buscar usuários	44	END	1710039078143	1710039081498
USER	Buscar produtos	102	START	1710039081538	1710039081538
REQUEST	102		GET_produtos	1710039081539	1710039081544	OK	 
USER	Buscar produtos	103	START	1710039081638	1710039081638
USER	Buscar usuários	97	START	1710039081638	1710039081638
REQUEST	97		GET_usuarios	1710039081639	1710039081643	OK	 
REQUEST	103		GET_produtos	1710039081639	1710039081644	OK	 
USER	Buscar produtos	104	START	1710039081738	1710039081738
REQUEST	104		GET_produtos	1710039081740	1710039081745	OK	 
USER	Buscar produtos	105	START	1710039081838	1710039081838
REQUEST	105		GET_produtos	1710039081838	1710039081842	OK	 
USER	Buscar produtos	106	START	1710039081938	1710039081938
REQUEST	106		GET_produtos	1710039081939	1710039081943	OK	 
USER	Buscar produtos	61	END	1710039078338	1710039081978
USER	Buscar produtos	66	END	1710039078838	1710039082019
USER	Buscar produtos	107	START	1710039082038	1710039082038
REQUEST	107		GET_produtos	1710039082038	1710039082041	OK	 
USER	Buscar produtos	47	END	1710039077238	1710039082079
USER	Buscar usuários	98	START	1710039082138	1710039082138
USER	Buscar produtos	108	START	1710039082138	1710039082138
USER	Buscar carrinhos	109	START	1710039082138	1710039082138
REQUEST	98		GET_usuarios	1710039082139	1710039082144	OK	 
REQUEST	108		GET_produtos	1710039082140	1710039082146	OK	 
REQUEST	109		GET_carrinhos	1710039082140	1710039082145	OK	 
USER	Buscar produtos	69	END	1710039079138	1710039082209
USER	Buscar produtos	112	START	1710039082238	1710039082238
REQUEST	112		GET_produtos	1710039082239	1710039082244	OK	 
USER	Buscar produtos	32	END	1710039076938	1710039082309
USER	Buscar usuários	38	END	1710039078142	1710039082338
USER	Buscar produtos	113	START	1710039082338	1710039082338
REQUEST	113		GET_produtos	1710039082340	1710039082344	OK	 
USER	Buscar produtos	50	END	1710039077537	1710039082348
USER	Buscar produtos	60	END	1710039078238	1710039082439
USER	Buscar produtos	114	START	1710039082439	1710039082439
REQUEST	114		GET_produtos	1710039082441	1710039082445	OK	 
USER	Buscar produtos	51	END	1710039077638	1710039082488
USER	Buscar produtos	55	END	1710039078038	1710039082518
USER	Buscar produtos	115	START	1710039082538	1710039082538
REQUEST	115		GET_produtos	1710039082539	1710039082541	OK	 
USER	Buscar produtos	34	END	1710039077139	1710039082548
USER	Buscar produtos	116	START	1710039082638	1710039082638
USER	Buscar usuários	110	START	1710039082638	1710039082638
REQUEST	110		GET_usuarios	1710039082639	1710039082644	OK	 
REQUEST	116		GET_produtos	1710039082639	1710039082645	OK	 
USER	Buscar usuários	40	END	1710039078141	1710039082669
USER	Buscar produtos	33	END	1710039077038	1710039082678
USER	Buscar usuários	58	END	1710039078638	1710039082718
USER	Buscar produtos	117	START	1710039082738	1710039082738
USER	Buscar usuários	39	END	1710039078140	1710039082779
REQUEST	117		GET_produtos	1710039082739	1710039082783	OK	 
USER	Buscar produtos	49	END	1710039077438	1710039082838
USER	Buscar produtos	75	END	1710039079438	1710039082838
USER	Buscar produtos	118	START	1710039082838	1710039082838
REQUEST	118		GET_produtos	1710039082838	1710039082840	OK	 
USER	Buscar produtos	74	END	1710039079338	1710039082868
USER	Buscar usuários	42	END	1710039078144	1710039082888
USER	Buscar produtos	64	END	1710039078638	1710039082928
USER	Buscar produtos	119	START	1710039082938	1710039082938
REQUEST	119		GET_produtos	1710039082939	1710039082943	OK	 
USER	Buscar usuários	41	END	1710039078144	1710039082948
USER	Buscar produtos	54	END	1710039077938	1710039083018
USER	Buscar produtos	120	START	1710039083038	1710039083038
REQUEST	120		GET_produtos	1710039083039	1710039083044	OK	 
USER	Buscar usuários	84	END	1710039080639	1710039083109
USER	Buscar produtos	121	START	1710039083138	1710039083138
USER	Buscar usuários	111	START	1710039083138	1710039083138
USER	Buscar carrinhos	122	START	1710039083138	1710039083138
REQUEST	111		GET_usuarios	1710039083139	1710039083142	OK	 
REQUEST	121		GET_produtos	1710039083139	1710039083142	OK	 
REQUEST	122		GET_carrinhos	1710039083139	1710039083142	OK	 
USER	Buscar usuários	123	START	1710039083188	1710039083188
REQUEST	123		GET_usuarios	1710039083189	1710039083194	OK	 
USER	Buscar produtos	52	END	1710039077738	1710039083198
USER	Buscar usuários	124	START	1710039083238	1710039083238
USER	Buscar produtos	143	START	1710039083238	1710039083238
REQUEST	124		GET_usuarios	1710039083239	1710039083245	OK	 
REQUEST	143		GET_produtos	1710039083240	1710039083245	OK	 
USER	Buscar usuários	125	START	1710039083287	1710039083287
REQUEST	125		GET_usuarios	1710039083288	1710039083290	OK	 
USER	Buscar produtos	67	END	1710039078938	1710039083308
USER	Buscar produtos	76	END	1710039079538	1710039083318
USER	Buscar usuários	126	START	1710039083338	1710039083338
USER	Buscar produtos	144	START	1710039083338	1710039083338
REQUEST	126		GET_usuarios	1710039083339	1710039083343	OK	 
REQUEST	144		GET_produtos	1710039083340	1710039083344	OK	 
USER	Buscar usuários	127	START	1710039083388	1710039083388
REQUEST	127		GET_usuarios	1710039083390	1710039083395	OK	 
USER	Buscar produtos	145	START	1710039083438	1710039083438
USER	Buscar usuários	128	START	1710039083438	1710039083438
REQUEST	128		GET_usuarios	1710039083438	1710039083441	OK	 
REQUEST	145		GET_produtos	1710039083438	1710039083442	OK	 
USER	Buscar carrinhos	70	END	1710039079138	1710039083488
USER	Buscar usuários	129	START	1710039083488	1710039083488
REQUEST	129		GET_usuarios	1710039083490	1710039083494	OK	 
USER	Buscar usuários	130	START	1710039083538	1710039083538
USER	Buscar produtos	146	START	1710039083538	1710039083538
REQUEST	130		GET_usuarios	1710039083539	1710039083545	OK	 
REQUEST	146		GET_produtos	1710039083540	1710039083545	OK	 
USER	Buscar usuários	131	START	1710039083588	1710039083588
REQUEST	131		GET_usuarios	1710039083590	1710039083595	OK	 
USER	Buscar carrinhos	35	END	1710039077139	1710039083599
USER	Buscar produtos	81	END	1710039080038	1710039083599
USER	Buscar produtos	62	END	1710039078438	1710039083618
USER	Buscar usuários	132	START	1710039083639	1710039083639
USER	Buscar produtos	147	START	1710039083639	1710039083639
REQUEST	132		GET_usuarios	1710039083640	1710039083645	OK	 
REQUEST	147		GET_produtos	1710039083640	1710039083646	OK	 
USER	Buscar usuários	71	END	1710039079639	1710039083668
USER	Buscar usuários	133	START	1710039083688	1710039083688
REQUEST	133		GET_usuarios	1710039083689	1710039083694	OK	 
USER	Buscar produtos	56	END	1710039078146	1710039083708
USER	Buscar usuários	59	END	1710039079138	1710039083729
USER	Buscar usuários	134	START	1710039083738	1710039083738
USER	Buscar produtos	148	START	1710039083738	1710039083738
REQUEST	148		GET_produtos	1710039083739	1710039083743	OK	 
REQUEST	134		GET_usuarios	1710039083739	1710039083744	OK	 
USER	Buscar produtos	53	END	1710039077838	1710039083789
USER	Buscar produtos	77	END	1710039079639	1710039083789
USER	Buscar produtos	86	END	1710039080238	1710039083789
USER	Buscar usuários	135	START	1710039083789	1710039083789
REQUEST	135		GET_usuarios	1710039083790	1710039083793	OK	 
USER	Buscar produtos	149	START	1710039083838	1710039083838
USER	Buscar usuários	136	START	1710039083838	1710039083838
REQUEST	136		GET_usuarios	1710039083839	1710039083843	OK	 
REQUEST	149		GET_produtos	1710039083839	1710039083843	OK	 
USER	Buscar usuários	97	END	1710039081638	1710039083858
USER	Buscar usuários	137	START	1710039083889	1710039083889
REQUEST	137		GET_usuarios	1710039083890	1710039083894	OK	 
USER	Buscar produtos	73	END	1710039079238	1710039083918
USER	Buscar usuários	138	START	1710039083938	1710039083938
USER	Buscar produtos	150	START	1710039083938	1710039083938
REQUEST	138		GET_usuarios	1710039083939	1710039083943	OK	 
REQUEST	150		GET_produtos	1710039083940	1710039083944	OK	 
USER	Buscar usuários	139	START	1710039083988	1710039083988
REQUEST	139		GET_usuarios	1710039083990	1710039083994	OK	 
USER	Buscar carrinhos	57	END	1710039078143	1710039084039
USER	Buscar produtos	63	END	1710039078538	1710039084039
USER	Buscar produtos	151	START	1710039084038	1710039084038
USER	Buscar usuários	140	START	1710039084039	1710039084039
REQUEST	151		GET_produtos	1710039084040	1710039084044	OK	 
REQUEST	140		GET_usuarios	1710039084040	1710039084044	OK	 
USER	Buscar usuários	141	START	1710039084088	1710039084088
REQUEST	141		GET_usuarios	1710039084089	1710039084094	OK	 
USER	Buscar usuários	142	START	1710039084138	1710039084138
USER	Buscar carrinhos	153	START	1710039084138	1710039084138
USER	Buscar produtos	152	START	1710039084138	1710039084138
REQUEST	152		GET_produtos	1710039084139	1710039084143	OK	 
REQUEST	153		GET_carrinhos	1710039084139	1710039084142	OK	 
REQUEST	142		GET_usuarios	1710039084138	1710039084144	OK	 
USER	Buscar usuários	154	START	1710039084188	1710039084188
REQUEST	154		GET_usuarios	1710039084189	1710039084194	OK	 
USER	Buscar usuários	155	START	1710039084239	1710039084239
USER	Buscar produtos	174	START	1710039084239	1710039084239
REQUEST	155		GET_usuarios	1710039084239	1710039084244	OK	 
REQUEST	174		GET_produtos	1710039084239	1710039084244	OK	 
USER	Buscar produtos	95	END	1710039081138	1710039084288
USER	Buscar usuários	156	START	1710039084288	1710039084288
REQUEST	156		GET_usuarios	1710039084289	1710039084293	OK	 
USER	Buscar usuários	157	START	1710039084338	1710039084338
USER	Buscar produtos	175	START	1710039084338	1710039084338
REQUEST	175		GET_produtos	1710039084339	1710039084342	OK	 
REQUEST	157		GET_usuarios	1710039084339	1710039084343	OK	 
USER	Buscar produtos	65	END	1710039078738	1710039084348
USER	Buscar usuários	158	START	1710039084388	1710039084388
REQUEST	158		GET_usuarios	1710039084389	1710039084393	OK	 
USER	Buscar produtos	91	END	1710039080738	1710039084408
USER	Buscar produtos	78	END	1710039079739	1710039084428
USER	Buscar produtos	68	END	1710039079038	1710039084438
USER	Buscar usuários	159	START	1710039084438	1710039084438
USER	Buscar produtos	176	START	1710039084438	1710039084438
REQUEST	176		GET_produtos	1710039084439	1710039084441	OK	 
REQUEST	159		GET_usuarios	1710039084439	1710039084442	OK	 
USER	Buscar usuários	160	START	1710039084488	1710039084488
REQUEST	160		GET_usuarios	1710039084489	1710039084493	OK	 
USER	Buscar usuários	161	START	1710039084539	1710039084539
USER	Buscar produtos	177	START	1710039084539	1710039084539
REQUEST	177		GET_produtos	1710039084540	1710039084544	OK	 
REQUEST	161		GET_usuarios	1710039084540	1710039084545	OK	 
USER	Buscar usuários	162	START	1710039084589	1710039084589
REQUEST	162		GET_usuarios	1710039084590	1710039084596	OK	 
USER	Buscar usuários	163	START	1710039084639	1710039084639
USER	Buscar produtos	178	START	1710039084639	1710039084639
REQUEST	178		GET_produtos	1710039084640	1710039084645	OK	 
REQUEST	163		GET_usuarios	1710039084640	1710039084645	OK	 
USER	Buscar usuários	164	START	1710039084688	1710039084688
REQUEST	164		GET_usuarios	1710039084690	1710039084695	OK	 
USER	Buscar produtos	179	START	1710039084739	1710039084739
USER	Buscar usuários	165	START	1710039084739	1710039084739
REQUEST	179		GET_produtos	1710039084740	1710039084745	OK	 
REQUEST	165		GET_usuarios	1710039084740	1710039084745	OK	 
USER	Buscar carrinhos	83	END	1710039080139	1710039084758
USER	Buscar usuários	166	START	1710039084788	1710039084788
REQUEST	166		GET_usuarios	1710039084788	1710039084792	OK	 
USER	Buscar produtos	103	END	1710039081638	1710039084828
USER	Buscar usuários	167	START	1710039084838	1710039084838
USER	Buscar produtos	180	START	1710039084838	1710039084838
REQUEST	167		GET_usuarios	1710039084839	1710039084841	OK	 
REQUEST	180		GET_produtos	1710039084839	1710039084841	OK	 
USER	Buscar usuários	168	START	1710039084888	1710039084888
REQUEST	168		GET_usuarios	1710039084889	1710039084894	OK	 
USER	Buscar usuários	169	START	1710039084938	1710039084938
USER	Buscar produtos	181	START	1710039084938	1710039084938
REQUEST	169		GET_usuarios	1710039084939	1710039084943	OK	 
REQUEST	181		GET_produtos	1710039084940	1710039084943	OK	 
USER	Buscar usuários	85	END	1710039081138	1710039084988
USER	Buscar usuários	170	START	1710039084988	1710039084988
REQUEST	170		GET_usuarios	1710039084989	1710039084993	OK	 
USER	Buscar produtos	182	START	1710039085038	1710039085038
USER	Buscar usuários	171	START	1710039085038	1710039085038
REQUEST	182		GET_produtos	1710039085038	1710039085041	OK	 
REQUEST	171		GET_usuarios	1710039085038	1710039085041	OK	 
USER	Buscar produtos	79	END	1710039079838	1710039085068
USER	Buscar usuários	172	START	1710039085088	1710039085088
REQUEST	172		GET_usuarios	1710039085088	1710039085091	OK	 
USER	Buscar usuários	72	END	1710039080139	1710039085098
USER	Buscar produtos	80	END	1710039079939	1710039085108
USER	Buscar produtos	183	START	1710039085139	1710039085139
USER	Buscar carrinhos	184	START	1710039085139	1710039085139
USER	Buscar usuários	173	START	1710039085139	1710039085139
REQUEST	183		GET_produtos	1710039085140	1710039085145	OK	 
REQUEST	173		GET_usuarios	1710039085140	1710039085146	OK	 
REQUEST	184		GET_carrinhos	1710039085140	1710039085146	OK	 
USER	Buscar produtos	82	END	1710039080139	1710039085168
USER	Buscar produtos	104	END	1710039081738	1710039085188
USER	Buscar usuários	185	START	1710039085188	1710039085188
REQUEST	185		GET_usuarios	1710039085189	1710039085194	OK	 
USER	Buscar produtos	87	END	1710039080338	1710039085208
USER	Buscar produtos	105	END	1710039081838	1710039085208
USER	Buscar produtos	102	END	1710039081538	1710039085208
USER	Buscar produtos	205	START	1710039085228	1710039085228
REQUEST	205		GET_produtos	1710039085229	1710039085234	OK	 
USER	Buscar usuários	186	START	1710039085238	1710039085238
REQUEST	186		GET_usuarios	1710039085238	1710039085240	OK	 
USER	Buscar usuários	187	START	1710039085288	1710039085288
REQUEST	187		GET_usuarios	1710039085289	1710039085294	OK	 
USER	Buscar produtos	112	END	1710039082238	1710039085298
USER	Buscar produtos	206	START	1710039085318	1710039085318
