ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	SimpleSimulation	simplesimulation	1710121519660	 	3.2.1
USER	Buscar usuários	333	START	1710121547405	1710121547405
REQUEST	333		GET_usuarios	1710121547405	1710121547407	OK	 
USER	Buscar usuários	284	END	1710121543325	1710121547486
USER	Buscar usuários	291	END	1710121543676	1710121547495
USER	Buscar usuários	334	START	1710121547495	1710121547495
REQUEST	334		GET_usuarios	1710121547496	1710121547501	OK	 
USER	Buscar usuários	272	END	1710121543095	1710121547505
USER	Buscar usuários	273	END	1710121543115	1710121547535
USER	Buscar usuários	303	END	1710121544425	1710121547554
USER	Buscar usuários	285	END	1710121543375	1710121547565
USER	Buscar usuários	335	START	1710121547585	1710121547585
REQUEST	335		GET_usuarios	1710121547586	1710121547588	OK	 
USER	Buscar usuários	287	END	1710121543496	1710121547605
USER	Buscar usuários	336	START	1710121547685	1710121547685
REQUEST	336		GET_usuarios	1710121547685	1710121547687	OK	 
USER	Buscar usuários	267	END	1710121542985	1710121547695
USER	Buscar usuários	300	END	1710121544285	1710121547715
USER	Buscar usuários	337	START	1710121547775	1710121547775
REQUEST	337		GET_usuarios	1710121547775	1710121547779	OK	 
USER	Buscar usuários	315	END	1710121545674	1710121547835
USER	Buscar usuários	338	START	1710121547865	1710121547865
REQUEST	338		GET_usuarios	1710121547866	1710121547869	OK	 
USER	Buscar usuários	298	END	1710121544175	1710121547874
USER	Buscar usuários	339	START	1710121547955	1710121547955
REQUEST	339		GET_usuarios	1710121547955	1710121547958	OK	 
USER	Buscar usuários	340	START	1710121548045	1710121548045
REQUEST	340		GET_usuarios	1710121548045	1710121548049	OK	 
USER	Buscar usuários	341	START	1710121548136	1710121548136
REQUEST	341		GET_usuarios	1710121548136	1710121548141	OK	 
USER	Buscar usuários	342	START	1710121548225	1710121548225
REQUEST	342		GET_usuarios	1710121548226	1710121548228	OK	 
USER	Buscar usuários	286	END	1710121543455	1710121548296
USER	Buscar usuários	343	START	1710121548315	1710121548315
REQUEST	343		GET_usuarios	1710121548316	1710121548321	OK	 
USER	Buscar usuários	311	END	1710121545276	1710121548345
USER	Buscar usuários	318	END	1710121545985	1710121548375
USER	Buscar usuários	344	START	1710121548405	1710121548405
REQUEST	344		GET_usuarios	1710121548406	1710121548408	OK	 
USER	Buscar usuários	345	START	1710121548495	1710121548495
REQUEST	345		GET_usuarios	1710121548497	1710121548502	OK	 
USER	Buscar usuários	292	END	1710121543695	1710121548505
USER	Buscar usuários	346	START	1710121548585	1710121548585
REQUEST	346		GET_usuarios	1710121548586	1710121548592	OK	 
USER	Buscar usuários	321	END	1710121546285	1710121548595
USER	Buscar usuários	347	START	1710121548685	1710121548685
REQUEST	347		GET_usuarios	1710121548687	1710121548691	OK	 
USER	Buscar usuários	296	END	1710121543985	1710121548745
USER	Buscar usuários	348	START	1710121548765	1710121548765
REQUEST	348		GET_usuarios	1710121548766	1710121548768	OK	 
USER	Buscar usuários	325	END	1710121546685	1710121548825
USER	Buscar usuários	349	START	1710121548845	1710121548845
REQUEST	349		GET_usuarios	1710121548846	1710121548851	OK	 
USER	Buscar usuários	350	START	1710121548924	1710121548924
REQUEST	350		GET_usuarios	1710121548925	1710121548927	OK	 
USER	Buscar usuários	306	END	1710121544775	1710121548945
USER	Buscar usuários	297	END	1710121544105	1710121548965
USER	Buscar usuários	351	START	1710121549015	1710121549015
REQUEST	351		GET_usuarios	1710121549015	1710121549017	OK	 
USER	Buscar usuários	352	START	1710121549095	1710121549095
REQUEST	352		GET_usuarios	1710121549095	1710121549097	OK	 
USER	Buscar usuários	316	END	1710121545785	1710121549115
USER	Buscar usuários	307	END	1710121544875	1710121549165
USER	Buscar usuários	309	END	1710121545075	1710121549165
USER	Buscar usuários	353	START	1710121549175	1710121549175
REQUEST	353		GET_usuarios	1710121549176	1710121549179	OK	 
USER	Buscar usuários	308	END	1710121544975	1710121549185
USER	Buscar usuários	330	END	1710121547135	1710121549265
USER	Buscar usuários	354	START	1710121549265	1710121549265
REQUEST	354		GET_usuarios	1710121549266	1710121549269	OK	 
USER	Buscar usuários	304	END	1710121544495	1710121549316
USER	Buscar usuários	328	END	1710121546955	1710121549335
USER	Buscar usuários	355	START	1710121549345	1710121549345
REQUEST	355		GET_usuarios	1710121549346	1710121549351	OK	 
USER	Buscar usuários	302	END	1710121544395	1710121549355
USER	Buscar usuários	356	START	1710121549425	1710121549425
REQUEST	356		GET_usuarios	1710121549426	1710121549431	OK	 
USER	Buscar usuários	323	END	1710121546485	1710121549455
USER	Buscar usuários	313	END	1710121545475	1710121549495
USER	Buscar usuários	305	END	1710121544685	1710121549505
USER	Buscar usuários	357	START	1710121549515	1710121549515
REQUEST	357		GET_usuarios	1710121549516	1710121549519	OK	 
USER	Buscar usuários	358	START	1710121549595	1710121549595
REQUEST	358		GET_usuarios	1710121549596	1710121549598	OK	 
USER	Buscar usuários	359	START	1710121549675	1710121549675
REQUEST	359		GET_usuarios	1710121549676	1710121549680	OK	 
USER	Buscar usuários	312	END	1710121545374	1710121549705
USER	Buscar usuários	331	END	1710121547225	1710121549735
USER	Buscar usuários	360	START	1710121549765	1710121549765
REQUEST	360		GET_usuarios	1710121549766	1710121549769	OK	 
USER	Buscar usuários	310	END	1710121545175	1710121549825
USER	Buscar usuários	361	START	1710121549845	1710121549845
REQUEST	361		GET_usuarios	1710121549845	1710121549848	OK	 
USER	Buscar usuários	362	START	1710121549935	1710121549935
REQUEST	362		GET_usuarios	1710121549935	1710121549938	OK	 
USER	Buscar usuários	337	END	1710121547775	1710121550005
USER	Buscar usuários	363	START	1710121550015	1710121550015
REQUEST	363		GET_usuarios	1710121550015	1710121550017	OK	 
USER	Buscar usuários	335	END	1710121547585	1710121550045
USER	Buscar usuários	364	START	1710121550095	1710121550095
REQUEST	364		GET_usuarios	1710121550096	1710121550099	OK	 
USER	Buscar usuários	365	START	1710121550185	1710121550185
REQUEST	365		GET_usuarios	1710121550186	1710121550191	OK	 
USER	Buscar usuários	320	END	1710121546184	1710121550205
USER	Buscar usuários	327	END	1710121546865	1710121550205
USER	Buscar usuários	366	START	1710121550266	1710121550266
REQUEST	366		GET_usuarios	1710121550266	1710121550271	OK	 
USER	Buscar usuários	324	END	1710121546585	1710121550326
USER	Buscar usuários	314	END	1710121545575	1710121550335
USER	Buscar usuários	367	START	1710121550345	1710121550345
REQUEST	367		GET_usuarios	1710121550345	1710121550347	OK	 
USER	Buscar usuários	368	START	1710121550435	1710121550435
REQUEST	368		GET_usuarios	1710121550436	1710121550441	OK	 
USER	Buscar usuários	339	END	1710121547955	1710121550465
USER	Buscar usuários	369	START	1710121550515	1710121550515
REQUEST	369		GET_usuarios	1710121550516	1710121550520	OK	 
USER	Buscar usuários	319	END	1710121546084	1710121550596
USER	Buscar usuários	344	END	1710121548405	1710121550596
USER	Buscar usuários	370	START	1710121550595	1710121550595
REQUEST	370		GET_usuarios	1710121550597	1710121550601	OK	 
USER	Buscar usuários	371	START	1710121550685	1710121550685
REQUEST	371		GET_usuarios	1710121550687	1710121550691	OK	 
USER	Buscar usuários	345	END	1710121548495	1710121550715
USER	Buscar usuários	372	START	1710121550765	1710121550765
REQUEST	372		GET_usuarios	1710121550766	1710121550768	OK	 
USER	Buscar usuários	317	END	1710121545885	1710121550774
USER	Buscar usuários	334	END	1710121547495	1710121550795
USER	Buscar usuários	373	START	1710121550845	1710121550845
REQUEST	373		GET_usuarios	1710121550846	1710121550851	OK	 
USER	Buscar usuários	336	END	1710121547685	1710121550855
USER	Buscar usuários	374	START	1710121550925	1710121550925
REQUEST	374		GET_usuarios	1710121550926	1710121550939	OK	 
USER	Buscar usuários	375	START	1710121551015	1710121551015
REQUEST	375		GET_usuarios	1710121551015	1710121551018	OK	 
USER	Buscar usuários	338	END	1710121547865	1710121551045
USER	Buscar usuários	333	END	1710121547405	1710121551096
USER	Buscar usuários	376	START	1710121551095	1710121551095
REQUEST	376		GET_usuarios	1710121551097	1710121551101	OK	 
USER	Buscar usuários	326	END	1710121546775	1710121551115
USER	Buscar usuários	377	START	1710121551176	1710121551176
REQUEST	377		GET_usuarios	1710121551176	1710121551181	OK	 
USER	Buscar usuários	322	END	1710121546385	1710121551215
USER	Buscar usuários	378	START	1710121551265	1710121551265
REQUEST	378		GET_usuarios	1710121551266	1710121551271	OK	 
USER	Buscar usuários	379	START	1710121551344	1710121551344
REQUEST	379		GET_usuarios	1710121551346	1710121551350	OK	 
USER	Buscar usuários	380	START	1710121551425	1710121551425
REQUEST	380		GET_usuarios	1710121551426	1710121551430	OK	 
USER	Buscar usuários	353	END	1710121549175	1710121551445
USER	Buscar usuários	342	END	1710121548225	1710121551484
USER	Buscar usuários	381	START	1710121551515	1710121551515
REQUEST	381		GET_usuarios	1710121551516	1710121551520	OK	 
USER	Buscar usuários	346	END	1710121548585	1710121551525
USER	Buscar usuários	343	END	1710121548315	1710121551555
USER	Buscar usuários	382	START	1710121551595	1710121551595
REQUEST	382		GET_usuarios	1710121551596	1710121551598	OK	 
USER	Buscar usuários	332	END	1710121547315	1710121551615
USER	Buscar usuários	329	END	1710121547045	1710121551645
USER	Buscar usuários	383	START	1710121551675	1710121551675
REQUEST	383		GET_usuarios	1710121551676	1710121551679	OK	 
USER	Buscar usuários	384	START	1710121551765	1710121551765
REQUEST	384		GET_usuarios	1710121551766	1710121551770	OK	 
USER	Buscar usuários	385	START	1710121551845	1710121551845
REQUEST	385		GET_usuarios	1710121551846	1710121551852	OK	 
USER	Buscar usuários	386	START	1710121551936	1710121551936
REQUEST	386		GET_usuarios	1710121551937	1710121551942	OK	 
USER	Buscar usuários	349	END	1710121548845	1710121551995
USER	Buscar usuários	387	START	1710121552015	1710121552015
REQUEST	387		GET_usuarios	1710121552017	1710121552022	OK	 
USER	Buscar usuários	388	START	1710121552096	1710121552096
REQUEST	388		GET_usuarios	1710121552097	1710121552102	OK	 
USER	Buscar usuários	389	START	1710121552185	1710121552185
REQUEST	389		GET_usuarios	1710121552186	1710121552192	OK	 
USER	Buscar usuários	355	END	1710121549345	1710121552196
USER	Buscar usuários	348	END	1710121548765	1710121552205
USER	Buscar usuários	356	END	1710121549425	1710121552214
USER	Buscar usuários	341	END	1710121548136	1710121552246
USER	Buscar usuários	390	START	1710121552265	1710121552265
REQUEST	390		GET_usuarios	1710121552266	1710121552272	OK	 
USER	Buscar usuários	340	END	1710121548045	1710121552275
USER	Buscar usuários	359	END	1710121549675	1710121552305
USER	Buscar usuários	391	START	1710121552345	1710121552345
REQUEST	391		GET_usuarios	1710121552346	1710121552351	OK	 
USER	Buscar usuários	354	END	1710121549265	1710121552355
USER	Buscar usuários	392	START	1710121552435	1710121552435
REQUEST	392		GET_usuarios	1710121552436	1710121552442	OK	 
USER	Buscar usuários	393	START	1710121552515	1710121552515
REQUEST	393		GET_usuarios	1710121552516	1710121552520	OK	 
USER	Buscar usuários	394	START	1710121552595	1710121552595
REQUEST	394		GET_usuarios	1710121552596	1710121552601	OK	 
USER	Buscar usuários	352	END	1710121549095	1710121552636
USER	Buscar usuários	395	START	1710121552685	1710121552685
REQUEST	395		GET_usuarios	1710121552686	1710121552692	OK	 
USER	Buscar usuários	396	START	1710121552755	1710121552755
REQUEST	396		GET_usuarios	1710121552756	1710121552759	OK	 
USER	Buscar usuários	397	START	1710121552835	1710121552835
REQUEST	397		GET_usuarios	1710121552836	1710121552841	OK	 
USER	Buscar usuários	350	END	1710121548924	1710121552866
USER	Buscar usuários	398	START	1710121552905	1710121552905
REQUEST	398		GET_usuarios	1710121552906	1710121552911	OK	 
USER	Buscar usuários	399	START	1710121552985	1710121552985
REQUEST	399		GET_usuarios	1710121552986	1710121552990	OK	 
USER	Buscar usuários	362	END	1710121549935	1710121553025
USER	Buscar usuários	363	END	1710121550015	1710121553055
USER	Buscar usuários	400	START	1710121553064	1710121553064
REQUEST	400		GET_usuarios	1710121553065	1710121553070	OK	 
USER	Buscar usuários	351	END	1710121549015	1710121553105
USER	Buscar usuários	401	START	1710121553145	1710121553145
REQUEST	401		GET_usuarios	1710121553146	1710121553150	OK	 
USER	Buscar usuários	402	START	1710121553215	1710121553215
REQUEST	402		GET_usuarios	1710121553216	1710121553221	OK	 
USER	Buscar usuários	365	END	1710121550185	1710121553225
USER	Buscar usuários	403	START	1710121553295	1710121553295
REQUEST	403		GET_usuarios	1710121553296	1710121553301	OK	 
USER	Buscar usuários	373	END	1710121550845	1710121553326
USER	Buscar usuários	404	START	1710121553375	1710121553375
REQUEST	404		GET_usuarios	1710121553376	1710121553380	OK	 
USER	Buscar usuários	374	END	1710121550925	1710121553445
USER	Buscar usuários	405	START	1710121553445	1710121553445
REQUEST	405		GET_usuarios	1710121553445	1710121553448	OK	 
USER	Buscar usuários	368	END	1710121550435	1710121553515
USER	Buscar usuários	406	START	1710121553525	1710121553525
REQUEST	406		GET_usuarios	1710121553526	1710121553529	OK	 
USER	Buscar usuários	347	END	1710121548685	1710121553575
USER	Buscar usuários	407	START	1710121553605	1710121553605
REQUEST	407		GET_usuarios	1710121553606	1710121553611	OK	 
USER	Buscar usuários	408	START	1710121553675	1710121553675
REQUEST	408		GET_usuarios	1710121553676	1710121553680	OK	 
USER	Buscar usuários	367	END	1710121550345	1710121553695
USER	Buscar usuários	409	START	1710121553755	1710121553755
REQUEST	409		GET_usuarios	1710121553756	1710121553762	OK	 
USER	Buscar usuários	376	END	1710121551095	1710121553815
USER	Buscar usuários	410	START	1710121553834	1710121553834
REQUEST	410		GET_usuarios	1710121553835	1710121553839	OK	 
USER	Buscar usuários	361	END	1710121549845	1710121553855
USER	Buscar usuários	358	END	1710121549595	1710121553886
USER	Buscar usuários	357	END	1710121549515	1710121553896
USER	Buscar usuários	360	END	1710121549765	1710121553915
USER	Buscar usuários	411	START	1710121553915	1710121553915
REQUEST	411		GET_usuarios	1710121553916	1710121553919	OK	 
USER	Buscar usuários	412	START	1710121553985	1710121553985
REQUEST	412		GET_usuarios	1710121553985	1710121553987	OK	 
USER	Buscar usuários	413	START	1710121554065	1710121554065
REQUEST	413		GET_usuarios	1710121554066	1710121554071	OK	 
USER	Buscar usuários	414	START	1710121554145	1710121554145
REQUEST	414		GET_usuarios	1710121554146	1710121554151	OK	 
USER	Buscar usuários	385	END	1710121551845	1710121554175
USER	Buscar usuários	415	START	1710121554215	1710121554215
REQUEST	415		GET_usuarios	1710121554216	1710121554220	OK	 
USER	Buscar usuários	416	START	1710121554295	1710121554295
REQUEST	416		GET_usuarios	1710121554296	1710121554301	OK	 
USER	Buscar usuários	387	END	1710121552015	1710121554355
USER	Buscar usuários	417	START	1710121554375	1710121554375
REQUEST	417		GET_usuarios	1710121554376	1710121554380	OK	 
USER	Buscar usuários	418	START	1710121554445	1710121554445
REQUEST	418		GET_usuarios	1710121554446	1710121554450	OK	 
USER	Buscar usuários	419	START	1710121554525	1710121554525
REQUEST	419		GET_usuarios	1710121554526	1710121554528	OK	 
USER	Buscar usuários	364	END	1710121550095	1710121554605
USER	Buscar usuários	420	START	1710121554605	1710121554605
REQUEST	420		GET_usuarios	1710121554606	1710121554611	OK	 
USER	Buscar usuários	366	END	1710121550266	1710121554625
USER	Buscar usuários	421	START	1710121554685	1710121554685
REQUEST	421		GET_usuarios	1710121554687	1710121554692	OK	 
USER	Buscar usuários	422	START	1710121554755	1710121554755
REQUEST	422		GET_usuarios	1710121554755	1710121554758	OK	 
USER	Buscar usuários	375	END	1710121551015	1710121554815
USER	Buscar usuários	423	START	1710121554824	1710121554824
REQUEST	423		GET_usuarios	1710121554825	1710121554828	OK	 
USER	Buscar usuários	424	START	1710121554895	1710121554895
REQUEST	424		GET_usuarios	1710121554896	1710121554900	OK	 
USER	Buscar usuários	369	END	1710121550515	1710121554905
USER	Buscar usuários	425	START	1710121554965	1710121554965
REQUEST	425		GET_usuarios	1710121554966	1710121554968	OK	 
USER	Buscar usuários	382	END	1710121551595	1710121554975
USER	Buscar usuários	426	START	1710121555035	1710121555035
REQUEST	426		GET_usuarios	1710121555036	1710121555040	OK	 
USER	Buscar usuários	427	START	1710121555105	1710121555105
REQUEST	427		GET_usuarios	1710121555106	1710121555111	OK	 
USER	Buscar usuários	379	END	1710121551344	1710121555125
USER	Buscar usuários	398	END	1710121552905	1710121555175
USER	Buscar usuários	428	START	1710121555175	1710121555175
REQUEST	428		GET_usuarios	1710121555176	1710121555181	OK	 
USER	Buscar usuários	372	END	1710121550765	1710121555205
USER	Buscar usuários	378	END	1710121551265	1710121555245
USER	Buscar usuários	429	START	1710121555255	1710121555255
REQUEST	429		GET_usuarios	1710121555256	1710121555261	OK	 
USER	Buscar usuários	430	START	1710121555325	1710121555325
REQUEST	430		GET_usuarios	1710121555326	1710121555331	OK	 
USER	Buscar usuários	370	END	1710121550595	1710121555375
USER	Buscar usuários	431	START	1710121555394	1710121555394
REQUEST	431		GET_usuarios	1710121555395	1710121555397	OK	 
USER	Buscar usuários	380	END	1710121551425	1710121555405
USER	Buscar usuários	432	START	1710121555465	1710121555465
REQUEST	432		GET_usuarios	1710121555465	1710121555468	OK	 
USER	Buscar usuários	396	END	1710121552755	1710121555505
USER	Buscar usuários	433	START	1710121555535	1710121555535
REQUEST	433		GET_usuarios	1710121555536	1710121555540	OK	 
USER	Buscar usuários	381	END	1710121551515	1710121555555
USER	Buscar usuários	400	END	1710121553064	1710121555565
USER	Buscar usuários	383	END	1710121551675	1710121555575
USER	Buscar usuários	434	START	1710121555605	1710121555605
REQUEST	434		GET_usuarios	1710121555606	1710121555611	OK	 
USER	Buscar usuários	371	END	1710121550685	1710121555645
USER	Buscar usuários	377	END	1710121551176	1710121555665
USER	Buscar usuários	435	START	1710121555674	1710121555674
REQUEST	435		GET_usuarios	1710121555675	1710121555677	OK	 
USER	Buscar usuários	436	START	1710121555755	1710121555755
REQUEST	436		GET_usuarios	1710121555755	1710121555757	OK	 
USER	Buscar usuários	386	END	1710121551936	1710121555765
USER	Buscar usuários	388	END	1710121552096	1710121555775
USER	Buscar usuários	389	END	1710121552185	1710121555815
USER	Buscar usuários	437	START	1710121555825	1710121555825
REQUEST	437		GET_usuarios	1710121555826	1710121555829	OK	 
USER	Buscar usuários	403	END	1710121553295	1710121555884
USER	Buscar usuários	438	START	1710121555895	1710121555895
REQUEST	438		GET_usuarios	1710121555895	1710121555898	OK	 
USER	Buscar usuários	384	END	1710121551765	1710121555905
USER	Buscar usuários	390	END	1710121552265	1710121555935
USER	Buscar usuários	439	START	1710121555965	1710121555965
REQUEST	439		GET_usuarios	1710121555966	1710121555971	OK	 
USER	Buscar usuários	440	START	1710121556035	1710121556035
REQUEST	440		GET_usuarios	1710121556035	1710121556038	OK	 
USER	Buscar usuários	441	START	1710121556105	1710121556105
REQUEST	441		GET_usuarios	1710121556106	1710121556109	OK	 
USER	Buscar usuários	442	START	1710121556185	1710121556185
REQUEST	442		GET_usuarios	1710121556185	1710121556188	OK	 
USER	Buscar usuários	392	END	1710121552435	1710121556195
USER	Buscar usuários	397	END	1710121552835	1710121556235
USER	Buscar usuários	443	START	1710121556255	1710121556255
REQUEST	443		GET_usuarios	1710121556255	1710121556258	OK	 
USER	Buscar usuários	444	START	1710121556325	1710121556325
REQUEST	444		GET_usuarios	1710121556326	1710121556328	OK	 
USER	Buscar usuários	401	END	1710121553145	1710121556395
USER	Buscar usuários	445	START	1710121556395	1710121556395
REQUEST	445		GET_usuarios	1710121556396	1710121556398	OK	 
USER	Buscar usuários	415	END	1710121554215	1710121556415
USER	Buscar usuários	446	START	1710121556465	1710121556465
REQUEST	446		GET_usuarios	1710121556465	1710121556469	OK	 
USER	Buscar usuários	416	END	1710121554295	1710121556485
USER	Buscar usuários	402	END	1710121553215	1710121556525
USER	Buscar usuários	447	START	1710121556535	1710121556535
REQUEST	447		GET_usuarios	1710121556535	1710121556538	OK	 
USER	Buscar usuários	448	START	1710121556605	1710121556605
REQUEST	448		GET_usuarios	1710121556605	1710121556609	OK	 
USER	Buscar usuários	408	END	1710121553675	1710121556626
USER	Buscar usuários	395	END	1710121552685	1710121556626
USER	Buscar usuários	449	START	1710121556685	1710121556685
REQUEST	449		GET_usuarios	1710121556686	1710121556691	OK	 
USER	Buscar usuários	399	END	1710121552985	1710121556726
USER	Buscar usuários	405	END	1710121553445	1710121556726
USER	Buscar usuários	450	START	1710121556755	1710121556755
REQUEST	450		GET_usuarios	1710121556756	1710121556758	OK	 
USER	Buscar usuários	413	END	1710121554065	1710121556764
USER	Buscar usuários	451	START	1710121556825	1710121556825
REQUEST	451		GET_usuarios	1710121556825	1710121556828	OK	 
USER	Buscar usuários	412	END	1710121553985	1710121556884
USER	Buscar usuários	417	END	1710121554375	1710121556884
USER	Buscar usuários	452	START	1710121556895	1710121556895
REQUEST	452		GET_usuarios	1710121556895	1710121556898	OK	 
USER	Buscar usuários	391	END	1710121552345	1710121556915
USER	Buscar usuários	410	END	1710121553834	1710121556915
USER	Buscar usuários	418	END	1710121554445	1710121556956
USER	Buscar usuários	453	START	1710121556965	1710121556965
REQUEST	453		GET_usuarios	1710121556966	1710121556970	OK	 
USER	Buscar usuários	404	END	1710121553375	1710121556985
USER	Buscar usuários	454	START	1710121557035	1710121557035
REQUEST	454		GET_usuarios	1710121557037	1710121557041	OK	 
USER	Buscar usuários	425	END	1710121554965	1710121557076
USER	Buscar usuários	455	START	1710121557105	1710121557105
REQUEST	455		GET_usuarios	1710121557105	1710121557107	OK	 
USER	Buscar usuários	394	END	1710121552595	1710121557186
USER	Buscar usuários	456	START	1710121557186	1710121557186
REQUEST	456		GET_usuarios	1710121557186	1710121557189	OK	 
USER	Buscar usuários	393	END	1710121552515	1710121557205
USER	Buscar usuários	414	END	1710121554145	1710121557214
USER	Buscar usuários	406	END	1710121553525	1710121557245
USER	Buscar usuários	457	START	1710121557255	1710121557255
REQUEST	457		GET_usuarios	1710121557255	1710121557258	OK	 
USER	Buscar usuários	458	START	1710121557325	1710121557325
REQUEST	458		GET_usuarios	1710121557325	1710121557327	OK	 
USER	Buscar usuários	459	START	1710121557395	1710121557395
REQUEST	459		GET_usuarios	1710121557396	1710121557399	OK	 
USER	Buscar usuários	460	START	1710121557465	1710121557465
REQUEST	460		GET_usuarios	1710121557466	1710121557470	OK	 
USER	Buscar usuários	461	START	1710121557535	1710121557535
REQUEST	461		GET_usuarios	1710121557536	1710121557541	OK	 
USER	Buscar usuários	462	START	1710121557605	1710121557605
REQUEST	462		GET_usuarios	1710121557606	1710121557610	OK	 
USER	Buscar usuários	409	END	1710121553755	1710121557675
USER	Buscar usuários	411	END	1710121553915	1710121557675
USER	Buscar usuários	463	START	1710121557685	1710121557685
REQUEST	463		GET_usuarios	1710121557686	1710121557690	OK	 
USER	Buscar usuários	464	START	1710121557756	1710121557756
REQUEST	464		GET_usuarios	1710121557757	1710121557762	OK	 
USER	Buscar usuários	465	START	1710121557825	1710121557825
REQUEST	465		GET_usuarios	1710121557826	1710121557831	OK	 
USER	Buscar usuários	420	END	1710121554605	1710121557835
USER	Buscar usuários	431	END	1710121555394	1710121557885
USER	Buscar usuários	466	START	1710121557895	1710121557895
REQUEST	466		GET_usuarios	1710121557896	1710121557900	OK	 
USER	Buscar usuários	467	START	1710121557965	1710121557965
REQUEST	467		GET_usuarios	1710121557966	1710121557971	OK	 
USER	Buscar usuários	437	END	1710121555825	1710121557986
USER	Buscar usuários	429	END	1710121555255	1710121558005
USER	Buscar usuários	468	START	1710121558035	1710121558035
REQUEST	468		GET_usuarios	1710121558036	1710121558041	OK	 
USER	Buscar usuários	469	START	1710121558105	1710121558105
REQUEST	469		GET_usuarios	1710121558106	1710121558111	OK	 
USER	Buscar usuários	430	END	1710121555325	1710121558115
USER	Buscar usuários	440	END	1710121556035	1710121558135
USER	Buscar usuários	470	START	1710121558185	1710121558185
REQUEST	470		GET_usuarios	1710121558186	1710121558191	OK	 
USER	Buscar usuários	471	START	1710121558255	1710121558255
REQUEST	471		GET_usuarios	1710121558256	1710121558262	OK	 
USER	Buscar usuários	472	START	1710121558325	1710121558325
REQUEST	472		GET_usuarios	1710121558326	1710121558331	OK	 
USER	Buscar usuários	407	END	1710121553605	1710121558386
USER	Buscar usuários	473	START	1710121558395	1710121558395
REQUEST	473		GET_usuarios	1710121558396	1710121558401	OK	 
USER	Buscar usuários	428	END	1710121555175	1710121558446
USER	Buscar usuários	474	START	1710121558465	1710121558465
REQUEST	474		GET_usuarios	1710121558466	1710121558471	OK	 
USER	Buscar usuários	433	END	1710121555535	1710121558505
USER	Buscar usuários	475	START	1710121558536	1710121558536
REQUEST	475		GET_usuarios	1710121558537	1710121558541	OK	 
USER	Buscar usuários	435	END	1710121555674	1710121558586
USER	Buscar usuários	476	START	1710121558605	1710121558605
REQUEST	476		GET_usuarios	1710121558606	1710121558609	OK	 
USER	Buscar usuários	477	START	1710121558685	1710121558685
REQUEST	477		GET_usuarios	1710121558686	1710121558692	OK	 
USER	Buscar usuários	478	START	1710121558745	1710121558745
REQUEST	478		GET_usuarios	1710121558746	1710121558751	OK	 
USER	Buscar usuários	479	START	1710121558815	1710121558815
REQUEST	479		GET_usuarios	1710121558816	1710121558824	OK	 
USER	Buscar usuários	480	START	1710121558875	1710121558875
REQUEST	480		GET_usuarios	1710121558875	1710121558878	OK	 
USER	Buscar usuários	427	END	1710121555105	1710121558945
USER	Buscar usuários	481	START	1710121558945	1710121558945
REQUEST	481		GET_usuarios	1710121558946	1710121558948	OK	 
USER	Buscar usuários	434	END	1710121555605	1710121558965
USER	Buscar usuários	424	END	1710121554895	1710121558985
USER	Buscar usuários	421	END	1710121554685	1710121558985
USER	Buscar usuários	482	START	1710121559015	1710121559015
REQUEST	482		GET_usuarios	1710121559015	1710121559017	OK	 
USER	Buscar usuários	483	START	1710121559075	1710121559075
REQUEST	483		GET_usuarios	1710121559075	1710121559077	OK	 
USER	Buscar usuários	484	START	1710121559145	1710121559145
REQUEST	484		GET_usuarios	1710121559145	1710121559147	OK	 
USER	Buscar usuários	426	END	1710121555035	1710121559185
USER	Buscar usuários	485	START	1710121559215	1710121559215
REQUEST	485		GET_usuarios	1710121559216	1710121559218	OK	 
USER	Buscar usuários	422	END	1710121554755	1710121559265
USER	Buscar usuários	486	START	1710121559274	1710121559274
REQUEST	486		GET_usuarios	1710121559274	1710121559277	OK	 
USER	Buscar usuários	487	START	1710121559345	1710121559345
REQUEST	487		GET_usuarios	1710121559346	1710121559350	OK	 
USER	Buscar usuários	454	END	1710121557035	1710121559365
USER	Buscar usuários	488	START	1710121559416	1710121559416
REQUEST	488		GET_usuarios	1710121559416	1710121559421	OK	 
USER	Buscar usuários	448	END	1710121556605	1710121559445
USER	Buscar usuários	419	END	1710121554525	1710121559456
USER	Buscar usuários	423	END	1710121554824	1710121559456
USER	Buscar usuários	489	START	1710121559475	1710121559475
REQUEST	489		GET_usuarios	1710121559476	1710121559480	OK	 
USER	Buscar usuários	490	START	1710121559545	1710121559545
REQUEST	490		GET_usuarios	1710121559546	1710121559550	OK	 
USER	Buscar usuários	491	START	1710121559616	1710121559616
REQUEST	491		GET_usuarios	1710121559616	1710121559620	OK	 
USER	Buscar usuários	450	END	1710121556755	1710121559676
USER	Buscar usuários	492	START	1710121559676	1710121559676
REQUEST	492		GET_usuarios	1710121559676	1710121559681	OK	 
USER	Buscar usuários	442	END	1710121556185	1710121559685
USER	Buscar usuários	493	START	1710121559746	1710121559746
REQUEST	493		GET_usuarios	1710121559746	1710121559751	OK	 
USER	Buscar usuários	458	END	1710121557325	1710121559755
USER	Buscar usuários	494	START	1710121559815	1710121559815
REQUEST	494		GET_usuarios	1710121559816	1710121559820	OK	 
USER	Buscar usuários	495	START	1710121559885	1710121559885
