ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710037435256	 	3.2.1
USER	Buscar usuários	11	START	1710037438659	1710037438659
REQUEST	20		GET_carrinhos	1710037438652	1710037438660	KO	jsonPath($.quantidade).find.is(16), but actually found 1
REQUEST	11		GET_usuarios	1710037438660	1710037438664	OK	 
USER	Buscar usuários	21	START	1710037438850	1710037438850
REQUEST	21		GET_usuarios	1710037438852	1710037438856	OK	 
USER	Buscar produtos	26	START	1710037438990	1710037438990
REQUEST	26		GET_produtos	1710037438992	1710037438997	OK	 
USER	Buscar usuários	22	START	1710037439050	1710037439050
REQUEST	22		GET_usuarios	1710037439051	1710037439057	OK	 
USER	Buscar usuários	23	START	1710037439250	1710037439250
REQUEST	23		GET_usuarios	1710037439251	1710037439256	OK	 
USER	Buscar produtos	27	START	1710037439320	1710037439320
REQUEST	27		GET_produtos	1710037439322	1710037439327	OK	 
USER	Buscar usuários	4	END	1710037437260	1710037439382
USER	Buscar usuários	24	START	1710037439450	1710037439450
REQUEST	24		GET_usuarios	1710037439452	1710037439458	OK	 
USER	Buscar usuários	25	START	1710037439651	1710037439651
USER	Buscar carrinhos	29	START	1710037439651	1710037439651
USER	Buscar produtos	28	START	1710037439651	1710037439651
REQUEST	25		GET_usuarios	1710037439652	1710037439659	OK	 
REQUEST	29		GET_carrinhos	1710037439652	1710037439658	KO	jsonPath($.quantidade).find.is(16), but actually found 1
REQUEST	28		GET_produtos	1710037439653	1710037439659	OK	 
USER	Buscar usuários	2	END	1710037436860	1710037439710
USER	Buscar usuários	3	END	1710037437060	1710037439851
USER	Buscar usuários	30	START	1710037439850	1710037439850
REQUEST	30		GET_usuarios	1710037439852	1710037439856	OK	 
USER	Buscar usuários	31	START	1710037440049	1710037440049
REQUEST	31		GET_usuarios	1710037440050	1710037440052	OK	 
USER	Buscar usuários	8	END	1710037438060	1710037440151
USER	Buscar produtos	35	START	1710037440151	1710037440151
REQUEST	35		GET_produtos	1710037440152	1710037440157	OK	 
USER	Buscar usuários	32	START	1710037440250	1710037440250
REQUEST	32		GET_usuarios	1710037440251	1710037440257	OK	 
USER	Buscar produtos	14	END	1710037437320	1710037440431
USER	Buscar usuários	33	START	1710037440449	1710037440449
REQUEST	33		GET_usuarios	1710037440450	1710037440454	OK	 
USER	Buscar usuários	34	START	1710037440650	1710037440650
USER	Buscar carrinhos	37	START	1710037440650	1710037440650
USER	Buscar produtos	36	START	1710037440650	1710037440650
REQUEST	36		GET_produtos	1710037440652	1710037440657	OK	 
REQUEST	34		GET_usuarios	1710037440651	1710037440658	OK	 
REQUEST	37		GET_carrinhos	1710037440651	1710037440658	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar produtos	12	END	1710037436645	1710037440790
USER	Buscar usuários	9	END	1710037438260	1710037440840
USER	Buscar usuários	38	START	1710037440850	1710037440850
REQUEST	38		GET_usuarios	1710037440851	1710037440857	OK	 
USER	Buscar produtos	43	START	1710037440990	1710037440990
REQUEST	43		GET_produtos	1710037440991	1710037440995	OK	 
USER	Buscar usuários	39	START	1710037441050	1710037441050
REQUEST	39		GET_usuarios	1710037441050	1710037441053	OK	 
USER	Buscar usuários	22	END	1710037439050	1710037441150
USER	Buscar usuários	40	START	1710037441250	1710037441250
REQUEST	40		GET_usuarios	1710037441251	1710037441257	OK	 
USER	Buscar produtos	44	START	1710037441320	1710037441320
REQUEST	44		GET_produtos	1710037441320	1710037441324	OK	 
USER	Buscar produtos	15	END	1710037437650	1710037441350
USER	Buscar usuários	41	START	1710037441450	1710037441450
REQUEST	41		GET_usuarios	1710037441452	1710037441457	OK	 
USER	Buscar usuários	6	END	1710037437659	1710037441480
USER	Buscar carrinhos	18	END	1710037436647	1710037441581
USER	Buscar usuários	1	END	1710037436639	1710037441640
USER	Buscar usuários	42	START	1710037441650	1710037441650
USER	Buscar produtos	45	START	1710037441650	1710037441650
USER	Buscar carrinhos	46	START	1710037441650	1710037441650
REQUEST	45		GET_produtos	1710037441650	1710037441654	OK	 
REQUEST	42		GET_usuarios	1710037441650	1710037441655	OK	 
REQUEST	46		GET_carrinhos	1710037441650	1710037441655	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar usuários	5	END	1710037437460	1710037441770
USER	Buscar usuários	47	START	1710037441849	1710037441849
REQUEST	47		GET_usuarios	1710037441850	1710037441855	OK	 
USER	Buscar usuários	23	END	1710037439250	1710037442050
USER	Buscar usuários	48	START	1710037442050	1710037442050
REQUEST	48		GET_usuarios	1710037442051	1710037442054	OK	 
USER	Buscar usuários	24	END	1710037439450	1710037442111
USER	Buscar produtos	52	START	1710037442150	1710037442150
REQUEST	52		GET_produtos	1710037442152	1710037442157	OK	 
USER	Buscar produtos	13	END	1710037436979	1710037442250
USER	Buscar usuários	49	START	1710037442250	1710037442250
REQUEST	49		GET_usuarios	1710037442251	1710037442257	OK	 
USER	Buscar carrinhos	19	END	1710037437650	1710037442330
USER	Buscar usuários	30	END	1710037439850	1710037442330
USER	Buscar produtos	16	END	1710037438150	1710037442390
USER	Buscar usuários	50	START	1710037442450	1710037442450
REQUEST	50		GET_usuarios	1710037442451	1710037442454	OK	 
USER	Buscar usuários	10	END	1710037438460	1710037442590
USER	Buscar usuários	32	END	1710037440250	1710037442610
USER	Buscar usuários	51	START	1710037442650	1710037442650
USER	Buscar carrinhos	54	START	1710037442650	1710037442650
USER	Buscar produtos	53	START	1710037442650	1710037442650
REQUEST	51		GET_usuarios	1710037442651	1710037442657	OK	 
REQUEST	53		GET_produtos	1710037442652	1710037442658	OK	 
REQUEST	54		GET_carrinhos	1710037442652	1710037442658	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar usuários	7	END	1710037437860	1710037442760
USER	Buscar usuários	55	START	1710037442850	1710037442850
REQUEST	55		GET_usuarios	1710037442851	1710037442857	OK	 
USER	Buscar produtos	60	START	1710037442990	1710037442990
REQUEST	60		GET_produtos	1710037442991	1710037442996	OK	 
USER	Buscar usuários	56	START	1710037443049	1710037443049
REQUEST	56		GET_usuarios	1710037443050	1710037443054	OK	 
USER	Buscar usuários	33	END	1710037440449	1710037443120
USER	Buscar produtos	17	END	1710037438650	1710037443190
USER	Buscar usuários	57	START	1710037443250	1710037443250
REQUEST	57		GET_usuarios	1710037443250	1710037443253	OK	 
USER	Buscar produtos	61	START	1710037443319	1710037443319
REQUEST	61		GET_produtos	1710037443320	1710037443324	OK	 
USER	Buscar usuários	11	END	1710037438659	1710037443330
USER	Buscar carrinhos	20	END	1710037438650	1710037443339
USER	Buscar usuários	58	START	1710037443449	1710037443449
REQUEST	58		GET_usuarios	1710037443451	1710037443456	OK	 
USER	Buscar usuários	21	END	1710037438850	1710037443469
USER	Buscar usuários	38	END	1710037440850	1710037443490
USER	Buscar produtos	62	START	1710037443650	1710037443650
USER	Buscar usuários	59	START	1710037443650	1710037443650
USER	Buscar carrinhos	63	START	1710037443650	1710037443650
REQUEST	59		GET_usuarios	1710037443651	1710037443657	OK	 
REQUEST	62		GET_produtos	1710037443651	1710037443657	OK	 
REQUEST	63		GET_carrinhos	1710037443652	1710037443657	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar usuários	25	END	1710037439651	1710037443760
USER	Buscar usuários	64	START	1710037443850	1710037443850
REQUEST	64		GET_usuarios	1710037443852	1710037443858	OK	 
USER	Buscar produtos	27	END	1710037439320	1710037443859
USER	Buscar usuários	65	START	1710037444050	1710037444050
REQUEST	65		GET_usuarios	1710037444051	1710037444056	OK	 
USER	Buscar produtos	43	END	1710037440990	1710037444141
USER	Buscar produtos	69	START	1710037444150	1710037444150
REQUEST	69		GET_produtos	1710037444151	1710037444156	OK	 
USER	Buscar usuários	42	END	1710037441650	1710037444191
USER	Buscar produtos	26	END	1710037438990	1710037444220
USER	Buscar usuários	66	START	1710037444250	1710037444250
REQUEST	66		GET_usuarios	1710037444251	1710037444255	OK	 
USER	Buscar usuários	49	END	1710037442250	1710037444330
USER	Buscar produtos	28	END	1710037439651	1710037444330
USER	Buscar usuários	67	START	1710037444450	1710037444450
REQUEST	67		GET_usuarios	1710037444451	1710037444456	OK	 
USER	Buscar usuários	39	END	1710037441050	1710037444510
USER	Buscar carrinhos	71	START	1710037444650	1710037444650
USER	Buscar usuários	68	START	1710037444650	1710037444650
USER	Buscar produtos	70	START	1710037444651	1710037444651
REQUEST	70		GET_produtos	1710037444652	1710037444658	OK	 
REQUEST	68		GET_usuarios	1710037444652	1710037444658	OK	 
REQUEST	71		GET_carrinhos	1710037444652	1710037444658	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar usuários	34	END	1710037440650	1710037444741
USER	Buscar usuários	40	END	1710037441250	1710037444820
USER	Buscar usuários	72	START	1710037444849	1710037444849
REQUEST	72		GET_usuarios	1710037444850	1710037444854	OK	 
USER	Buscar usuários	31	END	1710037440049	1710037444899
USER	Buscar carrinhos	37	END	1710037440650	1710037444899
USER	Buscar produtos	77	START	1710037444989	1710037444989
REQUEST	77		GET_produtos	1710037444990	1710037444996	OK	 
USER	Buscar usuários	73	START	1710037445050	1710037445050
REQUEST	73		GET_usuarios	1710037445051	1710037445057	OK	 
USER	Buscar usuários	74	START	1710037445249	1710037445249
REQUEST	74		GET_usuarios	1710037445250	1710037445252	OK	 
USER	Buscar produtos	78	START	1710037445320	1710037445320
REQUEST	78		GET_produtos	1710037445321	1710037445326	OK	 
USER	Buscar usuários	41	END	1710037441450	1710037445360
USER	Buscar usuários	75	START	1710037445450	1710037445450
REQUEST	75		GET_usuarios	1710037445452	1710037445457	OK	 
USER	Buscar produtos	44	END	1710037441320	1710037445530
USER	Buscar carrinhos	80	START	1710037445649	1710037445649
USER	Buscar usuários	76	START	1710037445649	1710037445649
USER	Buscar produtos	79	START	1710037445649	1710037445649
REQUEST	76		GET_usuarios	1710037445650	1710037445653	OK	 
REQUEST	79		GET_produtos	1710037445650	1710037445653	OK	 
REQUEST	80		GET_carrinhos	1710037445649	1710037445653	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar produtos	35	END	1710037440151	1710037445821
USER	Buscar usuários	47	END	1710037441849	1710037445850
USER	Buscar usuários	81	START	1710037445860	1710037445860
REQUEST	81		GET_usuarios	1710037445861	1710037445863	OK	 
USER	Buscar carrinhos	29	END	1710037439651	1710037445900
USER	Buscar produtos	36	END	1710037440650	1710037445900
USER	Buscar usuários	55	END	1710037442850	1710037445931
USER	Buscar usuários	57	END	1710037443250	1710037445931
USER	Buscar produtos	45	END	1710037441650	1710037445971
USER	Buscar usuários	48	END	1710037442050	1710037446050
USER	Buscar usuários	82	START	1710037446060	1710037446060
REQUEST	82		GET_usuarios	1710037446060	1710037446065	OK	 
USER	Buscar produtos	86	START	1710037446159	1710037446159
REQUEST	86		GET_produtos	1710037446161	1710037446167	OK	 
USER	Buscar usuários	83	START	1710037446260	1710037446260
REQUEST	83		GET_usuarios	1710037446261	1710037446265	OK	 
USER	Buscar usuários	84	START	1710037446459	1710037446459
REQUEST	84		GET_usuarios	1710037446460	1710037446462	OK	 
USER	Buscar carrinhos	88	START	1710037446650	1710037446650
REQUEST	88		GET_carrinhos	1710037446650	1710037446653	KO	jsonPath($.quantidade).find.is(16), but actually found 1
USER	Buscar usuários	85	START	1710037446660	1710037446660
USER	Buscar produtos	87	START	1710037446660	1710037446660
REQUEST	85		GET_usuarios	1710037446660	1710037446665	OK	 
REQUEST	87		GET_produtos	1710037446660	1710037446665	OK	 
USER	Buscar usuários	56	END	1710037443049	1710037446820
USER	Buscar usuários	59	END	1710037443650	1710037446829
USER	Buscar usuários	89	START	1710037446850	1710037446850
REQUEST	89		GET_usuarios	1710037446852	1710037446856	OK	 
USER	Buscar produtos	62	END	1710037443650	1710037446870
USER	Buscar produtos	94	START	1710037446990	1710037446990
REQUEST	94		GET_produtos	1710037446991	1710037446997	OK	 
USER	Buscar usuários	90	START	1710037447050	1710037447050
REQUEST	90		GET_usuarios	1710037447051	1710037447055	OK	 
USER	Buscar usuários	51	END	1710037442650	1710037447110
USER	Buscar usuários	91	START	1710037447250	1710037447250
REQUEST	91		GET_usuarios	1710037447251	1710037447255	OK	 
USER	Buscar usuários	50	END	1710037442450	1710037447259
USER	Buscar produtos	95	START	1710037447319	1710037447319
REQUEST	95		GET_produtos	1710037447320	1710037447325	OK	 
USER	Buscar usuários	92	START	1710037447449	1710037447449
REQUEST	92		GET_usuarios	1710037447449	1710037447451	OK	 
USER	Buscar usuários	67	END	1710037444450	1710037447639
USER	Buscar usuários	93	START	1710037447650	1710037447650
USER	Buscar produtos	96	START	1710037447650	1710037447650
USER	Buscar carrinhos	97	START	1710037447650	1710037447650
REQUEST	97		GET_carrinhos	1710037447651	1710037447656	KO	jsonPath($.quantidade).find.is(16), but actually found 1
REQUEST	96		GET_produtos	1710037447651	1710037447656	OK	 
REQUEST	93		GET_usuarios	1710037447651	1710037447657	OK	 
USER	Buscar usuários	98	START	1710037447850	1710037447850
REQUEST	98		GET_usuarios	1710037447850	1710037447855	OK	 
USER	Buscar usuários	76	END	1710037445649	1710037447921
USER	Buscar usuários	58	END	1710037443449	1710037448021
USER	Buscar usuários	73	END	1710037445050	1710037448030
USER	Buscar usuários	66	END	1710037444250	1710037448050
USER	Buscar usuários	99	START	1710037448050	1710037448050
REQUEST	99		GET_usuarios	1710037448051	1710037448055	OK	 
USER	Buscar produtos	52	END	1710037442150	1710037448070
USER	Buscar usuários	72	END	1710037444849	1710037448070
USER	Buscar usuários	64	END	1710037443850	1710037448150
USER	Buscar produtos	103	START	1710037448150	1710037448150
REQUEST	103		GET_produtos	1710037448151	1710037448156	OK	 
USER	Buscar usuários	75	END	1710037445450	1710037448160
USER	Buscar produtos	69	END	1710037444150	1710037448250
USER	Buscar usuários	100	START	1710037448250	1710037448250
REQUEST	100		GET_usuarios	1710037448250	1710037448253	OK	 
USER	Buscar carrinhos	63	END	1710037443650	1710037448430
USER	
