ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710113231760	 	3.2.1
USER	Buscar produtos	13	START	1710113233739	1710113233739
REQUEST	13		GET_produtos	1710113233741	1710113233749	OK	 
USER	Buscar produtos	14	START	1710113233840	1710113233840
REQUEST	14		GET_produtos	1710113233841	1710113233848	OK	 
USER	Buscar produtos	15	START	1710113233940	1710113233940
REQUEST	15		GET_produtos	1710113233941	1710113233949	OK	 
USER	Buscar produtos	16	START	1710113234039	1710113234039
REQUEST	16		GET_produtos	1710113234041	1710113234047	OK	 
USER	Buscar produtos	17	START	1710113234139	1710113234139
REQUEST	17		GET_produtos	1710113234141	1710113234149	OK	 
USER	Buscar produtos	18	START	1710113234240	1710113234240
REQUEST	18		GET_produtos	1710113234241	1710113234250	OK	 
USER	Buscar produtos	19	START	1710113234339	1710113234339
REQUEST	19		GET_produtos	1710113234341	1710113234347	OK	 
USER	Buscar produtos	20	START	1710113234439	1710113234439
REQUEST	20		GET_produtos	1710113234441	1710113234446	OK	 
USER	Editar Usuário	27	START	1710113234530	1710113234530
USER	Buscar carrinhos	24	START	1710113234530	1710113234530
REQUEST	27		PUT_Usuario	1710113234532	1710113234538	KO	status.find.is(201), but actually found 400
REQUEST	24		GET_carrinhos	1710113234532	1710113234539	OK	 
USER	Buscar produtos	21	START	1710113234539	1710113234539
USER	Editar Usuário	27	END	1710113234530	1710113234540
REQUEST	21		GET_produtos	1710113234540	1710113234545	OK	 
USER	Buscar produtos	28	START	1710113234629	1710113234629
REQUEST	28		GET_produtos	1710113234631	1710113234636	OK	 
USER	Buscar produtos	29	START	1710113234730	1710113234730
REQUEST	29		GET_produtos	1710113234731	1710113234736	OK	 
USER	Buscar produtos	30	START	1710113234829	1710113234829
REQUEST	30		GET_produtos	1710113234830	1710113234836	OK	 
USER	Buscar produtos	31	START	1710113234929	1710113234929
REQUEST	31		GET_produtos	1710113234930	1710113234934	OK	 
USER	Buscar produtos	32	START	1710113235029	1710113235029
REQUEST	32		GET_produtos	1710113235030	1710113235033	OK	 
USER	Buscar produtos	33	START	1710113235129	1710113235129
REQUEST	33		GET_produtos	1710113235131	1710113235136	OK	 
USER	Buscar produtos	34	START	1710113235229	1710113235229
REQUEST	34		GET_produtos	1710113235230	1710113235233	OK	 
USER	Buscar produtos	35	START	1710113235329	1710113235329
REQUEST	35		GET_produtos	1710113235330	1710113235336	OK	 
USER	Buscar produtos	36	START	1710113235429	1710113235429
REQUEST	36		GET_produtos	1710113235431	1710113235437	OK	 
USER	Buscar produtos	37	START	1710113235530	1710113235530
USER	Editar Usuário	39	START	1710113235530	1710113235530
USER	Buscar carrinhos	38	START	1710113235530	1710113235530
REQUEST	39		PUT_Usuario	1710113235531	1710113235538	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	39	END	1710113235530	1710113235538
REQUEST	37		GET_produtos	1710113235531	1710113235541	OK	 
REQUEST	38		GET_carrinhos	1710113235532	1710113235541	OK	 
USER	Buscar produtos	51	START	1710113235639	1710113235639
REQUEST	51		GET_produtos	1710113235641	1710113235646	OK	 
USER	Buscar produtos	52	START	1710113235740	1710113235740
REQUEST	52		GET_produtos	1710113235741	1710113235746	OK	 
USER	Buscar produtos	53	START	1710113235840	1710113235840
REQUEST	53		GET_produtos	1710113235841	1710113235846	OK	 
USER	Buscar produtos	54	START	1710113235939	1710113235939
REQUEST	54		GET_produtos	1710113235941	1710113235947	OK	 
USER	Buscar produtos	55	START	1710113236040	1710113236040
REQUEST	55		GET_produtos	1710113236041	1710113236047	OK	 
USER	Buscar produtos	56	START	1710113236140	1710113236140
REQUEST	56		GET_produtos	1710113236141	1710113236146	OK	 
USER	Buscar produtos	57	START	1710113236240	1710113236240
REQUEST	57		GET_produtos	1710113236240	1710113236243	OK	 
USER	Buscar produtos	58	START	1710113236340	1710113236340
REQUEST	58		GET_produtos	1710113236341	1710113236347	OK	 
USER	Buscar produtos	59	START	1710113236440	1710113236440
REQUEST	59		GET_produtos	1710113236441	1710113236447	OK	 
USER	Editar Usuário	62	START	1710113236530	1710113236530
REQUEST	62		PUT_Usuario	1710113236531	1710113236537	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	62	END	1710113236530	1710113236537
USER	Buscar usuários	41	START	1710113236539	1710113236539
USER	Buscar usuários	40	START	1710113236539	1710113236539
USER	Buscar usuários	42	START	1710113236540	1710113236540
USER	Buscar usuários	44	START	1710113236540	1710113236540
USER	Buscar usuários	49	START	1710113236541	1710113236541
USER	Buscar carrinhos	61	START	1710113236541	1710113236541
USER	Buscar usuários	48	START	1710113236542	1710113236542
USER	Buscar usuários	46	START	1710113236543	1710113236543
USER	Buscar produtos	60	START	1710113236542	1710113236542
USER	Buscar usuários	45	START	1710113236543	1710113236543
USER	Buscar usuários	47	START	1710113236543	1710113236543
USER	Buscar usuários	43	START	1710113236540	1710113236540
USER	Buscar usuários	50	START	1710113236545	1710113236545
USER	Buscar produtos	5	END	1710113232939	1710113236550
REQUEST	41		GET_usuarios	1710113236539	1710113236553	OK	 
REQUEST	61		GET_carrinhos	1710113236541	1710113236554	OK	 
REQUEST	60		GET_produtos	1710113236542	1710113236555	OK	 
REQUEST	40		GET_usuarios	1710113236539	1710113236556	OK	 
REQUEST	43		GET_usuarios	1710113236540	1710113236557	OK	 
REQUEST	44		GET_usuarios	1710113236541	1710113236557	OK	 
REQUEST	49		GET_usuarios	1710113236541	1710113236557	OK	 
REQUEST	42		GET_usuarios	1710113236541	1710113236558	OK	 
REQUEST	47		GET_usuarios	1710113236543	1710113236558	OK	 
REQUEST	48		GET_usuarios	1710113236543	1710113236558	OK	 
REQUEST	46		GET_usuarios	1710113236544	1710113236559	OK	 
REQUEST	45		GET_usuarios	1710113236544	1710113236559	OK	 
REQUEST	50		GET_usuarios	1710113236546	1710113236559	OK	 
USER	Buscar produtos	1	END	1710113232528	1710113236620
USER	Buscar produtos	65	START	1710113236630	1710113236630
REQUEST	65		GET_produtos	1710113236630	1710113236633	OK	 
USER	Buscar produtos	3	END	1710113232740	1710113236680
USER	Buscar produtos	66	START	1710113236729	1710113236729
REQUEST	66		GET_produtos	1710113236730	1710113236733	OK	 
USER	Buscar produtos	67	START	1710113236829	1710113236829
REQUEST	67		GET_produtos	1710113236831	1710113236836	OK	 
USER	Buscar produtos	68	START	1710113236930	1710113236930
REQUEST	68		GET_produtos	1710113236931	1710113236937	OK	 
USER	Buscar produtos	14	END	1710113233840	1710113237030
USER	Buscar produtos	69	START	1710113237030	1710113237030
USER	Buscar usuários	63	START	1710113237030	1710113237030
REQUEST	69		GET_produtos	1710113237031	1710113237036	OK	 
REQUEST	63		GET_usuarios	1710113237031	1710113237036	OK	 
USER	Buscar produtos	70	START	1710113237129	1710113237129
REQUEST	70		GET_produtos	1710113237130	1710113237135	OK	 
USER	Buscar produtos	6	END	1710113233039	1710113237190
USER	Buscar produtos	7	END	1710113233139	1710113237190
USER	Buscar produtos	71	START	1710113237229	1710113237229
REQUEST	71		GET_produtos	1710113237231	1710113237236	OK	 
USER	Buscar produtos	4	END	1710113232840	1710113237240
USER	Buscar produtos	72	START	1710113237330	1710113237330
REQUEST	72		GET_produtos	1710113237331	1710113237336	OK	 
USER	Buscar produtos	18	END	1710113234240	1710113237370
USER	Buscar produtos	9	END	1710113233339	1710113237430
USER	Buscar produtos	73	START	1710113237430	1710113237430
REQUEST	73		GET_produtos	1710113237431	1710113237436	OK	 
USER	Buscar produtos	10	END	1710113233440	1710113237439
USER	Buscar carrinhos	75	START	1710113237529	1710113237529
USER	Buscar usuários	64	START	1710113237529	1710113237529
USER	Buscar produtos	74	START	1710113237529	1710113237529
USER	Editar Usuário	76	START	1710113237530	1710113237530
REQUEST	64		GET_usuarios	1710113237530	1710113237534	OK	 
REQUEST	76		PUT_Usuario	1710113237530	1710113237533	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	76	END	1710113237530	1710113237535
REQUEST	74		GET_produtos	1710113237530	1710113237535	OK	 
REQUEST	75		GET_carrinhos	1710113237530	1710113237535	OK	 
USER	Buscar produtos	8	END	1710113233239	1710113237579
USER	Buscar produtos	79	START	1710113237639	1710113237639
REQUEST	79		GET_produtos	1710113237640	1710113237645	OK	 
USER	Buscar produtos	13	END	1710113233739	1710113237710
USER	Buscar produtos	80	START	1710113237739	1710113237739
REQUEST	80		GET_produtos	1710113237740	1710113237742	OK	 
USER	Buscar carrinhos	23	END	1710113233529	1710113237770
USER	Buscar produtos	15	END	1710113233940	1710113237820
USER	Buscar produtos	81	START	1710113237839	1710113237839
REQUEST	81		GET_produtos	1710113237839	1710113237842	OK	 
USER	Buscar carrinhos	22	END	1710113232534	1710113237869
USER	Buscar produtos	82	START	1710113237939	1710113237939
REQUEST	82		GET_produtos	1710113237941	1710113237946	OK	 
USER	Buscar produtos	21	END	1710113234539	1710113238010
USER	Buscar produtos	31	END	1710113234929	1710113238030
USER	Buscar usuários	77	START	1710113238039	1710113238039
USER	Buscar produtos	83	START	1710113238039	1710113238039
REQUEST	77		GET_usuarios	1710113238040	1710113238045	OK	 
REQUEST	83		GET_produtos	1710113238041	1710113238046	OK	 
USER	Buscar produtos	84	START	1710113238140	1710113238140
REQUEST	84		GET_produtos	1710113238141	1710113238143	OK	 
USER	Buscar produtos	85	START	1710113238239	1710113238239
REQUEST	85		GET_produtos	1710113238241	1710113238244	OK	 
USER	Buscar produtos	2	END	1710113232639	1710113238299
USER	Buscar produtos	86	START	1710113238339	1710113238339
REQUEST	86		GET_produtos	1710113238340	1710113238343	OK	 
USER	Buscar produtos	11	END	1710113233539	1710113238350
USER	Buscar produtos	87	START	1710113238440	1710113238440
REQUEST	87		GET_produtos	1710113238441	1710113238443	OK	 
USER	Buscar produtos	29	END	1710113234730	1710113238489
USER	Buscar carrinhos	89	START	1710113238539	1710113238539
USER	Buscar produtos	88	START	1710113238539	1710113238539
USER	Buscar usuários	78	START	1710113238539	1710113238539
USER	Editar Usuário	90	START	1710113238539	1710113238539
REQUEST	90		PUT_Usuario	1710113238541	1710113238544	KO	status.find.is(201), but actually found 400
REQUEST	78		GET_usuarios	1710113238540	1710113238545	OK	 
USER	Editar Usuário	90	END	1710113238539	1710113238545
REQUEST	88		GET_produtos	1710113238540	1710113238545	OK	 
REQUEST	89		GET_carrinhos	1710113238540	1710113238546	OK	 
USER	Buscar produtos	93	START	1710113238639	1710113238639
REQUEST	93		GET_produtos	1710113238640	1710113238645	OK	 
USER	Buscar usuários	47	END	1710113236543	1710113238661
USER	Buscar produtos	28	END	1710113234629	1710113238669
USER	Buscar usuários	41	END	1710113236539	1710113238690
USER	Buscar produtos	12	END	1710113233639	1710113238720
USER	Buscar produtos	35	END	1710113235329	1710113238739
USER	Buscar produtos	94	START	1710113238739	1710113238739
REQUEST	94		GET_produtos	1710113238740	1710113238742	OK	 
USER	Buscar produtos	19	END	1710113234339	1710113238831
USER	Buscar produtos	30	END	1710113234829	1710113238840
USER	Buscar produtos	95	START	1710113238840	1710113238840
REQUEST	95		GET_produtos	1710113238842	1710113238846	OK	 
USER	Buscar produtos	20	END	1710113234439	1710113238890
USER	Buscar produtos	96	START	1710113238940	1710113238940
REQUEST	96		GET_produtos	1710113238941	1710113238948	OK	 
USER	Buscar produtos	53	END	1710113235840	1710113239040
USER	Buscar usuários	91	START	1710113239040	1710113239040
USER	Buscar produtos	97	START	1710113239040	1710113239040
REQUEST	91		GET_usuarios	1710113239042	1710113239047	OK	 
REQUEST	97		GET_produtos	1710113239042	1710113239047	OK	 
USER	Buscar produtos	36	END	1710113235429	1710113239120
USER	Buscar produtos	98	START	1710113239139	1710113239139
REQUEST	98		GET_produtos	1710113239141	1710113239147	OK	 
USER	Buscar produtos	34	END	1710113235229	1710113239190
USER	Buscar produtos	99	START	1710113239240	1710113239240
REQUEST	99		GET_produtos	1710113239241	1710113239246	OK	 
USER	Buscar produtos	32	END	1710113235029	1710113239260
USER	Buscar usuários	42	END	1710113236540	1710113239310
USER	Buscar usuários	43	END	1710113236540	1710113239330
USER	Buscar produtos	100	START	1710113239339	1710113239339
REQUEST	100		GET_produtos	1710113239340	1710113239344	OK	 
USER	Buscar produtos	101	START	1710113239439	1710113239439
REQUEST	101		GET_produtos	1710113239440	1710113239445	OK	 
USER	Buscar produtos	17	END	1710113234139	1710113239480
USER	Buscar usuários	40	END	1710113236539	1710113239500
USER	Editar Usuário	104	START	1710113239530	1710113239530
USER	Buscar carrinhos	103	START	1710113239530	1710113239530
REQUEST	104		PUT_Usuario	1710113239531	1710113239535	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	104	END	1710113239530	1710113239535
REQUEST	103		GET_carrinhos	1710113239531	1710113239536	OK	 
USER	Buscar produtos	102	START	1710113239539	1710113239539
USER	Buscar usuários	92	START	1710113239539	1710113239539
REQUEST	102		GET_produtos	1710113239539	1710113239542	OK	 
REQUEST	92		GET_usuarios	1710113239539	1710113239542	OK	 
USER	Buscar usuários	64	END	1710113237529	1710113239619
USER	Buscar produtos	107	START	1710113239629	1710113239629
REQUEST	107		GET_produtos	1710113239630	1710113239637	OK	 
USER	Buscar produtos	56	END	1710113236140	1710113239649
USER	Buscar produtos	16	END	1710113234039	1710113239670
USER	Buscar produtos	108	START	1710113239729	1710113239729
REQUEST	108		GET_produtos	1710113239730	1710113239736	OK	 
USER	Buscar produtos	109	START	1710113239830	1710113239830
REQUEST	109		GET_produtos	1710113239831	1710113239836	OK	 
USER	Buscar produtos	110	START	1710113239930	1710113239930
REQUEST	110		GET_produtos	1710113239931	1710113239936	OK	 
USER	Buscar usuários	105	START	1710113240030	1710113240030
USER	Buscar produtos	111	START	1710113240030	1710113240030
REQUEST	105		GET_usuarios	1710113240031	1710113240036	OK	 
REQUEST	111		GET_produtos	1710113240032	1710113240037	OK	 
USER	Buscar produtos	112	START	1710113240130	1710113240130
REQUEST	112		GET_produtos	1710113240130	1710113240135	OK	 
USER	Buscar carrinhos	38	END	1710113235530	1710113240149
USER	Buscar usuários	48	END	1710113236542	1710113240170
USER	Buscar produtos	51	END	1710113235639	1710113240180
USER	Buscar produtos	113	START	1710113240229	1710113240229
REQUEST	113		GET_produtos	1710113240231	1710113240236	OK	 
USER	Buscar produtos	52	END	1710113235740	1710113240280
USER	Buscar produtos	71	END	1710113237229	1710113240299
USER	Buscar usuários	44	END	1710113236540	1710113240330
USER	Buscar produtos	114	START	1710113240329	1710113240329
REQUEST	114		GET_produtos	1710113240331	1710113240335	OK	 
USER	Buscar produtos	115	START	1710113240429	1710113240429
REQUEST	115		GET_produtos	1710113240430	1710113240432	OK	 
USER	Buscar produtos	68	END	1710113236930	1710113240459
USER	Buscar usuários	106	START	1710113240529	1710113240529
USER	Buscar produtos	116	START	1710113240529	1710113240529
USER	Buscar carrinhos	117	START	1710113240529	1710113240529
USER	Editar Usuário	118	START	1710113240529	1710113240529
REQUEST	118		PUT_Usuario	1710113240530	1710113240534	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	118	END	1710113240529	1710113240535
REQUEST	116		GET_produtos	1710113240529	1710113240535	OK	 
REQUEST	106		GET_usuarios	1710113240529	1710113240535	OK	 
REQUEST	117		GET_carrinhos	1710113240530	1710113240536	OK	 
USER	Buscar produtos	121	START	1710113240639	1710113240639
REQUEST	121		GET_produtos	1710113240639	1710113240642	OK	 
USER	Buscar produtos	122	START	1710113240739	1710113240739
REQUEST	122		GET_produtos	1710113240739	1710113240742	OK	 
USER	Buscar produtos	58	END	1710113236340	1710113240759
USER	Buscar produtos	66	END	1710113236729	1710113240779
USER	Buscar produtos	123	START	1710113240839	1710113240839
REQUEST	123		GET_produtos	1710113240840	1710113240844	OK	 
USER	Buscar usuários	50	END	1710113236545	1710113240909
USER	Buscar produtos	124	START	1710113240940	1710113240940
REQUEST	124		GET_produtos	1710113240941	1710113240947	OK	 
USER	Buscar produtos	59	END	1710113236440	1710113240970
USER	Buscar usuários	46	END	1710113236543	1710113241040
USER	Buscar produtos	67	END	1710113236829	1710113241041
USER	Buscar usuários	119	START	1710113241040	1710113241040
USER	Buscar produtos	125	START	1710113241041	1710113241041
REQUEST	125		GET_produtos	1710113241042	1710113241046	OK	 
REQUEST	119		GET_usuarios	1710113241042	1710113241046	OK	 
USER	Buscar produtos	33	END	1710113235129	1710113241080
USER	Buscar produtos	37	END	1710113235530	1710113241120
USER	Buscar produtos	54	END	1710113235939	1710113241130
USER	Buscar produtos	126	START	1710113241139	1710113241139
REQUEST	126		GET_produtos	1710113241140	1710113241144	OK	 
USER	Buscar usuários	78	END	1710113238539	1710113241149
USER	Buscar produtos	57	END	1710113236240	1710113241170
USER	Buscar usuários	49	END	1710113236541	1710113241210
USER	Buscar produtos	127	START	1710113241239	1710113241239
REQUEST	127		GET_produtos	1710113241242	1710113241246	OK	 
USER	Buscar usuários	45	END	1710113236543	1710113241310
USER	Buscar produtos	128	START	1710113241339	1710113241339
REQUEST	128		GET_produtos	1710113241341	1710113241344	OK	 
USER	Buscar usuários	91	END	1710113239040	1710113241349
USER	Buscar carrinhos	24	END	1710113234530	1710113241439
USER	Buscar produtos	129	START	1710113241439	1710113241439
REQUEST	129		GET_produtos	1710113241440	1710113241443	OK	 
USER	Buscar produtos	72	END	1710113237330	1710113241459
USER	Buscar carrinhos	131	START	1710113241539	1710113241539
USER	Buscar produtos	130	START	1710113241539	1710113241539
USER	Editar Usuário	132	START	1710113241539	1710113241539
USER	Buscar usuários	120	START	1710113241539	1710113241539
REQUEST	132		PUT_Usuario	1710113241539	1710113241542	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	132	END	1710113241539	1710113241543
REQUEST	120		GET_usuarios	1710113241539	1710113241543	OK	 
REQUEST	130		GET_produtos	1710113241539	1710113241544	OK	 
REQUEST	131		GET_carrinhos	1710113241539	1710113241544	OK	 
USER	Buscar produtos	70	END	1710113237129	1710113241549
USER	Buscar usuários	133	START	1710113241590	1710113241590
REQUEST	133		GET_usuarios	1710113241590	1710113241593	OK	 
USER	Buscar produtos	153	START	1710113241639	1710113241639
USER	Buscar usuários	134	START	1710113241639	1710113241639
REQUEST	153		GET_produtos	1710113241640	1710113241644	OK	 
REQUEST	134		GET_usuarios	1710113241640	1710113241644	OK	 
USER	Buscar usuários	135	START	1710113241689	1710113241689
REQUEST	135		GET_usuarios	1710113241689	1710113241691	OK	 
USER	Buscar usuários	136	START	1710113241740	1710113241740
USER	Buscar produtos	154	START	1710113241740	1710113241740
REQUEST	136		GET_usuarios	1710113241741	1710113241746	OK	 
REQUEST	154		GET_produtos	1710113241741	1710113241746	OK	 
USER	Buscar produtos	93	END	1710113238639	1710113241769
USER	Buscar usuários	137	START	1710113241790	1710113241790
REQUEST	137		GET_usuarios	1710113241790	1710113241793	OK	 
USER	Buscar produtos	88	END	1710113238539	1710113241830
USER	Buscar usuários	138	START	1710113241840	1710113241840
USER	Buscar produtos	155	START	1710113241840	1710113241840
REQUEST	138		GET_usuarios	1710113241841	1710113241845	OK	 
REQUEST	155		GET_produtos	1710113241842	1710113241846	OK	 
USER	Buscar usuários	139	START	1710113241890	1710113241890
REQUEST	139		GET_usuarios	1710113241890	1710113241893	OK	 
USER	Buscar produtos	55	END	1710113236040	1710113241899
USER	Buscar usuários	63	END	1710113237030	1710113241920
USER	Buscar usuários	140	START	1710113241940	1710113241940
USER	Buscar produtos	156	START	1710113241940	1710113241940
REQUEST	140		GET_usuarios	1710113241941	1710113241946	OK	 
REQUEST	156		GET_produtos	1710113241941	1710113241946	OK	 
USER	Buscar produtos	65	END	1710113236630	1710113241980
USER	Buscar usuários	141	START	1710113241989	1710113241989
REQUEST	141		GET_usuarios	1710113241991	1710113241995	OK	 
USER	Buscar usuários	142	START	1710113242040	1710113242040
USER	Buscar produtos	157	START	1710113242040	1710113242040
REQUEST	142		GET_usuarios	1710113242041	1710113242046	OK	 
REQUEST	157		GET_produtos	1710113242041	1710113242046	OK	 
USER	Buscar usuários	143	START	1710113242090	1710113242090
REQUEST	143		GET_usuarios	1710113242091	1710113242096	OK	 
USER	Buscar usuários	144	START	1710113242140	1710113242140
USER	Buscar produtos	158	START	1710113242140	1710113242140
REQUEST	144		GET_usuarios	1710113242141	1710113242146	OK	 
REQUEST	158		GET_produtos	1710113242142	1710113242146	OK	 
USER	Buscar usuários	145	START	1710113242189	1710113242189
REQUEST	145		GET_usuarios	1710113242190	1710113242196	OK	 
USER	Buscar usuários	146	START	1710113242239	1710113242239
USER	Buscar produtos	159	START	1710113242239	1710113242239
REQUEST	146		GET_usuarios	1710113242240	1710113242246	OK	 
REQUEST	159		GET_produtos	1710113242241	1710113242247	OK	 
USER	Buscar produtos	74	END	1710113237529	1710113242280
USER	Buscar usuários	147	START	1710113242289	1710113242289
REQUEST	147		GET_usuarios	1710113242290	1710113242296	OK	 
USER	Buscar produtos	73	END	1710113237430	1710113242300
USER	Buscar usuários	148	START	1710113242340	1710113242340
USER	Buscar produtos	160	START	1710113242340	1710113242340
REQUEST	148		GET_usuarios	1710113242341	1710113242345	OK	 
REQUEST	160		GET_produtos	1710113242341	1710113242346	OK	 
USER	Buscar produtos	60	END	1710113236542	1710113242360
USER	Buscar produtos	98	END	1710113239139	1710113242369
USER	Buscar usuários	149	START	1710113242390	1710113242390
REQUEST	149		GET_usuarios	1710113242391	1710113242396	OK	 
USER	Buscar produtos	79	END	1710113237639	1710113242430
USER	Buscar usuários	150	START	1710113242439	1710113242439
USER	Buscar produtos	161	START	1710113242439	1710113242439
REQUEST	161		GET_produtos	1710113242441	1710113242445	OK	 
REQUEST	150		GET_usuarios	1710113242441	1710113242445	OK	 
USER	Buscar usuários	151	START	1710113242489	1710113242489
REQUEST	151		GET_usuarios	1710113242490	1710113242493	OK	 
USER	Buscar produtos	100	END	1710113239339	1710113242529
USER	Buscar carrinhos	163	START	1710113242529	1710113242529
USER	Editar Usuário	164	START	1710113242529	1710113242529
REQUEST	164		PUT_Usuario	1710113242529	1710113242531	KO	status.find.is(201), but actually found 400
USER	Editar Usuário	164	END	1710113242529	1710113242533
REQUEST	163		GET_carrinhos	1710113242529	1710113242533	OK	 
USER	Buscar produtos	162	START	1710113242539	1710113242539
USER	Buscar usuários	152	START	1710113242539	1710113242539
REQUEST	162		GET_produtos	1710113242539	1710113242542	OK	 
REQUEST	152		GET_usuarios	1710113242539	1710113242542	OK	 
USER	Buscar produtos	82	END	1710113237939	1710113242549
USER	Buscar usuários	77	END	1710113238039	1710113242549
USER	Buscar usuários	165	START	1710113242589	1710113242589
REQUEST	165		GET_usuarios	1710113242589	1710113242592	OK	 
USER	Buscar produtos	99	END	1710113239240	1710113242609
USER	Buscar produtos	81	END	1710113237839	1710113242619
USER	Buscar usuários	105	END	1710113240030	1710113242630
USER	Buscar produtos	185	START	1710113242630	1710113242630
REQUEST	185		GET_produtos	1710113242631	1710113242634	OK	 
USER	Buscar usuários	166	START	1710113242639	1710113242639
REQUEST	166		GET_usuarios	1710113242639	1710113242641	OK	 
USER	Buscar usuários	167	START	1710113242689	1710113242689
REQUEST	167		GET_usuarios	1710113242690	1710113242693	OK	 
USER	Buscar carrinhos	75	END	1710113237529	1710113242710
USER	Buscar produtos	186	START	1710113242729	1710113242729
REQUEST	186		GET_produtos	1710113242730	1710113242734	OK	 
USER	Buscar usuários	168	START	1710113242739	1710113242739
REQUEST	168		GET_usuarios	1710113242739	1710113242741	OK	 
USER	Buscar produtos	69	END	1710113237030	1710113242749
USER	Buscar usuários	169	START	1710113242789	1710113242789
REQUEST	169		GET_usuarios	1710113242790	1710113242795	OK	 
USER	Buscar produtos	85	END	1710113238239	1710113242799
USER	Buscar produtos	187	START	1710113242830	1710113242830
REQUEST	187		GET_produtos	1710113242831	1710113242836	OK	 
USER	Buscar usuários	170	START	1710113242839	1710113242839
REQUEST	170		GET_usuarios	1710113242839	1710113242841	OK	 
USER	Buscar usuários	171	START	1710113242890	1710113242890
REQUEST	171		GET_usuarios	1710113242891	1710113242896	OK	 
USER	Buscar usuários	92	END	1710113239539	1710113242910
USER	Buscar usuários	106	END	1710113240529	1710113242929
USER	Buscar produtos	188	START	1710113242929	1710113242929
REQUEST	188		GET_produtos	1710113242929	1710113242933	OK	 
USER	Buscar usuários	172	START	1710113242939	1710113242939
REQUEST	172		GET_usuarios	1710113242939	1710113242942	OK	 
USER	Buscar produtos	84	END	1710113238140	1710113242970
USER	Buscar usuários	173	START	1710113242989	1710113242989
REQUEST	173		GET_usuarios	1710113242991	1710113242995	OK	 
USER	Buscar produtos	189	START	1710113243029	1710113243029
REQUEST	189		GET_produtos	1710113243030	1710113243036	OK	 
USER	Buscar usuários	174	START	1710113243039	1710113243039
REQUEST	174		GET_usuarios	1710113243039	1710113243041	OK	 
USER	Buscar carrinhos	61	END	1710113236541	1710113243079
USER	Buscar usuários	175	START	1710113243089	1710113243089
REQUEST	175		GET_usuarios	1710113243090	1710113243092	OK	 
USER	Buscar produtos	190	START	1710113243129	1710113243129
REQUEST	190		GET_produtos	1710113243130	1710113243133	OK	 
USER	Buscar usuários	176	START	1710113243139	1710113243139
REQUEST	176		GET_usuarios	1710113243139	1710113243141	OK	 
USER	Buscar usuários	177	START	1710113243189	1710113243189
REQUEST	177		GET_usuarios	1710113243189	1710113243191	OK	 
USER	Buscar produtos	95	END	1710113238840	1710113243210
USER	Buscar produtos	191	START	1710113243229	1710113243229
REQUEST	191		GET_produtos	1710113243230	1710113243233	OK	 
USER	Buscar usuários	178	START	1710113243239	1710113243239
