ASSERTION	AAEDAAEBAwAAAAAAAABZQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
RUN	AdvancedSimulation	advancedsimulation	1710037381713	 	3.2.1
REQUEST	32		GET_usuarios	1710037386212	1710037386217	OK	 
USER	Buscar usuários	1	END	1710037382596	1710037386411
USER	Buscar usuários	33	START	1710037386411	1710037386411
REQUEST	33		GET_usuarios	1710037386412	1710037386417	OK	 
USER	Buscar produtos	13	END	1710037382942	1710037386541
USER	Buscar produtos	36	START	1710037386611	1710037386611
USER	Buscar usuários	34	START	1710037386611	1710037386611
USER	Buscar carrinhos	37	START	1710037386611	1710037386611
REQUEST	34		GET_usuarios	1710037386613	1710037386618	OK	 
REQUEST	36		GET_produtos	1710037386612	1710037386619	OK	 
REQUEST	37		GET_carrinhos	1710037386613	1710037386619	OK	 
USER	Buscar usuários	6	END	1710037383621	1710037386812
USER	Buscar usuários	38	START	1710037386812	1710037386812
REQUEST	38		GET_usuarios	1710037386813	1710037386818	OK	 
USER	Buscar produtos	43	START	1710037386941	1710037386941
REQUEST	43		GET_produtos	1710037386943	1710037386948	OK	 
USER	Buscar usuários	39	START	1710037387011	1710037387011
REQUEST	39		GET_usuarios	1710037387012	1710037387015	OK	 
USER	Buscar usuários	3	END	1710037383021	1710037387071
USER	Buscar usuários	4	END	1710037383221	1710037387172
USER	Buscar usuários	40	START	1710037387211	1710037387211
REQUEST	40		GET_usuarios	1710037387212	1710037387217	OK	 
USER	Buscar usuários	2	END	1710037382811	1710037387231
USER	Buscar produtos	44	START	1710037387271	1710037387271
REQUEST	44		GET_produtos	1710037387272	1710037387274	OK	 
USER	Buscar produtos	15	END	1710037383611	1710037387281
USER	Buscar usuários	41	START	1710037387411	1710037387411
REQUEST	41		GET_usuarios	1710037387412	1710037387419	OK	 
USER	Buscar usuários	23	END	1710037385211	1710037387441
USER	Buscar usuários	42	START	1710037387610	1710037387610
USER	Buscar produtos	45	START	1710037387610	1710037387610
USER	Buscar carrinhos	46	START	1710037387610	1710037387610
REQUEST	45		GET_produtos	1710037387611	1710037387614	OK	 
REQUEST	42		GET_usuarios	1710037387611	1710037387614	OK	 
REQUEST	46		GET_carrinhos	1710037387611	1710037387616	OK	 
USER	Buscar usuários	10	END	1710037384421	1710037387731
USER	Buscar produtos	16	END	1710037384111	1710037387751
USER	Buscar usuários	47	START	1710037387811	1710037387811
REQUEST	47		GET_usuarios	1710037387813	1710037387818	OK	 
USER	Buscar usuários	48	START	1710037388011	1710037388011
REQUEST	48		GET_usuarios	1710037388012	1710037388017	OK	 
USER	Buscar usuários	31	END	1710037386011	1710037388092
USER	Buscar produtos	52	START	1710037388111	1710037388111
REQUEST	52		GET_produtos	1710037388112	1710037388117	OK	 
USER	Buscar usuários	49	START	1710037388211	1710037388211
REQUEST	49		GET_usuarios	1710037388212	1710037388218	OK	 
USER	Buscar usuários	9	END	1710037384221	1710037388311
USER	Buscar usuários	11	END	1710037384621	1710037388311
USER	Buscar usuários	50	START	1710037388411	1710037388411
REQUEST	50		GET_usuarios	1710037388413	1710037388418	OK	 
USER	Buscar produtos	14	END	1710037383271	1710037388431
USER	Buscar carrinhos	18	END	1710037382605	1710037388502
USER	Buscar usuários	33	END	1710037386411	1710037388601
USER	Buscar usuários	51	START	1710037388611	1710037388611
USER	Buscar produtos	53	START	1710037388611	1710037388611
USER	Buscar carrinhos	54	START	1710037388611	1710037388611
REQUEST	54		GET_carrinhos	1710037388613	1710037388619	OK	 
REQUEST	53		GET_produtos	1710037388613	1710037388620	OK	 
REQUEST	51		GET_usuarios	1710037388613	1710037388621	OK	 
USER	Buscar usuários	21	END	1710037384811	1710037388651
USER	Buscar usuários	30	END	1710037385811	1710037388722
USER	Buscar usuários	55	START	1710037388811	1710037388811
REQUEST	55		GET_usuarios	1710037388812	1710037388817	OK	 
USER	Buscar produtos	60	START	1710037388941	1710037388941
REQUEST	60		GET_produtos	1710037388942	1710037388949	OK	 
USER	Buscar usuários	56	START	1710037389011	1710037389011
REQUEST	56		GET_usuarios	1710037389012	1710037389017	OK	 
USER	Buscar usuários	8	END	1710037384022	1710037389031
USER	Buscar carrinhos	20	END	1710037384611	1710037389211
USER	Buscar usuários	57	START	1710037389211	1710037389211
REQUEST	57		GET_usuarios	1710037389212	1710037389217	OK	 
USER	Buscar usuários	38	END	1710037386812	1710037389241
USER	Buscar produtos	61	START	1710037389271	1710037389271
REQUEST	61		GET_produtos	1710037389273	1710037389278	OK	 
USER	Buscar produtos	17	END	1710037384612	1710037389301
USER	Buscar usuários	58	START	1710037389411	1710037389411
REQUEST	58		GET_usuarios	1710037389412	1710037389418	OK	 
USER	Buscar usuários	59	START	1710037389611	1710037389611
USER	Buscar produtos	62	START	1710037389611	1710037389611
USER	Buscar carrinhos	63	START	1710037389611	1710037389611
REQUEST	59		GET_usuarios	1710037389612	1710037389618	OK	 
REQUEST	62		GET_produtos	1710037389612	1710037389618	OK	 
REQUEST	63		GET_carrinhos	1710037389613	1710037389618	OK	 
USER	Buscar produtos	27	END	1710037385271	1710037389711
USER	Buscar usuários	22	END	1710037385011	1710037389781
USER	Buscar usuários	64	START	1710037389812	1710037389812
REQUEST	64		GET_usuarios	1710037389813	1710037389818	OK	 
USER	Buscar usuários	65	START	1710037390011	1710037390011
REQUEST	65		GET_usuarios	1710037390013	1710037390017	OK	 
USER	Buscar usuários	32	END	1710037386211	1710037390031
USER	Buscar produtos	28	END	1710037385611	1710037390062
USER	Buscar produtos	69	START	1710037390111	1710037390111
REQUEST	69		GET_produtos	1710037390113	1710037390117	OK	 
USER	Buscar usuários	24	END	1710037385411	1710037390181
USER	Buscar carrinhos	29	END	1710037385601	1710037390211
USER	Buscar usuários	25	END	1710037385611	1710037390211
USER	Buscar usuários	66	START	1710037390211	1710037390211
REQUEST	66		GET_usuarios	1710037390211	1710037390215	OK	 
USER	Buscar usuários	67	START	1710037390411	1710037390411
REQUEST	67		GET_usuarios	1710037390413	1710037390418	OK	 
USER	Buscar usuários	34	END	1710037386611	1710037390420
USER	Buscar carrinhos	19	END	1710037383611	1710037390521
USER	Buscar produtos	26	END	1710037384941	1710037390531
USER	Buscar usuários	49	END	1710037388211	1710037390591
USER	Buscar usuários	41	END	1710037387411	1710037390601
USER	Buscar usuários	68	START	1710037390611	1710037390611
USER	Buscar produtos	70	START	1710037390611	1710037390611
USER	Buscar carrinhos	71	START	1710037390611	1710037390611
REQUEST	68		GET_usuarios	1710037390612	1710037390618	OK	 
REQUEST	70		GET_produtos	1710037390612	1710037390618	OK	 
REQUEST	71		GET_carrinhos	1710037390613	1710037390618	OK	 
USER	Buscar produtos	36	END	1710037386611	1710037390782
USER	Buscar usuários	72	START	1710037390811	1710037390811
REQUEST	72		GET_usuarios	1710037390812	1710037390817	OK	 
USER	Buscar produtos	77	START	1710037390942	1710037390942
REQUEST	77		GET_produtos	1710037390943	1710037390948	OK	 
USER	Buscar usuários	73	START	1710037391012	1710037391012
REQUEST	73		GET_usuarios	1710037391013	1710037391018	OK	 
USER	Buscar usuários	48	END	1710037388011	1710037391172
USER	Buscar usuários	50	END	1710037388411	1710037391211
USER	Buscar usuários	74	START	1710037391211	1710037391211
REQUEST	74		GET_usuarios	1710037391212	1710037391216	OK	 
USER	Buscar produtos	78	START	1710037391282	1710037391282
REQUEST	78		GET_produtos	1710037391283	1710037391288	OK	 
USER	Buscar usuários	55	END	1710037388811	1710037391371
USER	Buscar usuários	75	START	1710037391411	1710037391411
REQUEST	75		GET_usuarios	1710037391413	1710037391419	OK	 
USER	Buscar produtos	35	END	1710037386111	1710037391521
USER	Buscar carrinhos	80	START	1710037391611	1710037391611
USER	Buscar produtos	79	START	1710037391611	1710037391611
USER	Buscar usuários	76	START	1710037391611	1710037391611
REQUEST	76		GET_usuarios	1710037391613	1710037391619	OK	 
REQUEST	79		GET_produtos	1710037391613	1710037391620	OK	 
REQUEST	80		GET_carrinhos	1710037391612	1710037391620	OK	 
USER	Buscar produtos	45	END	1710037387610	1710037391701
USER	Buscar usuários	40	END	1710037387211	1710037391752
USER	Buscar usuários	81	START	1710037391811	1710037391811
REQUEST	81		GET_usuarios	1710037391812	1710037391817	OK	 
USER	Buscar usuários	39	END	1710037387011	1710037391841
USER	Buscar carrinhos	37	END	1710037386611	1710037391881
USER	Buscar usuários	42	END	1710037387610	1710037391881
USER	Buscar usuários	47	END	1710037387811	1710037391952
USER	Buscar usuários	82	START	1710037392011	1710037392011
REQUEST	82		GET_usuarios	1710037392012	1710037392015	OK	 
USER	Buscar produtos	44	END	1710037387271	1710037392061
USER	Buscar produtos	86	START	1710037392111	1710037392111
REQUEST	86		GET_produtos	1710037392112	1710037392118	OK	 
USER	Buscar produtos	43	END	1710037386941	1710037392171
USER	Buscar usuários	83	START	1710037392211	1710037392211
REQUEST	83		GET_usuarios	1710037392213	1710037392218	OK	 
USER	Buscar usuários	51	END	1710037388611	1710037392332
USER	Buscar usuários	57	END	1710037389211	1710037392402
USER	Buscar usuários	84	START	1710037392411	1710037392411
REQUEST	84		GET_usuarios	1710037392412	1710037392416	OK	 
USER	Buscar produtos	61	END	1710037389271	1710037392531
USER	Buscar produtos	53	END	1710037388611	1710037392582
USER	Buscar usuários	85	START	1710037392611	1710037392611
USER	Buscar carrinhos	88	START	1710037392611	1710037392611
USER	Buscar produtos	87	START	1710037392612	1710037392612
REQUEST	85		GET_usuarios	1710037392612	1710037392618	OK	 
REQUEST	87		GET_produtos	1710037392613	1710037392618	OK	 
REQUEST	88		GET_carrinhos	1710037392613	1710037392619	OK	 
USER	Buscar usuários	89	START	1710037392811	1710037392811
REQUEST	89		GET_usuarios	1710037392813	1710037392820	OK	 
USER	Buscar produtos	94	START	1710037392941	1710037392941
REQUEST	94		GET_produtos	1710037392943	1710037392949	OK	 
USER	Buscar usuários	58	END	1710037389411	1710037392961
USER	Buscar usuários	90	START	1710037393011	1710037393011
REQUEST	90		GET_usuarios	1710037393012	1710037393018	OK	 
USER	Buscar usuários	67	END	1710037390411	1710037393201
USER	Buscar usuários	91	START	1710037393211	1710037393211
REQUEST	91		GET_usuarios	1710037393212	1710037393216	OK	 
USER	Buscar produtos	95	START	1710037393281	1710037393281
REQUEST	95		GET_produtos	1710037393282	1710037393284	OK	 
USER	Buscar usuários	92	START	1710037393410	1710037393410
REQUEST	92		GET_usuarios	1710037393411	1710037393414	OK	 
USER	Buscar usuários	56	END	1710037389011	1710037393492
USER	Buscar produtos	96	START	1710037393612	1710037393612
USER	Buscar usuários	93	START	1710037393612	1710037393612
USER	Buscar carrinhos	97	START	1710037393612	1710037393612
REQUEST	96		GET_produtos	1710037393613	1710037393620	OK	 
REQUEST	93		GET_usuarios	1710037393613	1710037393620	OK	 
USER	Buscar carrinhos	46	END	1710037387610	1710037393621
REQUEST	97		GET_carrinhos	1710037393613	1710037393621	OK	 
USER	Buscar carrinhos	54	END	1710037388611	1710037393641
USER	Buscar produtos	60	END	1710037388941	1710037393722
USER	Buscar usuários	98	START	1710037393811	1710037393811
REQUEST	98		GET_usuarios	1710037393812	1710037393817	OK	 
USER	Buscar produtos	52	END	1710037388111	1710037393901
USER	Buscar usuários	66	END	1710037390211	1710037393952
USER	Buscar usuários	99	START	1710037394011	1710037394011
REQUEST	99		GET_usuarios	1710037394013	1710037394017	OK	 
USER	Buscar produtos	62	END	1710037389611	1710037394051
USER	Buscar usuários	82	END	1710037392011	1710037394052
USER	Buscar produtos	103	START	1710037394111	1710037394111
REQUEST	103		GET_produtos	1710037394113	1710037394118	OK	 
USER	Buscar usuários	64	END	1710037389812	1710037394201
USER	Buscar usuários	100	START	1710037394211	1710037394211
REQUEST	100		GET_usuarios	1710037394212	1710037394218	OK	 
USER	Buscar usuários	59	END	1710037389611	1710037394411
USER	Buscar usuários	101	START	1710037394411	1710037394411
REQUEST	101		GET_usuarios	1710037394413	1710037394416	OK	 
USER	Buscar produtos	69	END	1710037390111	1710037394461
USER	Buscar carrinhos	63	END	1710037389611	1710037394542
USER	Buscar usuários	68	END	1710037390611	1710037394542
USER	Buscar carrinhos	105	START	1710037394611	1710037394611
USER	Buscar produtos	104	START	1710037394611	1710037394611
USER	Buscar usuários	102	START	1710037394611	1710037394611
REQUEST	102		GET_usuarios	1710037394612	1710037394618	OK	 
REQUEST	104		GET_produtos	1710037394612	1710037394618	OK	 
REQUEST	105		GET_carrinhos	1710037394612	1710037394618	OK	 
USER	Buscar usuários	106	START	1710037394811	1710037394811
REQUEST	106		GET_usuarios	1710037394812	1710037394817	OK	 
USER	Buscar usuários	89	END	1710037392811	1710037394871
USER	Buscar usuários	83	END	1710037392211	1710037394872
USER	Buscar carrinhos	71	END	1710037390611	1710037394892
USER	Buscar produtos	111	START	1710037394942	1710037394942
REQUEST	111		GET_produtos	1710037394943	1710037394948	OK	 
USER	Buscar usuários	65	END	1710037390011	1710037394971
USER	Buscar usuários	107	START	1710037395011	1710037395011
REQUEST	107		GET_usuarios	1710037395012	1710037395017	OK	 
USER	Buscar produtos	86	END	1710037392111	1710037395182
USER	Buscar usuários	108	START	1710037395211	1710037395211
REQUEST	108		GET_usuarios	1710037395212	1710037395217	OK	 
USER	Buscar produtos	112	START	1710037395282	1710037395282
REQUEST	112		GET_produtos	1710037395283	1710037395286	OK	 
USER	Buscar usuários	72	END	1710037390811	1710037395371
USER	Buscar usuários	109	START	1710037395411	1710037395411
REQUEST	109		GET_usuarios	1710037395413	1710037395416	OK	 
USER	Buscar usuários	73	END	1710037391012	1710037395451
USER	Buscar usuários	75	END	1710037391411	1710037395451
USER	Buscar usuários	110	START	1710037395611	1710037395611
USER	Buscar produtos	113	START	1710037395612	1710037395612
USER	Buscar carrinhos	114	START	1710037395612	1710037395612
REQUEST	113		GET_produtos	1710037395613	1710037395618	OK	 
REQUEST	110		GET_usuarios	1710037395612	1710037395618	OK	 
REQUEST	114		GET_carrinhos	1710037395613	1710037395619	OK	 
USER	Buscar produtos	77	END	1710037390942	1710037395681
USER	Buscar produtos	87	END	1710037392612	1710037395721
USER	Buscar usuários	81	END	1710037391811	1710037395801
USER	Buscar usuários	115	START	1710037395811	1710037395811
REQUEST	115		GET_usuarios	1710037395813	1710037395817	OK	 
USER	Buscar usuários	90	END	1710037393011	1710037395951
USER	Buscar usuários	116	START	1710037396011	1710037396011
REQUEST	116		GET_usuarios	1710037396012	1710037396017	OK	 
USER	Buscar produtos	120	START	1710037396111	1710037396111
REQUEST	120		GET_produtos	1710037396113	1710037396119	OK	 
USER	Buscar usuários	74	END	1710037391211	1710037396141
USER	Buscar produtos	70	END	1710037390611	1710037396161
USER	Buscar usuários	117	START	1710037396211	1710037396211
REQUEST	117		GET_usuarios	1710037396212	1710037396218	OK	 
USER	Buscar usuários	118	START	1710037396411	1710037396411
REQUEST	118		GET_usuarios	1710037396413	1710037396418	OK	 
USER	Buscar usuários	84	END	1710037392411	1710037396461
USER	Buscar usuários	91	END	1710037393211	1710037396491
USER	Buscar usuários	76	END	1710037391611	1710037396591
USER	Buscar usuários	119	START	1710037396611	1710037396611
USER	Buscar produtos	79	END	1710037391611	1710037396611
USER	Buscar produtos	121	START	1710037396611	1710037396611
USER	Buscar carrinhos	122	START	1710037396611	1710037396611
REQUEST	121		GET_produtos	1710037396613	1710037396617	OK	 
REQUEST	119		GET_usuarios	1710037396612	1710037396617	OK	 
REQUEST	122		GET_carrinhos	1710037396613	1710037396617	OK	 
USER	Buscar usuários	123	START	1710037396810	1710037396810
REQUEST	123		GET_usuarios	1710037396811	1710037396813	OK	 
USER	Buscar usuários	85	END	1710037392611	1710037396851
USER	Buscar usuários	98	END	1710037393811	1710037396881
USER	Buscar produtos	128	START	1710037396941	1710037396941
REQUEST	128		GET_produtos	1710037396942	1710037396945	OK	 
USER	Buscar usuários	101	END	1710037394411	1710037396991
USER	Buscar usuários	124	START	1710037397010	1710037397010
REQUEST	124		GET_usuarios	1710037397011	1710037397013	OK	 
USER	Buscar usuários	92	END	1710037393410	1710037397030
USER	Buscar carrinhos	88	END	1710037392611	1710037397201
USER	Buscar usuários	125	START	1710037397210	1710037397210
REQUEST	125		GET_usuarios	1710037397211	1710037397214	OK	 
USER	Buscar produtos	78	END	1710037391282	1710037397231
USER	Buscar produtos	129	START	1710037397280	1710037397280
REQUEST	129		GET_produtos	1710037397281	1710037397284	OK	 
USER	Buscar usuários	126	START	1710037397411	1710037397411
REQUEST	126		GET_usuarios	1710037397412	1710037397414	OK	 
USER	Buscar produtos	96	END	1710037393612	1710037397511
USER	Buscar produtos	130	START	1710037397611	1710037397611
USER	Buscar carrinhos	131	START	1710037397611	1710037397611
USER	Buscar usuários	127	START	1710037397611	1710037397611
REQUEST	130		GET_produtos	1710037397612	1710037397615	OK	 
REQUEST	131		GET_carrinhos	1710037397612	1710037397615	OK	 
REQUEST	127		GET_usuarios	1710037397612	1710037397615	OK	 
USER	Buscar usuários	93	END	1710037393612	1710037397703
USER	Buscar produtos	103	END	1710037394111	1710037397752
USER	Buscar carrinhos	80	END	1710037391611	1710037397812
USER	Buscar usuários	132	START	1710037397811	1710037397811
REQUEST	132		GET_usuarios	1710037397813	1710037397817	OK	 
USER	Buscar produtos	104	END	1710037394611	1710037397961
USER	Buscar usuários	99	END	1710037394011	1710037397981
USER	Buscar usuários	106	END	1710037394811	1710037398011
USER	Buscar usuários	133	START	1710037398011	1710037398011
REQUEST	133		GET_usuarios	1710037398012	1710037398017	OK	 
USER	Buscar usuários	116	END	1710037396011	1710037398092
USER	Buscar produtos	137	START	1710037398112	1710037398112
REQUEST	137		GET_produtos	1710037398113	1710037398119	OK	 
USER	Buscar usuários	134	START	1710037398211	1710037398211
REQUEST	134		GET_usuarios	1710037398212	1710037398216	OK	 
USER	Buscar produtos	94	END	1710037392941	1710037398251
USER	Buscar usuários	108	END	1710037395211	1710037398360
USER	Buscar usuários	135	START	1710037398411	1710037398411
REQUEST	135		GET_usuarios	1710037398412	1710037398417	OK	 
USER	Buscar usuários	109	END	1710037395411	1710037398421
USER	Buscar produtos	95	END	1710037393281	1710037398611
USER	Buscar produtos	138	START	1710037398611	1710037398611
USER	Buscar carrinhos	139	START	1710037398611	1710037398611
USER	Buscar usuários	136	START	1710037398612	1710037398612
REQUEST	138		GET_produtos	1710037398612	1710037398622	OK	 
REQUEST	136		GET_usuarios	1710037398613	1710037398623	OK	 
REQUEST	139		GET_carrinhos	1710037398613	1710037398623	OK	 
USER	Buscar usuários	102	END	1710037394611	1710037398791
USER	Buscar usuários	140	START	1710037398811	1710037398811
REQUEST	140		GET_usuarios	1710037398812	1710037398815	OK	 
USER	Buscar produtos	145	START	1710037398941	1710037398941
REQUEST	145		GET_produtos	1710037398942	1710037398947	OK	 
USER	Buscar usuários	100	END	1710037394211	1710037398971
USER	Buscar produtos	112	END	1710037395282	1710037399002
USER	Buscar usuários	141	START	1710037399011	1710037399011
REQUEST	141		GET_usuarios	1710037399012	1710037399015	OK	 
USER	Buscar usuários	115	END	1710037395811	1710037399142
USER	Buscar produtos	120	END	1710037396111	1710037399171
USER	Buscar usuários	107	END	1710037395011	1710037399211
USER	Buscar usuários	119	END	1710037396611	1710037399211
USER	Buscar usuários	142	START	1710037399211	1710037399211
REQUEST	142		GET_usuarios	1710037399211	1710037399215	OK	 
USER	Buscar produtos	146	START	1710037399281	1710037399281
REQUEST	146		GET_produtos	1710037399282	1710037399285	OK	 
USER	Buscar usuários	143	START	1710037399411	1710037399411
REQUEST	143		GET_usuarios	1710037399412	1710037399416	OK	 
USER	Buscar produtos	113	END	1710037395612	1710037399441
USER	Buscar usuários	125	END	1710037397210	1710037399501
USER	Buscar usuários	144	START	1710037399611	1710037399611
USER	Buscar produtos	147	START	1710037399611	1710037399611
USER	Buscar carrinhos	148	START	1710037399611	1710037399611
REQUEST	147		GET_produtos	1710037399613	1710037399617	OK	 
REQUEST	144		GET_usuarios	1710037399612	1710037399618	OK	 
REQUEST	148		GET_carrinhos	1710037399613	1710037399618	OK	 
USER	Buscar usuários	110	END	1710037395611	1710037399620
USER	Buscar usuários	149	START	1710037399811	1710037399811
REQUEST	149		GET_usuarios	1710037399812	1710037399817	OK	 
USER	Buscar usuários	150	START	1710037400011	1710037400011
REQUEST	150		GET_usuarios	1710037400012	1710037400018	OK	 
USER	Buscar produtos	154	START	1710037400111	1710037400111
REQUEST	154		GET_produtos	1710037400112	1710037400117	OK	 
USER	Buscar usuários	151	START	1710037400210	1710037400210
REQUEST	151		GET_usuarios	1710037400211	1710037400216	OK	 
USER	Buscar produtos	111	END	1710037394942	1710037400311
USER	Buscar produtos	128	END	1710037396941	1710037400371
USER	Buscar usuários	152	START	1710037400411	1710037400411
REQUEST	152		GET_usuarios	1710037400412	1710037400415	OK	 
USER	Buscar carrinhos	97	END	1710037393612	1710037400490
USER	Buscar produtos	155	START	1710037400612	1710037400612
USER	Buscar carrinhos	156	START	1710037400612	1710037400612
USER	Buscar usuários	153	START	1710037400612	1710037400612
REQUEST	155		GET_produtos	1710037400613	1710037400619	OK	 
REQUEST	153		GET_usuarios	1710037400613	1710037400619	OK	 
REQUEST	156		GET_carrinhos	1710037400613	1710037400619	OK	 
USER	Buscar carrinhos	105	END	1710037394611	1710037400702
USER	Buscar usuários	123	END	1710037396810	1710037400742
USER	Buscar usuários	135	END	1710037398411	1710037400812
USER	Buscar usuários	157	START	1710037400812	1710037400812
REQUEST	157		GET_usuarios	1710037400813	1710037400818	OK	 
USER	Buscar produtos	130	END	1710037397611	1710037400912
USER	Buscar usuários	118	END	1710037396411	1710037400932
USER	Buscar produtos	162	START	1710037400941	1710037400941
REQUEST	162		GET_produtos	1710037400942	1710037400947	OK	 
USER	Buscar usuários	158	START	1710037401011	1710037401011
REQUEST	158		GET_usuarios	1710037401012	1710037401018	OK	 
USER	Buscar usuários	117	END	1710037396211	1710037401132
USER	Buscar usuários	159	START	1710037401211	1710037401211
REQUEST	159		GET_usuarios	1710037401212	1710037401217	OK	 
USER	Buscar usuários	124	END	1710037397010	1710037401262
USER	Buscar produtos	163	START	1710037401271	1710037401271
REQUEST	163		GET_produtos	1710037401272	1710037401275	OK	 
USER	Buscar usuários	160	START	1710037401411	1710037401411
REQUEST	160		GET_usuarios	1710037401412	1710037401417	OK	 
USER	Buscar usuários	133	END	1710037398011	1710037401461
USER	Buscar usuários	127	END	1710037397611	1710037401551
USER	Buscar produtos	164	START	1710037401611	1710037401611
USER	Buscar usuários	161	START	1710037401611	1710037401611
USER	Buscar carrinhos	165	START	1710037401611	1710037401611
REQUEST	161		GET_usuarios	1710037401612	1710037401616	OK	 
REQUEST	164		GET_produtos	1710037401612	1710037401616	OK	 
REQUEST	165		GET_carrinhos	1710037401612	1710037401616	OK	 
USER	Buscar usuários	136	END	1710037398612	1710037401641
USER	Buscar usuários	126	END	1710037397411	1710037401671
USER	Buscar usuários	143	END	1710037399411	1710037401702
USER	Buscar usuários	166	START	1710037401811	1710037401811
REQUEST	166		GET_usuarios	1710037401812	1710037401818	OK	 
USER	Buscar usuários	132	END	1710037397811	1710037401941
USER	Buscar produtos	129	END	1710037397280	1710037401991
USER	Buscar usuários	167	START	1710037402011	1710037402011
REQUEST	167		GET_usuarios	1710037402012	1710037402017	OK	 
USER	Buscar produtos	138	END	1710037398611	1710037402091
USER	Buscar usuários	140	END	1710037398811	1710037402092
USER	Buscar produtos	170	START	1710037402111	1710037402111
REQUEST	170		GET_produtos	1710037402113	1710037402117	OK	 
USER	Buscar produtos	121	END	1710037396611	1710037402152
USER	Buscar carrinhos	122	END	1710037396611	1710037402201
